AUPRC,AUROC,absolute_difference,checkpoint,cliffs_delta,direction,effect_size,exact_permutation_result,false_count,false_max,false_mean,false_median,false_min,false_std,feature,rank_biserial,relative_difference,sample_warning,top_2_recall,top_5_recall,true_count,true_max,true_mean,true_median,true_min,true_rank_positions,true_std
0.6666666666666666,0.55,0.5,T-15,0.1,TRUE_HIGH,0.1,1.0,10,1.0,0.4,0.0,0.0,0.4898979485566356,one_sided_fill_ratio_20m,0.1,500000000000.0,EXPLORATORY_SMALL_SAMPLE;N_TRUE=2,0.5,0.5,2,1.0,0.5,0.5,0.0,1|6,0.5
1.0,0.6,0.0,T-15,-0.2,TRUE_LOW,-0.2,1.0,10,1.0,0.2,0.0,0.0,0.4,one_sided_fill_ratio_5m,-0.2,0.0,EXPLORATORY_SMALL_SAMPLE;N_TRUE=2,1.0,1.0,2,0.0,0.0,0.0,0.0,1|2,0.0
0.29166666666666663,0.6,288.155,T-15,0.2,TRUE_HIGH,0.2,0.7272727272727273,10,2255.41,1135.523,1046.155,219.33,620.2250748083311,open,0.2,0.27544197561546807,EXPLORATORY_SMALL_SAMPLE;N_TRUE=2,0.0,0.5,2,1720.77,1334.31,1334.31,947.85,3|8,386.46
0.325,0.7,0.11250000000000004,T-15,0.4,TRUE_HIGH,0.4,0.5909090909090909,10,0.8333333333333334,0.5028291316526611,0.5,0.0,0.24815406350595456,paired_fill_conversion_rate,0.4,0.2250000000000001,EXPLORATORY_SMALL_SAMPLE;N_TRUE=2,0.0,1.0,2,0.625,0.6125,0.6125,0.6,4|5,0.012500000000000011
0.29166666666666663,0.65,1.1453394199869487,T-15,0.3,TRUE_HIGH,0.3,0.9696969696969697,10,7.600528808056938,2.42841029323253,1.4206753695165633,0.0,2.315013970426373,paired_grid_pnl,0.3,0.8061936206979448,EXPLORATORY_SMALL_SAMPLE;N_TRUE=2,0.0,0.5,2,3.3261332629665232,2.566014789503512,2.566014789503512,1.8058963160405006,4|6,0.7601184734630113
1.0,0.5,0.0,T-15,0.0,TIE,0.0,1.0,10,0.0,0.0,0.0,0.0,0.0,paired_reversal_fills,0.0,0.0,EXPLORATORY_SMALL_SAMPLE;N_TRUE=2,1.0,1.0,2,0.0,0.0,0.0,0.0,1|2,0.0
0.29166666666666663,0.6,288.3599999999999,T-15,0.2,TRUE_HIGH,0.2,0.7272727272727273,10,2260.29,1135.493,1045.895,219.51,621.142847033595,price,0.2,0.2757064523685455,EXPLORATORY_SMALL_SAMPLE;N_TRUE=2,0.0,0.5,2,1721.35,1334.2549999999999,1334.2549999999999,947.16,3|8,387.09499999999997
0.2361111111111111,0.5,0.07142207792207636,T-15,0.0,TIE,0.0,0.9242424242424242,10,1.0533766233766233,0.09082987012987018,0.05064285714285753,-1.0876883116883107,0.5702291659663431,price_slope,0.0,1.4103090139761092,EXPLORATORY_SMALL_SAMPLE;N_TRUE=2,0.0,0.5,2,0.3367532467532449,0.12206493506493389,0.12206493506493389,-0.09262337662337713,4|9,0.21468831168831104
0.8333333333333333,0.95,1259212.0226500002,T-15,0.9,TRUE_HIGH,0.9,0.030303030303030304,10,1048660.5879,265790.94229,108652.3112,17530.562,315160.197048431,quote_volume,0.9,11.589371719227637,EXPLORATORY_SMALL_SAMPLE;N_TRUE=2,0.5,1.0,2,2082644.3473,1367864.33385,1367864.33385,653084.3204,1|3,714780.01345
1.0,1.0,3497256.169395,T-15,1.0,TRUE_HIGH,1.0,0.015151515151515152,10,324210.27280000004,151380.807182,131067.284035,55673.23744,87274.20396122654,quote_volume_rate_20m,1.0,26.68290714302967,EXPLORATORY_SMALL_SAMPLE;N_TRUE=2,1.0,1.0,2,5103365.70987,3628323.45343,3628323.45343,2153281.19699,1|2,1475042.2564400001
