best_window_concentration,combination_id,direction,inventory_drag_ratio,phase1_gate_passed,positive_window_ratio,primary_median_window_pnl,primary_total_pnl,profit_factor,selection_reason,stress_total_pnl
1.0,11111,LONG,0.0,False,1.0,9.086693162495601,9.086693162495601,9.086693162495601,ANCHOR_CONTROL,6.956895310142339
