accepted_fill_count,attempted_fill_count,capital,crossings_per_hour,fees_paid,fills,force_close_inventory_notional,funding_paid,grid_num,gross_grid_pnl,inventory_drag,inventory_drag_ratio,market_group,max_drawdown,max_drawdown_pct,max_inventory_utilization,max_unpaired_lot_age,net_capacity_per_hour,net_pnl,pair_completion_count,profile,quote_volume_per_hour,rejected_fill_count,reversal_ratio,scenario,seed,seed_fee,split,step_pct,stop_exit_cost,stopped_reason,symbol,total_cost,total_pnl,trade_count_per_hour,unrealized_pnl,window_end,window_key,window_kind,window_start,year_month,zero_activity_ratio
17,33,500.0,1.0,0.47246181294936873,17,0.0,0.016799685227999996,3,9.68238758174036,0.0,0.0,US_STOCK,4.839752800000024,0.00967950560000005,0.5038128,2132,0.008666467325945998,9.19312608356299,8,N20,1256376.3607,16,0.46551724137931033,MAKER_PROMO_OFF,3,0.0,Development,0.009201387325945998,0.0626215266,window_force_close,SNDKUSDT,0.5518830247773687,9.19312608356299,7914.0,0,2026-05-18T03:59:00+00:00,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00,WEEKEND,2026-05-15T20:00:00+00:00,2026-05,0.0
23,28,500.0,1.0,0.6228968310718694,23,0.0,0.016799685227999996,3,13.127066840530555,0.0,0.0,US_STOCK,4.839752800000024,0.00967950560000005,0.4990392,1687,0.008666467325945998,12.487370324230685,11,N20,1256376.3607,5,0.46551724137931033,MAKER_PROMO_OFF,10,0.0,Development,0.009201387325945998,0.0626215266,window_force_close,SNDKUSDT,0.7023180428998694,12.487370324230685,7914.0,0,2026-05-18T03:59:00+00:00,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00,WEEKEND,2026-05-15T20:00:00+00:00,2026-05,0.0
19,26,500.0,1.0,0.5226068189902022,19,0.0,0.016799685227999996,3,10.830614001337091,0.0,0.0,US_STOCK,4.839752800000024,0.00967950560000005,0.49914,1687,0.008666467325945998,10.29120749711889,9,N20,1256376.3607,7,0.46551724137931033,MAKER_PROMO_OFF,17,0.0,Development,0.009201387325945998,0.0626215266,window_force_close,SNDKUSDT,0.6020280308182022,10.29120749711889,7914.0,0,2026-05-18T03:59:00+00:00,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00,WEEKEND,2026-05-15T20:00:00+00:00,2026-05,0.0
19,26,500.0,1.0,0.5226068189902022,19,0.0,0.016799685227999996,3,10.830614001337091,0.0,0.0,US_STOCK,4.839752800000024,0.00967950560000005,0.503514,1686,0.008666467325945998,10.29120749711889,9,N20,1256376.3607,7,0.46551724137931033,MAKER_PROMO_OFF,31,0.0,Development,0.009201387325945998,0.0626215266,window_force_close,SNDKUSDT,0.6020280308182022,10.29120749711889,7914.0,0,2026-05-18T03:59:00+00:00,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00,WEEKEND,2026-05-15T20:00:00+00:00,2026-05,0.0
19,25,500.0,1.0,0.5226068189902022,19,0.0,0.016799685227999996,3,10.830614001337091,0.0,0.0,US_STOCK,4.839752800000024,0.00967950560000005,0.5037192,2128,0.008666467325945998,10.29120749711889,9,N20,1256376.3607,6,0.46551724137931033,MAKER_PROMO_OFF,59,0.0,Development,0.009201387325945998,0.0626215266,window_force_close,SNDKUSDT,0.6020280308182022,10.29120749711889,7914.0,0,2026-05-18T03:59:00+00:00,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00,WEEKEND,2026-05-15T20:00:00+00:00,2026-05,0.0
19,29,500.0,1.0,0.5226068189902022,19,0.0,0.016799685227999996,3,10.830614001337091,0.0,0.0,US_STOCK,4.839752800000024,0.00967950560000005,0.5037192,2129,0.008666467325945998,10.29120749711889,9,N20,1256376.3607,10,0.46551724137931033,MAKER_PROMO_OFF,97,0.0,Development,0.009201387325945998,0.0626215266,window_force_close,SNDKUSDT,0.6020280308182022,10.29120749711889,7914.0,0,2026-05-18T03:59:00+00:00,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00,WEEKEND,2026-05-15T20:00:00+00:00,2026-05,0.0
305,1982,500.0,2.6315789473684212,0.04736240111926074,305,0.0,0.005599895075999999,20,0.6052238252112305,0.0,0.0,US_STOCK,2.6493412453404663,0.005298682490680932,0.3011712,1312,0.0024189363128337377,0.5522615290159698,149,N100,1256376.3607,1677,0.46551724137931033,PRIMARY_ZERO_MAKER,3,0.0,Development,0.0010541157988768202,0.04736240111926074,stop_loss,SNDKUSDT,0.10032469731452148,0.5522615290159698,7914.0,0,2026-05-18T03:59:00+00:00,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00,WEEKEND,2026-05-15T20:00:00+00:00,2026-05,0.0
294,1981,500.0,2.6315789473684212,0.05412845842201227,294,0.0,0.005599895075999999,20,0.8561649261024926,0.0,0.0,US_STOCK,2.5066393776501377,0.005013278755300275,0.32790959999999997,1315,0.0024189363128337377,0.7964365726044803,143,N100,1256376.3607,1687,0.46551724137931033,PRIMARY_ZERO_MAKER,10,0.0,Development,0.0010541157988768202,0.05412845842201227,stop_loss,SNDKUSDT,0.11385681192002453,0.7964365726044803,7914.0,0,2026-05-18T03:59:00+00:00,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00,WEEKEND,2026-05-15T20:00:00+00:00,2026-05,0.0
293,1963,500.0,2.6315789473684212,0.04736240111926074,293,0.0,0.003733263384,20,0.5121159184868751,0.0,0.0,US_STOCK,2.5863309612531054,0.005172661922506211,0.3011712,1312,0.0024189363128337377,0.4610202539836144,143,N100,1256376.3607,1670,0.46551724137931033,PRIMARY_ZERO_MAKER,17,0.0,Development,0.0010541157988768202,0.04736240111926074,stop_loss,SNDKUSDT,0.09845806562252148,0.4610202539836144,7914.0,0,2026-05-18T03:59:00+00:00,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00,WEEKEND,2026-05-15T20:00:00+00:00,2026-05,0.0
295,1983,500.0,2.6315789473684212,0.04736240111926074,295,0.0,0.003733263384,20,0.5254238136414537,0.0,0.0,US_STOCK,2.3108028968889616,0.004621605793777923,0.24999840000000007,1312,0.0024189363128337377,0.47432814913819304,144,N100,1256376.3607,1688,0.46551724137931033,PRIMARY_ZERO_MAKER,31,0.0,Development,0.0010541157988768202,0.04736240111926074,stop_loss,SNDKUSDT,0.09845806562252148,0.47432814913819304,7914.0,0,2026-05-18T03:59:00+00:00,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00,WEEKEND,2026-05-15T20:00:00+00:00,2026-05,0.0
