allowed,code,crossings_per_hour,long_signal_allowed,long_signal_reasons,market_group,net_capacity_per_hour,profile,quote_volume_per_hour,reason,reversal_ratio,scenario,split,spread_to_step_ratio,symbol,trade_count_per_hour,window_key,zero_activity_ratio
True,PASSED,5.5,,,US_STOCK,0.0137087541876119,N20,1751025.3377,,0.41379310344827586,MAKER_PROMO_OFF,Development,0.06374541079632869,MUUSDT,6575.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00,0.0
False,VIABILITY_BLOCKED,0.9473684210526315,,,US_STOCK,0.0009418433282679306,N100,1751025.3377,Grid Viability Gate 未通过：预计穿越频率不足 (0.9474 < 1.0000/h),0.41379310344827586,PRIMARY_ZERO_MAKER,Development,0.16140122635940624,MUUSDT,6575.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00,0.0
False,VIABILITY_BLOCKED,0.9473684210526315,,,US_STOCK,0.0009418433282679306,N100,1751025.3377,Grid Viability Gate 未通过：预计穿越频率不足 (0.9474 < 1.0000/h),0.41379310344827586,EXECUTION_STRESS,Development,0.16140122635940624,MUUSDT,6575.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00,0.0
False,VIABILITY_BLOCKED,0.9473684210526315,,,US_STOCK,0.000562895959846878,N100,1751025.3377,Grid Viability Gate 未通过：预计穿越频率不足 (0.9474 < 1.0000/h),0.41379310344827586,MAKER_PROMO_OFF,Development,0.16140122635940624,MUUSDT,6575.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00,0.0
True,PASSED,4.0,,,US_STOCK,0.028186269303787544,N20,9425146.0079,,0.46551724137931033,PRIMARY_ZERO_MAKER,Validation,0.021735852748641753,MUUSDT,33278.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00,0.0
True,PASSED,4.0,,,US_STOCK,0.028186269303787544,N20,9425146.0079,,0.46551724137931033,EXECUTION_STRESS,Validation,0.021735852748641753,MUUSDT,33278.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00,0.0
True,PASSED,4.0,,,US_STOCK,0.026586269303787543,N20,9425146.0079,,0.46551724137931033,MAKER_PROMO_OFF,Validation,0.021735852748641753,MUUSDT,33278.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00,0.0
True,PASSED,3.0,,,US_STOCK,0.014902833857313991,N20,2036701.2932000004,,0.5172413793103449,PRIMARY_ZERO_MAKER,Validation,0.028298144152903045,MUUSDT,6313.0,US_STOCK:2026-06-12T20:00:00+00:00:2026-06-15T08:00:00+00:00,0.0
True,PASSED,3.0,,,US_STOCK,0.014902833857313991,N20,2036701.2932000004,,0.5172413793103449,EXECUTION_STRESS,Validation,0.028298144152903045,MUUSDT,6313.0,US_STOCK:2026-06-12T20:00:00+00:00:2026-06-15T08:00:00+00:00,0.0
True,PASSED,3.0,,,US_STOCK,0.013702833857313988,N20,2036701.2932000004,,0.5172413793103449,MAKER_PROMO_OFF,Validation,0.028298144152903045,MUUSDT,6313.0,US_STOCK:2026-06-12T20:00:00+00:00:2026-06-15T08:00:00+00:00,0.0
True,PASSED,4.5,,,US_STOCK,0.031288712966761986,N20,7733453.662900001,,0.4482758620689655,PRIMARY_ZERO_MAKER,Validation,0.02173585274864123,MUUSDT,18346.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00,0.0
