best_window_concentration,cvar_95,fees_paid,funding_paid,gross_grid_pnl,market_group,max_drawdown,max_drawdown_pct,mean_inventory_drag_ratio,mean_window_pnl,median_window_pnl,positive_ratio,profile,profit_factor,runs,scenario,seed,top_3_window_concentration,total_cost,total_pnl,unique_windows,worst_window_pnl
0.6429421889739069,-10.904562173789953,0.5106981571533674,0.0,-4.806737693309873,KR_STOCK,13.358969776822173,0.026717939553644345,0.0,-1.77247861682108,1.9949270949332998,0.6666666666666666,L20,0.5123659468654183,3,EXECUTION_STRESS,31,1.0,1.0213963143067348,-5.31743585046324,3,-10.904562173789953
0.7042706914263219,-10.904562173789953,0.5106981571533674,0.0,-3.648076443010676,KR_STOCK,13.21026977682215,0.0264205395536443,0.0,-1.386258200054681,1.9949270949332998,0.6666666666666666,L20,0.618620671432365,3,EXECUTION_STRESS,59,1.0,1.0213963143067348,-4.158774600164043,3,-10.904562173789953
0.546767327040129,-10.904562173789953,0.5106981571533674,0.0,-3.8239776120494104,KR_STOCK,13.21026977682215,0.0264205395536443,0.0,-1.4448919230675925,2.977687176193762,0.6666666666666666,L20,0.6024897010884545,3,EXECUTION_STRESS,97,1.0,1.0213963143067348,-4.334675769202778,3,-10.904562173789953
0.7646843990459183,-10.582171442791102,0.9688054619984255,0.0,2.6566113190854703,KR_STOCK,12.846841302223506,0.025693682604447012,0.0,0.5626019523623481,2.8873170820137664,0.6666666666666666,L20,1.1594952289529223,3,MAKER_PROMO_OFF,3,1.0,1.309449018404733,1.6878058570870444,3,-10.582171442791102
0.7646843990459183,-10.582171442791102,0.9688054619984255,0.0,2.65661131908547,KR_STOCK,12.846841302223506,0.025693682604447012,0.0,0.562601952362348,2.887317082013766,0.6666666666666666,L20,1.1594952289529223,3,MAKER_PROMO_OFF,10,1.0,1.309449018404733,1.687805857087044,3,-10.582171442791102
0.7646843990459183,-10.582171442791102,0.9688054619984255,0.0,2.6566113190854703,KR_STOCK,12.846841302223506,0.025693682604447012,0.0,0.5626019523623481,2.8873170820137664,0.6666666666666666,L20,1.1594952289529223,3,MAKER_PROMO_OFF,17,1.0,1.309449018404733,1.6878058570870444,3,-10.582171442791102
0.8282014293571263,-10.582171442791102,0.9270634621473962,0.0,1.6738512378250077,KR_STOCK,12.968468902223528,0.025936937804447054,0.0,0.2489292585592037,1.946299000604333,0.6666666666666666,L20,1.0705703720370496,3,MAKER_PROMO_OFF,31,1.0,1.2677070185537036,0.7467877756776111,3,-10.582171442791102
0.7823450835002799,-10.582171442791102,0.8310451129503144,0.0,-0.8089942985304139,KR_STOCK,12.846841302223506,0.025693682604447012,0.0,-0.5466798038269093,1.946299000604333,0.6666666666666666,L20,0.8450186315401294,3,MAKER_PROMO_OFF,59,1.0,1.1716886693566217,-1.6400394114807277,3,-10.582171442791102
0.7078545758100211,-10.582171442791102,0.8727871128013438,0.0,0.17376578273004828,KR_STOCK,12.846841302223506,0.025693682604447012,0.0,-0.23300711002376495,2.887317082013766,0.6666666666666666,L20,0.9339434884560022,3,MAKER_PROMO_OFF,97,1.0,1.213430669207651,-0.6990213300712949,3,-10.582171442791102
0.7643816186828919,-10.254144468907697,0.34073261555833867,0.0,2.8347296231478576,KR_STOCK,12.587345537939893,0.025174691075879784,0.0,0.831332335863173,3.0036964594937623,0.6666666666666666,L20,1.2432184386666036,3,PRIMARY_ZERO_MAKER,3,1.0,0.6814652311166773,2.493997007589519,3,-10.254144468907697
0.7643816186828919,-10.254144468907697,0.34073261555833867,0.0,2.834729623147857,KR_STOCK,12.587345537939893,0.025174691075879784,0.0,0.8313323358631729,3.003696459493762,0.6666666666666666,L20,1.2432184386666036,3,PRIMARY_ZERO_MAKER,10,1.0,0.6814652311166773,2.4939970075895186,3,-10.254144468907697
0.7643816186828919,-10.254144468907697,0.34073261555833867,0.0,2.8347296231478576,KR_STOCK,12.587345537939893,0.025174691075879784,0.0,0.831332335863173,3.0036964594937623,0.6666666666666666,L20,1.2432184386666036,3,PRIMARY_ZERO_MAKER,17,1.0,0.6814652311166773,2.493997007589519,3,-10.254144468907697
0.828230270626715,-10.254144468907697,0.34073261555833867,0.0,1.851969541887395,KR_STOCK,12.736045537939916,0.025472091075879832,0.0,0.5037456421096854,2.0209363782332996,0.6666666666666666,L20,1.147378158257023,3,PRIMARY_ZERO_MAKER,31,1.0,0.6814652311166773,1.5112369263290564,3,-10.254144468907697
0.7822861760022494,-10.254144468907697,0.34073261555833867,0.0,-0.6308759944680267,KR_STOCK,12.587345537939893,0.025174691075879784,0.0,-0.3238695366754551,2.0209363782332996,0.6666666666666666,L20,0.9052472282819453,3,PRIMARY_ZERO_MAKER,59,1.0,0.6814652311166773,-0.9716086100263652,3,-10.254144468907697
0.7073930964086484,-10.254144468907697,0.34073261555833867,0.0,0.35188408679243555,KR_STOCK,12.587345537939893,0.025174691075879784,0.0,0.0037171570780323293,3.003696459493762,0.6666666666666666,L20,1.0010875086915256,3,PRIMARY_ZERO_MAKER,97,1.0,0.6814652311166773,0.011151471234096988,3,-10.254144468907697
0.6757689055949877,-2.2020256498196518,0.37470040846019564,-0.11976327666903253,-1.927981701541443,KR_STOCK,4.15429439333898,0.008308588786677961,0.0,-0.5457297083331516,-0.4172715479343416,0.5,N100,0.3665623632955964,4,EXECUTION_STRESS,3,1.0,0.6296375402513588,-2.1829188333326064,4,-2.2020256498196518
