seed,window_id,label,pnl,first_entry_bar_index,first_entry_side,bars_from_entry_to_stop,final_pair_count,horizon_bars,directional_return_pct,favorable_excursion_pct,adverse_excursion_pct,path_efficiency,fill_count,pair_count,zero_pair,adverse_unpaired_inventory,net_side,net_qty,inventory_utilization,equity
31,nyse_20200320T200000Z,PROFITABLE,0.8109559323722969,0,SHORT,191,10,30,0.0028118824710875456,0.016299523794097603,0.007807185201982536,0.043798566959331105,10,5,False,False,FLAT,0.0,0.0,2.696934843623827
31,nyse_20200320T200000Z,PROFITABLE,0.8109559323722969,0,SHORT,191,10,60,-0.004854384657747346,0.016299523794097603,0.010322653795069359,0.04375118611407174,15,7,False,False,SHORT,-0.022,0.27296588000000005,3.0773293838219082
31,nyse_20200320T200000Z,PROFITABLE,0.8109559323722969,0,SHORT,191,10,120,0.005855388901487069,0.01838251967993776,0.010322653795069359,0.025801340384986344,20,10,False,False,FLAT,0.0,0.0,5.391978790468087
31,nyse_20200409T200000Z,PERSISTENT_LOSS,-4.401534157561035,1,LONG,360,0,30,-0.00034968391316869685,0.0018828078932571213,0.0030580201033967302,0.02648800249298999,1,0,True,True,LONG,0.016,0.23327199999999998,-0.07653179363333625
31,nyse_20200409T200000Z,PERSISTENT_LOSS,-4.401534157561035,1,LONG,360,0,60,-0.0016058033816491735,0.0018828078932571213,0.0030580201033967302,0.06040753159659396,1,0,True,True,LONG,0.016,0.23297888,-0.22382032440000058
31,nyse_20200409T200000Z,PERSISTENT_LOSS,-4.401534157561035,1,LONG,360,0,120,-0.0009640305527748305,0.0018828078932571213,0.006191462227280953,0.018178997181349705,1,0,True,True,LONG,0.016,0.23312864000000003,-0.15039488909999593
31,nyse_20200424T200000Z,PERSISTENT_LOSS,0.06911108134425765,72,LONG,2868,3,30,-0.002288228528632863,0.0018161392997566583,0.002995693690320156,0.13606361829025487,1,0,True,True,LONG,0.018,0.26857043999999997,-0.3491988101624941
31,nyse_20200424T200000Z,PERSISTENT_LOSS,0.06911108134425765,72,LONG,2868,3,60,0.0007663091448899539,0.0018161392997566583,0.005937892850455984,0.022627650752282524,1,0,True,False,LONG,0.018,0.26939268,0.061081311900008504
31,nyse_20200424T200000Z,PERSISTENT_LOSS,0.06911108134425765,72,LONG,2868,3,120,0.0001297242356970152,0.002621231979030192,0.005937892850455984,0.0024472084163792793,1,0,True,False,LONG,0.018,0.26922132,-0.026282861474995416
31,nyse_20200501T200000Z,PROFITABLE,1.3766528276917307,25,SHORT,1510,6,30,0.007248236048749135,0.009186050437189786,0.0014291662446688225,0.28115587760268806,3,1,False,False,LONG,0.013,0.22936914,0.22321314979373041
31,nyse_20200501T200000Z,PROFITABLE,1.3766528276917307,25,SHORT,1510,6,60,0.00797632310410401,0.013469047860189098,0.0014291662446688225,0.16727238400905892,3,1,False,False,LONG,0.013,0.22920092,0.13838720805207227
31,nyse_20200501T200000Z,PROFITABLE,1.3766528276917307,25,SHORT,1510,6,120,0.008721290075734522,0.013469047860189098,0.0014291662446688225,0.11098063924848153,3,1,False,False,LONG,0.013,0.22902879999999995,0.05089312978956184
31,nyse_20200529T200000Z,PERSISTENT_LOSS,-0.5373267049142457,22,SHORT,1401,3,30,0.0005143596487506841,0.0008579731048233841,0.0020415305646290793,0.04818678589170771,1,0,True,False,SHORT,-0.014,0.2638818,0.029122648245838427
31,nyse_20200529T200000Z,PERSISTENT_LOSS,-0.5373267049142457,22,SHORT,1401,3,60,0.006747125949179256,0.007815085054935778,0.0020415305646290793,0.2660811375993419,3,1,False,False,LONG,0.014,0.26223624,-0.1767022095708242
31,nyse_20200529T200000Z,PERSISTENT_LOSS,-0.5373267049142457,22,SHORT,1401,3,120,0.005069359012429553,0.008399440037330952,0.0020415305646290793,0.0962002898084068,3,1,False,False,LONG,0.014,0.2626792,0.04313755541667176
31,nyse_20200605T200000Z,PROFITABLE,1.9623419859204825,19,LONG,2326,7,30,-0.001722208405869119,0.0017781646356627157,0.002995730746912062,0.10869849574884777,1,0,True,True,LONG,0.014,0.26974584000000007,-0.27405631230831906
31,nyse_20200605T200000Z,PROFITABLE,1.9623419859204825,19,LONG,2326,7,60,-0.006959297023957589,0.0017781646356627157,0.012683412086545554,0.1866903875020855,1,0,True,True,LONG,0.014,0.26833071999999997,-0.9824560904666646
31,nyse_20200605T200000Z,PROFITABLE,1.9623419859204825,19,LONG,2326,7,120,-0.005882657713669914,0.0017781646356627157,0.012683412086545554,0.08951293735513606,1,0,True,True,LONG,0.014,0.26862163999999994,-0.8386737873791729
31,nyse_20200626T200000Z,PERSISTENT_LOSS,-2.1302833651254987,103,LONG,1147,3,30,0.00048042119118130167,0.0036163211582755928,5.4842601733051666e-05,0.04424242424241697,1,0,True,False,LONG,0.011,0.20067035999999996,0.017465958102074533
31,nyse_20200626T200000Z,PERSISTENT_LOSS,-2.1302833651254987,103,LONG,1147,3,60,0.0031490621915102324,0.0038839530547329915,0.001545464516836681,0.14328492289264758,2,1,False,False,FLAT,0.0,0.0,0.299515189118762
31,nyse_20200626T200000Z,PERSISTENT_LOSS,-2.1302833651254987,103,LONG,1147,3,120,0.0007656027201929927,0.004596906877262219,0.001545464516836681,0.021263632486442918,2,1,False,False,FLAT,0.0,0.0,0.299515189118762
31,nyse_20200702T200000Z,PROFITABLE,2.374832055908985,66,LONG,4674,4,30,0.001639741696603636,0.0022480329711502822,0.0008044431710489963,0.20333424432904496,1,0,True,False,LONG,0.015,0.2726844,0.181512722312488
31,nyse_20200702T200000Z,PROFITABLE,2.374832055908985,66,LONG,4674,4,60,0.0021929341238180466,0.0033422960791660294,0.0008044431710489963,0.1622370781020704,2,1,False,False,FLAT,0.0,0.0,0.352005403375
31,nyse_20200702T200000Z,PROFITABLE,2.374832055908985,66,LONG,4674,4,120,0.0031703876754898275,0.0051980252573116115,0.0008044431710489963,0.12268133555071788,2,1,False,False,FLAT,0.0,0.0,0.352005403375
59,nyse_20200117T210000Z,PROFITABLE,2.7561128007244853,2,LONG,2100,6,30,0.00495499039120717,0.00583270585855411,0.0018430900978860798,0.3136069421722666,2,1,False,False,FLAT,0.0,0.0,0.4608364018750054
59,nyse_20200117T210000Z,PROFITABLE,2.7561128007244853,2,LONG,2100,6,60,0.009931333655499364,0.010889965273485291,0.0018430900978860798,0.2620311341734588,3,1,False,False,SHORT,-0.015,0.26959409999999995,0.1756783776875207
59,nyse_20200117T210000Z,PROFITABLE,2.7561128007244853,2,LONG,2100,6,120,0.005918117350895091,0.010889965273485291,0.0018430900978860798,0.07569354606870748,4,2,False,False,FLAT,0.0,0.0,0.9221449875937554
59,nyse_20200124T210000Z,PERSISTENT_LOSS,-0.8312684367666727,16,LONG,2887,1,30,-0.008283616609932265,0.0011872709373628165,0.009473259717000304,0.437046307884859,1,0,True,True,LONG,0.016,0.26756031999999996,-1.158748166566669
59,nyse_20200124T210000Z,PERSISTENT_LOSS,-0.8312684367666727,16,LONG,2887,1,60,-0.012035202998422645,0.0011872709373628165,0.016543511522814303,0.29727829373334547,1,0,True,True,LONG,0.016,0.26654816,-1.6656603468000188
59,nyse_20200124T210000Z,PERSISTENT_LOSS,-0.8312684367666727,16,LONG,2887,1,120,-0.01333277982706882,0.0011872709373628165,0.018870610003439703,0.1935000774620051,1,0,True,True,LONG,0.016,0.26619808,-1.8423622347666644
59,nyse_20200306T210000Z,PERSISTENT_LOSS,-3.5385886446839,3,LONG,1457,2,30,-0.00034307385404552804,0.0010588157923581143,0.0012977617993291668,0.028013962230369293,1,0,True,True,LONG,0.012,0.21888648,-0.0710884760249904
59,nyse_20200306T210000Z,PERSISTENT_LOSS,-3.5385886446839,3,LONG,1457,2,60,0.0003617072582591252,0.0033068812065677466,0.0012977617993291668,0.014644537143876436,1,0,True,False,LONG,0.012,0.2190408,0.005386536600013099
59,nyse_20200306T210000Z,PERSISTENT_LOSS,-3.5385886446839,3,LONG,1457,2,120,-0.0029890172523401315,0.0033068812065677466,0.004537781967248966,0.06632293212053601,1,0,True,True,LONG,0.012,0.21830712,-0.3628195689500052
59,nyse_20200313T200000Z,PERSISTENT_LOSS,-0.8198881350101305,2,SHORT,41,3,30,-0.0003892023137899159,0.017174891094765332,0.01581089766478616,0.004543181060354039,5,2,False,False,SHORT,-0.02,0.2241352,0.9440284486998937
59,nyse_20200313T200000Z,PERSISTENT_LOSS,-0.8198881350101305,2,SHORT,41,3,60,0.020554524030564902,0.025208883810611926,0.01581089766478616,0.15686354656311718,8,3,False,False,LONG,0.048,0.0,-0.8198881350101305
59,nyse_20200313T200000Z,PERSISTENT_LOSS,-0.8198881350101305,2,SHORT,41,3,120,0.020554524030564902,0.025208883810611926,0.01581089766478616,0.15686354656311718,8,3,False,False,LONG,0.048,0.0,-0.8198881350101305
59,nyse_20200320T200000Z,PROFITABLE,0.27100124093216627,1,SHORT,190,9,30,0.0010884706339694405,0.016299523794097603,0.007807185201982536,0.016797480377943853,8,4,False,False,FLAT,0.0,0.0,2.1570365400628635
59,nyse_20200320T200000Z,PROFITABLE,0.27100124093216627,1,SHORT,190,9,60,-0.005256082153616948,0.016299523794097603,0.010322653795069359,0.047682021894056126,13,6,False,False,SHORT,-0.022,0.273075,2.48287144266512
59,nyse_20200320T200000Z,PROFITABLE,0.27100124093216627,1,SHORT,190,9,120,0.006683080112734441,0.01838251967993776,0.010322653795069359,0.029487014564841568,18,9,False,False,FLAT,0.0,0.0,4.85205240399879
59,nyse_20200409T200000Z,PERSISTENT_LOSS,-4.401534157561035,1,LONG,360,0,30,-0.00034968391316869685,0.0018828078932571213,0.0030580201033967302,0.02648800249298999,1,0,True,True,LONG,0.016,0.23327199999999998,-0.07653179363333625
59,nyse_20200409T200000Z,PERSISTENT_LOSS,-4.401534157561035,1,LONG,360,0,60,-0.0016058033816491735,0.0018828078932571213,0.0030580201033967302,0.06040753159659396,1,0,True,True,LONG,0.016,0.23297888,-0.22382032440000058
59,nyse_20200409T200000Z,PERSISTENT_LOSS,-4.401534157561035,1,LONG,360,0,120,-0.0009640305527748305,0.0018828078932571213,0.006191462227280953,0.018178997181349705,1,0,True,True,LONG,0.016,0.23312864000000003,-0.15039488909999593
59,nyse_20200424T200000Z,PERSISTENT_LOSS,-1.1488233700807393,64,LONG,2876,3,30,0.00030625618530510934,0.0019498756252172011,0.002809800197929646,0.016621906075342318,1,0,True,False,LONG,0.018,0.26926883999999995,7.310624993428494e-07
59,nyse_20200424T200000Z,PERSISTENT_LOSS,-1.1488233700807393,64,LONG,2876,3,60,-0.0025557011795543927,0.0019498756252172011,0.005937892850455984,0.07328296966675452,1,0,True,True,LONG,0.018,0.26849843999999995,-0.38603913108749405
59,nyse_20200424T200000Z,PERSISTENT_LOSS,-1.1488233700807393,64,LONG,2876,3,120,-2.1397812073664646e-05,0.002621231979030192,0.005937892850455984,0.0003734652910691699,1,0,True,True,LONG,0.018,0.26918063999999997,-0.04662313691249737
59,nyse_20200501T200000Z,PROFITABLE,1.3226693038924702,25,SHORT,1510,6,30,0.007248236048749135,0.009186050437189786,0.0014291662446688225,0.28115587760268806,3,1,False,False,LONG,0.013,0.22936914,0.2231521900166471
59,nyse_20200501T200000Z,PROFITABLE,1.3226693038924702,25,SHORT,1510,6,60,0.00797632310410401,0.013469047860189098,0.0014291662446688225,0.16727238400905892,3,1,False,False,LONG,0.013,0.22920092,0.13832624827498896
59,nyse_20200501T200000Z,PROFITABLE,1.3226693038924702,25,SHORT,1510,6,120,0.008721290075734522,0.013469047860189098,0.0014291662446688225,0.11098063924848153,3,1,False,False,LONG,0.013,0.22902879999999995,0.0508321700124785
59,nyse_20200529T200000Z,PERSISTENT_LOSS,-0.5371616308267457,17,SHORT,1406,3,30,-0.000879183811988149,0.0008579731048233841,0.0020415305646290793,0.09165284687671812,1,0,True,True,SHORT,-0.014,0.26424972,-0.15483731832915343
59,nyse_20200529T200000Z,PERSISTENT_LOSS,-0.5371616308267457,17,SHORT,1406,3,60,0.005217833962584351,0.005217833962584351,0.0020415305646290793,0.2199570815450745,3,1,False,False,LONG,0.014,0.26264,0.025424624925010186
59,nyse_20200529T200000Z,PERSISTENT_LOSS,-0.5371616308267457,17,SHORT,1406,3,120,0.006323972341237938,0.008399440037330952,0.0020415305646290793,0.12536528960370197,3,1,False,False,LONG,0.014,0.26234796,-0.1222356322249939
59,nyse_20200605T200000Z,PROFITABLE,1.9620604810079825,19,LONG,2326,7,30,-0.001722208405869119,0.0017781646356627157,0.002995730746912062,0.10869849574884777,1,0,True,True,LONG,0.014,0.26974584000000007,-0.27405631230831906
59,nyse_20200605T200000Z,PROFITABLE,1.9620604810079825,19,LONG,2326,7,60,-0.006959297023957589,0.0017781646356627157,0.012683412086545554,0.1866903875020855,1,0,True,True,LONG,0.014,0.26833071999999997,-0.9824560904666646
59,nyse_20200605T200000Z,PROFITABLE,1.9620604810079825,19,LONG,2326,7,120,-0.005882657713669914,0.0017781646356627157,0.012683412086545554,0.08951293735513606,1,0,True,True,LONG,0.014,0.26862163999999994,-0.8386737873791729
59,nyse_20200626T200000Z,PERSISTENT_LOSS,-1.5020496864483837,104,LONG,1146,5,30,0.0005769441702314637,0.0036163211582755928,5.4842601733051666e-05,0.054249174917493474,1,0,True,False,LONG,0.011,0.20068972,0.027145950402085735
59,nyse_20200626T200000Z,PERSISTENT_LOSS,-1.5020496864483837,104,LONG,1146,5,60,0.0028847208511570965,0.0038839530547329915,0.001545464516836681,0.13159211448013447,2,1,False,False,FLAT,0.0,0.0,0.2995360865979287
59,nyse_20200626T200000Z,PERSISTENT_LOSS,-1.5020496864483837,104,LONG,1146,5,120,0.000766699572227747,0.004596906877262219,0.001545464516836681,0.021484555094513386,2,1,False,False,FLAT,0.0,0.0,0.2995360865979287
59,nyse_20200702T200000Z,PROFITABLE,1.5589066939673286,63,LONG,4677,4,30,0.0020507790977011275,0.002103673991140198,0.0009675357591519829,0.2197425906246245,1,0,True,False,LONG,0.015,0.2727963,0.2374629089687314
