inventory_drag,inventory_tail_reduction,profile_id
960.2465654980736,0.0,CONTROL
275.9933148289409,0.7125807842012066,D2-R3
831.251147226608,0.13433572470478605,S0
831.251147226608,0.13433572470478605,S1
829.405427226608,0.1362578560263833,S2
826.636847226608,0.1391410530087791,S3
