confirmation_horizon_minutes,defense_efficiency_ratio_unique,directional_pass,early_defense_profile,event_f1,event_precision,event_recall,execution_stress_net_pnl,false_breakout_defense_cost_unique,grid_edge_retention,inventory_drag,inventory_tail_reduction,maker_promo_off_net_pnl,max_drawdown,mean_net_pnl,net_defense_value_unique,net_pnl,paired_grid_pnl,pre_confirmation_tail_fraction_unique,profile_id,runs,seed_improvement_count,tail_saved_before_confirmation_unique,true_breakout_loss_avoided_unique,unique_event_count,worst_window_pnl
10,2.3830014638193804,True,S2,0.4,0.3333333333333333,0.5,-101.56772291692253,0.7657704699999953,0.9828587223240721,805.9797258371075,0.16065336258812746,-55.84357311244405,7.4935291285890075,-0.791556111078537,1.0590616809596485,-185.22412999237764,733.7091505993753,0.11742051701949932,S2-C1-10m,234,6,0.1136000000000013,1.8248321509596437,12,-5.772863088506712
20,4.155447233603652,True,S2,1.0,1.0,1.0,-111.84226458278663,1.5191889450000011,0.9835420527795729,829.405427226608,0.1362578560263833,-66.71271235680356,7.4935291285890075,-0.9293939153468784,4.793720553821503,-217.47817619116955,734.2192603401717,0.10598855471108509,S2-C1-20m,234,6,0.10253999999999953,6.312909498821504,12,-6.019763088506713
30,1.252282681268953,True,S2,0.6666666666666666,1.0,0.5,-137.42773438090416,1.7575689450000018,0.9835420527795729,905.5230368133641,0.056989038702080386,-92.76689217818347,7.4935291285890075,-1.262219939777086,0.44340420595964547,-295.3594659078381,734.2192603401717,0.020259173711110946,S2-C1-30m,234,6,0.019600000000000367,2.2009731509596473,12,-5.998013088506712
10,1.0420754673183765,True,S3,0.4,0.3333333333333333,0.5,-110.32343114692249,1.9144261749999891,0.9828587223240721,802.9125258371074,0.16384754219803743,-62.68821279244399,7.587901377339008,-0.8842080776169979,0.08055037595965642,-206.9046901623775,733.7091505993753,0.11742051701949932,S3-C1-10m,234,6,0.2840000000000032,1.9949765509596455,12,-5.94420188225671
20,1.702623109549155,True,S3,1.0,1.0,1.0,-127.58619581528664,3.7979723625000017,0.9835420527795729,826.636847226608,0.1391410530087791,-80.31888157680358,7.587901377339008,-1.1093134233276478,2.668543151321502,-259.57934105866957,734.2192603401717,0.10598855471108509,S3-C1-20m,234,6,0.25634999999999875,6.466515513821504,12,-6.561451882256711
30,0.5075940963350707,False,S3,0.6666666666666666,1.0,0.5,-156.51562864090417,4.393922362500003,0.9835420527795729,904.9938368133642,0.05754014715590272,-109.54314633818348,7.587901377339008,-1.48322740362324,-2.1635933115403554,-347.07521244783817,734.2192603401717,0.020259173711110946,S3-C1-30m,234,0,0.04900000000000091,2.230329050959648,12,-6.50707688225671
