blocked_adverse_add_opportunity_cost,early_flatten_fee,early_flatten_slippage,false_breakout_defense_cost,missed_paired_grid_pnl,profile_id,scenario,seed,suspected_episode_id,symbol,window_key
,,,0.0,,S0,EXECUTION_STRESS,10,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.0,0.0,0.0,0.0,0.0,S1,EXECUTION_STRESS,10,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.0,0.017186737500000004,0.05728912500000001,0.3611258624999989,0.0,S2,EXECUTION_STRESS,10,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.0,0.04296684375000001,0.14322281250000002,0.9028146562499968,0.0,S3,EXECUTION_STRESS,10,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
,,,0.0,,D2-R3,EXECUTION_STRESS,17,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
,,,0.0,,S0,EXECUTION_STRESS,17,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.0,0.0,0.0,0.0,0.0,S1,EXECUTION_STRESS,17,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.0,0.017186737500000004,0.05728912500000001,0.3611258624999989,0.0,S2,EXECUTION_STRESS,17,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.0,0.04296684375000001,0.14322281250000002,0.9028146562499968,0.0,S3,EXECUTION_STRESS,17,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
,,,0.0,,D2-R3,EXECUTION_STRESS,31,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
,,,0.0,,S0,EXECUTION_STRESS,31,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.0,0.0,0.0,0.0,0.0,S1,EXECUTION_STRESS,31,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.0,0.017186737500000004,0.05728912500000001,0.3611258624999989,0.0,S2,EXECUTION_STRESS,31,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.0,0.04296684375000001,0.14322281250000002,0.9028146562499968,0.0,S3,EXECUTION_STRESS,31,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
,,,0.0,,D2-R3,EXECUTION_STRESS,59,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
,,,0.0,,S0,EXECUTION_STRESS,59,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.0,0.0,0.0,0.0,0.0,S1,EXECUTION_STRESS,59,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.0,0.017186737500000004,0.05728912500000001,0.3611258624999989,0.0,S2,EXECUTION_STRESS,59,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.0,0.04296684375000001,0.14322281250000002,0.9028146562499968,0.0,S3,EXECUTION_STRESS,59,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
,,,0.0,,D2-R3,EXECUTION_STRESS,97,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
,,,0.0,,S0,EXECUTION_STRESS,97,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.0,0.0,0.0,0.0,0.0,S1,EXECUTION_STRESS,97,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.0,0.017186737500000004,0.05728912500000001,0.3611258624999989,0.0,S2,EXECUTION_STRESS,97,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.0,0.04296684375000001,0.14322281250000002,0.9028146562499968,0.0,S3,EXECUTION_STRESS,97,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
,,,0.0,,D2-R3,MAKER_PROMO_OFF,3,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
,,,0.0,,S0,MAKER_PROMO_OFF,3,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.0,0.0,0.0,0.0,0.0,S1,MAKER_PROMO_OFF,3,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.0,0.011457825000000003,0.03437347500000001,0.33248129999999865,0.0,S2,MAKER_PROMO_OFF,3,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.0,0.02864456250000001,0.08593368750000002,0.8312032499999962,0.0,S3,MAKER_PROMO_OFF,3,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
,,,0.0,,D2-R3,MAKER_PROMO_OFF,10,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
,,,0.0,,S0,MAKER_PROMO_OFF,10,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.0,0.0,0.0,0.0,0.0,S1,MAKER_PROMO_OFF,10,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.0,0.011457825000000003,0.03437347500000001,0.33248129999999865,0.0,S2,MAKER_PROMO_OFF,10,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.0,0.02864456250000001,0.08593368750000002,0.8312032499999962,0.0,S3,MAKER_PROMO_OFF,10,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
,,,0.0,,D2-R3,MAKER_PROMO_OFF,17,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
,,,0.0,,S0,MAKER_PROMO_OFF,17,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.0,0.0,0.0,0.0,0.0,S1,MAKER_PROMO_OFF,17,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.0,0.011457825000000003,0.03437347500000001,0.33248129999999865,0.0,S2,MAKER_PROMO_OFF,17,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.0,0.02864456250000001,0.08593368750000002,0.8312032499999962,0.0,S3,MAKER_PROMO_OFF,17,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
,,,0.0,,D2-R3,MAKER_PROMO_OFF,31,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
,,,0.0,,S0,MAKER_PROMO_OFF,31,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.0,0.0,0.0,0.0,0.0,S1,MAKER_PROMO_OFF,31,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.0,0.011457825000000003,0.03437347500000001,0.33248129999999865,0.0,S2,MAKER_PROMO_OFF,31,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.0,0.02864456250000001,0.08593368750000002,0.8312032499999962,0.0,S3,MAKER_PROMO_OFF,31,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
,,,0.0,,D2-R3,MAKER_PROMO_OFF,59,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
,,,0.0,,S0,MAKER_PROMO_OFF,59,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.0,0.0,0.0,0.0,0.0,S1,MAKER_PROMO_OFF,59,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.0,0.011457825000000003,0.03437347500000001,0.33248129999999865,0.0,S2,MAKER_PROMO_OFF,59,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.0,0.02864456250000001,0.08593368750000002,0.8312032499999962,0.0,S3,MAKER_PROMO_OFF,59,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
,,,0.0,,D2-R3,MAKER_PROMO_OFF,97,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
,,,0.0,,S0,MAKER_PROMO_OFF,97,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.0,0.0,0.0,0.0,0.0,S1,MAKER_PROMO_OFF,97,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.0,0.011457825000000003,0.03437347500000001,0.33248129999999865,0.0,S2,MAKER_PROMO_OFF,97,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.0,0.02864456250000001,0.08593368750000002,0.8312032499999962,0.0,S3,MAKER_PROMO_OFF,97,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
,,,0.0,,D2-R3,PRIMARY_ZERO_MAKER,3,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
,,,0.0,,S0,PRIMARY_ZERO_MAKER,3,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,0.0,S1,PRIMARY_ZERO_MAKER,3,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.011331700000000004,0.022663400000000007,0.2605951000000033,0.0,S2,PRIMARY_ZERO_MAKER,3,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.028329250000000004,0.0566585,0.6514877500000074,0.0,S3,PRIMARY_ZERO_MAKER,3,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
,,,0.0,,D2-R3,PRIMARY_ZERO_MAKER,10,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
,,,0.0,,S0,PRIMARY_ZERO_MAKER,10,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,0.0,S1,PRIMARY_ZERO_MAKER,10,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.011331700000000004,0.022663400000000007,0.2605951000000033,0.0,S2,PRIMARY_ZERO_MAKER,10,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.028329250000000004,0.0566585,0.6514877500000074,0.0,S3,PRIMARY_ZERO_MAKER,10,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
,,,0.0,,D2-R3,PRIMARY_ZERO_MAKER,17,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
,,,0.0,,S0,PRIMARY_ZERO_MAKER,17,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,0.0,S1,PRIMARY_ZERO_MAKER,17,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.011331700000000004,0.022663400000000007,0.2605951000000033,0.0,S2,PRIMARY_ZERO_MAKER,17,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.028329250000000004,0.0566585,0.6514877500000074,0.0,S3,PRIMARY_ZERO_MAKER,17,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
,,,0.0,,D2-R3,PRIMARY_ZERO_MAKER,31,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
,,,0.0,,S0,PRIMARY_ZERO_MAKER,31,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,0.0,S1,PRIMARY_ZERO_MAKER,31,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.011331700000000004,0.022663400000000007,0.2605951000000033,0.0,S2,PRIMARY_ZERO_MAKER,31,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.028329250000000004,0.0566585,0.6514877500000074,0.0,S3,PRIMARY_ZERO_MAKER,31,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
,,,0.0,,D2-R3,PRIMARY_ZERO_MAKER,59,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
,,,0.0,,S0,PRIMARY_ZERO_MAKER,59,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,0.0,S1,PRIMARY_ZERO_MAKER,59,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.011331700000000004,0.022663400000000007,0.26059510000000286,0.0,S2,PRIMARY_ZERO_MAKER,59,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.028329250000000004,0.0566585,0.6514877500000082,0.0,S3,PRIMARY_ZERO_MAKER,59,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
,,,0.0,,D2-R3,PRIMARY_ZERO_MAKER,97,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
,,,0.0,,S0,PRIMARY_ZERO_MAKER,97,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,0.0,S1,PRIMARY_ZERO_MAKER,97,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.011331700000000004,0.022663400000000007,0.26059510000000286,0.0,S2,PRIMARY_ZERO_MAKER,97,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.028329250000000004,0.0566585,0.6514877500000078,0.0,S3,PRIMARY_ZERO_MAKER,97,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
,,,0.0,,D2-R3,EXECUTION_STRESS,3,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
,,,0.0,,S0,EXECUTION_STRESS,3,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,0.0,S1,EXECUTION_STRESS,3,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.016997550000000004,0.056658500000000014,0.3002560500000033,0.0,S2,EXECUTION_STRESS,3,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.042493875,0.14164625,0.7506401250000077,0.0,S3,EXECUTION_STRESS,3,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
,,,0.0,,D2-R3,EXECUTION_STRESS,10,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
,,,0.0,,S0,EXECUTION_STRESS,10,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,0.0,S1,EXECUTION_STRESS,10,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.016997550000000004,0.056658500000000014,0.3002560500000033,0.0,S2,EXECUTION_STRESS,10,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.042493875,0.14164625,0.7506401250000079,0.0,S3,EXECUTION_STRESS,10,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
,,,0.0,,D2-R3,EXECUTION_STRESS,17,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
,,,0.0,,S0,EXECUTION_STRESS,17,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,0.0,S1,EXECUTION_STRESS,17,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.016997550000000004,0.056658500000000014,0.3002560500000033,0.0,S2,EXECUTION_STRESS,17,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.042493875,0.14164625,0.7506401250000079,0.0,S3,EXECUTION_STRESS,17,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
,,,0.0,,D2-R3,EXECUTION_STRESS,31,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
,,,0.0,,S0,EXECUTION_STRESS,31,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,0.0,S1,EXECUTION_STRESS,31,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.016997550000000004,0.056658500000000014,0.3002560500000033,0.0,S2,EXECUTION_STRESS,31,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.042493875,0.14164625,0.7506401250000077,0.0,S3,EXECUTION_STRESS,31,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
,,,0.0,,D2-R3,EXECUTION_STRESS,59,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
,,,0.0,,S0,EXECUTION_STRESS,59,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,0.0,S1,EXECUTION_STRESS,59,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.016997550000000004,0.056658500000000014,0.3002560500000033,0.0,S2,EXECUTION_STRESS,59,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.042493875,0.14164625,0.7506401250000077,0.0,S3,EXECUTION_STRESS,59,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
,,,0.0,,D2-R3,EXECUTION_STRESS,97,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
,,,0.0,,S0,EXECUTION_STRESS,97,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,0.0,S1,EXECUTION_STRESS,97,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.016997550000000004,0.056658500000000014,0.3002560500000033,0.0,S2,EXECUTION_STRESS,97,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.042493875,0.14164625,0.7506401250000079,0.0,S3,EXECUTION_STRESS,97,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
,,,0.0,,D2-R3,MAKER_PROMO_OFF,3,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
,,,0.0,,S0,MAKER_PROMO_OFF,3,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,0.0,S1,MAKER_PROMO_OFF,3,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.011331700000000004,0.03399510000000001,0.2719268000000028,0.0,S2,MAKER_PROMO_OFF,3,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.028329250000000004,0.08498775,0.6798170000000079,0.0,S3,MAKER_PROMO_OFF,3,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
,,,0.0,,D2-R3,MAKER_PROMO_OFF,10,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
,,,0.0,,S0,MAKER_PROMO_OFF,10,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,0.0,S1,MAKER_PROMO_OFF,10,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.011331700000000004,0.03399510000000001,0.2719268000000028,0.0,S2,MAKER_PROMO_OFF,10,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.028329250000000004,0.08498775,0.6798170000000079,0.0,S3,MAKER_PROMO_OFF,10,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
,,,0.0,,D2-R3,MAKER_PROMO_OFF,17,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
,,,0.0,,S0,MAKER_PROMO_OFF,17,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,0.0,S1,MAKER_PROMO_OFF,17,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.011331700000000004,0.03399510000000001,0.2719268000000037,0.0,S2,MAKER_PROMO_OFF,17,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.028329250000000004,0.08498775,0.679817000000007,0.0,S3,MAKER_PROMO_OFF,17,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
,,,0.0,,D2-R3,MAKER_PROMO_OFF,31,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
,,,0.0,,S0,MAKER_PROMO_OFF,31,D2-26e2b0070e7b30d2,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
