grid_edge_retention,paired_grid_pnl,profile_id
1.0,746.5052035804733,CONTROL
0.9391696508529289,701.0950314065677,D2-R3
0.9835420527795729,734.2192603401717,S0
0.9835420527795729,734.2192603401717,S1
0.9835420527795729,734.2192603401717,S2
0.9835420527795729,734.2192603401717,S3
