adverse_inventory_qty,classification,gross_inventory_qty,inventory_drag,inventory_loss_before_confirmation,max_drawdown,net_inventory_qty,profile_id,scenario,seed,suspected_episode_id,symbol,tail_saved_before_confirmation,window_key
0.31,FALSE_BREAKOUT,0.31,5.059296850583735,0.0,5.745139183142074,-0.31,S1,PRIMARY_ZERO_MAKER,59,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,5.059296850583735,0.0,5.782620043142074,-0.31,S2,PRIMARY_ZERO_MAKER,59,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,5.059296850583735,0.0,5.838841333142074,-0.31,S3,PRIMARY_ZERO_MAKER,59,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,0.6911986954563324,0.0,3.0182592212303976,-0.31,D2-R3,PRIMARY_ZERO_MAKER,97,D2-2a53b8b913c713d1,MUUSDT,,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,3.455993477281663,0.0,4.218992289345726,-0.31,S0,PRIMARY_ZERO_MAKER,97,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,3.455993477281663,0.0,4.218992289345726,-0.31,S1,PRIMARY_ZERO_MAKER,97,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,3.455993477281663,0.0,4.256473149345726,-0.31,S2,PRIMARY_ZERO_MAKER,97,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,3.455993477281663,0.0,4.3126944393457265,-0.31,S3,PRIMARY_ZERO_MAKER,97,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,1.0118593701167466,0.0,4.549918043757188,-0.31,D2-R3,EXECUTION_STRESS,3,D2-2a53b8b913c713d1,MUUSDT,,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,5.059296850583735,0.0,6.179440932033258,-0.31,S0,EXECUTION_STRESS,3,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,5.059296850583735,0.0,6.179440932033258,-0.31,S1,EXECUTION_STRESS,3,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,5.059296850583735,0.0,6.260649462033259,-0.31,S2,EXECUTION_STRESS,3,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,5.059296850583735,0.0,6.382462257033258,-0.31,S3,EXECUTION_STRESS,3,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,0.6911986954563324,0.0,3.4750854841417755,-0.31,D2-R3,EXECUTION_STRESS,10,D2-2a53b8b913c713d1,MUUSDT,,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,3.455993477281663,0.0,4.463287023097017,-0.31,S0,EXECUTION_STRESS,10,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,3.455993477281663,0.0,4.463287023097017,-0.31,S1,EXECUTION_STRESS,10,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,3.455993477281663,0.0,4.5444955530970175,-0.31,S2,EXECUTION_STRESS,10,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,3.455993477281663,0.0,4.666308348097017,-0.31,S3,EXECUTION_STRESS,10,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,0.6911986954563324,0.0,3.4750854841417764,-0.31,D2-R3,EXECUTION_STRESS,17,D2-2a53b8b913c713d1,MUUSDT,,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,3.455993477281663,0.0,4.463287023097018,-0.31,S0,EXECUTION_STRESS,17,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,3.455993477281663,0.0,4.463287023097018,-0.31,S1,EXECUTION_STRESS,17,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,3.455993477281663,0.0,4.544495553097018,-0.31,S2,EXECUTION_STRESS,17,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,3.455993477281663,0.0,4.666308348097018,-0.31,S3,EXECUTION_STRESS,17,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,0.6911986954563324,0.0,3.4750854841417755,-0.31,D2-R3,EXECUTION_STRESS,31,D2-2a53b8b913c713d1,MUUSDT,,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,3.455993477281663,0.0,4.463287023097017,-0.31,S0,EXECUTION_STRESS,31,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,3.455993477281663,0.0,4.463287023097017,-0.31,S1,EXECUTION_STRESS,31,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,3.455993477281663,0.0,4.5444955530970175,-0.31,S2,EXECUTION_STRESS,31,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,3.455993477281663,0.0,4.666308348097017,-0.31,S3,EXECUTION_STRESS,31,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,0.6911986954563324,0.0,3.4750854841417755,-0.31,D2-R3,EXECUTION_STRESS,59,D2-2a53b8b913c713d1,MUUSDT,,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,3.455993477281663,0.0,4.463287023097017,-0.31,S0,EXECUTION_STRESS,59,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,3.455993477281663,0.0,4.463287023097017,-0.31,S1,EXECUTION_STRESS,59,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,3.455993477281663,0.0,4.5444955530970175,-0.31,S2,EXECUTION_STRESS,59,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,3.455993477281663,0.0,4.666308348097017,-0.31,S3,EXECUTION_STRESS,59,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,0.6911986954563324,0.0,3.4750854841417755,-0.31,D2-R3,EXECUTION_STRESS,97,D2-2a53b8b913c713d1,MUUSDT,,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,3.455993477281663,0.0,4.463287023097017,-0.31,S0,EXECUTION_STRESS,97,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,3.455993477281663,0.0,4.463287023097017,-0.31,S1,EXECUTION_STRESS,97,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,3.455993477281663,0.0,4.5444955530970175,-0.31,S2,EXECUTION_STRESS,97,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,3.455993477281663,0.0,4.666308348097017,-0.31,S3,EXECUTION_STRESS,97,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,1.0118593701167466,0.0,4.109188695441548,-0.31,D2-R3,MAKER_PROMO_OFF,3,D2-2a53b8b913c713d1,MUUSDT,,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,5.059296850583735,0.0,5.890567350051956,-0.31,S0,MAKER_PROMO_OFF,3,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,5.059296850583735,0.0,5.890567350051956,-0.31,S1,MAKER_PROMO_OFF,3,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,5.059296850583735,0.0,5.940541830051956,-0.31,S2,MAKER_PROMO_OFF,3,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,5.059296850583735,0.0,6.015503550051957,-0.31,S3,MAKER_PROMO_OFF,3,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,0.6911986954563324,0.0,3.1487135526431898,-0.31,D2-R3,MAKER_PROMO_OFF,10,D2-2a53b8b913c713d1,MUUSDT,,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,3.455993477281663,0.0,4.288770857932768,-0.31,S0,MAKER_PROMO_OFF,10,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,3.455993477281663,0.0,4.288770857932768,-0.31,S1,MAKER_PROMO_OFF,10,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,3.455993477281663,0.0,4.338745337932767,-0.31,S2,MAKER_PROMO_OFF,10,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,3.455993477281663,0.0,4.413707057932768,-0.31,S3,MAKER_PROMO_OFF,10,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,1.0118593701167466,0.0,4.1091886954415475,-0.31,D2-R3,MAKER_PROMO_OFF,17,D2-2a53b8b913c713d1,MUUSDT,,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,5.059296850583735,0.0,5.890567350051955,-0.31,S0,MAKER_PROMO_OFF,17,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,5.059296850583735,0.0,5.890567350051955,-0.31,S1,MAKER_PROMO_OFF,17,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,5.059296850583735,0.0,5.940541830051955,-0.31,S2,MAKER_PROMO_OFF,17,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,5.059296850583735,0.0,6.015503550051956,-0.31,S3,MAKER_PROMO_OFF,17,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,0.6911986954563324,0.0,3.1487135526431898,-0.31,D2-R3,MAKER_PROMO_OFF,31,D2-2a53b8b913c713d1,MUUSDT,,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,3.455993477281663,0.0,4.288770857932768,-0.31,S0,MAKER_PROMO_OFF,31,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,3.455993477281663,0.0,4.288770857932768,-0.31,S1,MAKER_PROMO_OFF,31,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,3.455993477281663,0.0,4.338745337932767,-0.31,S2,MAKER_PROMO_OFF,31,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,3.455993477281663,0.0,4.413707057932768,-0.31,S3,MAKER_PROMO_OFF,31,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,1.0118593701167466,0.0,4.109188695441548,-0.31,D2-R3,MAKER_PROMO_OFF,59,D2-2a53b8b913c713d1,MUUSDT,,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,5.059296850583735,0.0,5.890567350051956,-0.31,S0,MAKER_PROMO_OFF,59,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,5.059296850583735,0.0,5.890567350051956,-0.31,S1,MAKER_PROMO_OFF,59,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,5.059296850583735,0.0,5.940541830051956,-0.31,S2,MAKER_PROMO_OFF,59,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,5.059296850583735,0.0,6.015503550051957,-0.31,S3,MAKER_PROMO_OFF,59,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,0.6911986954563324,0.0,3.1487135526431898,-0.31,D2-R3,MAKER_PROMO_OFF,97,D2-2a53b8b913c713d1,MUUSDT,,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,3.455993477281663,0.0,4.288770857932768,-0.31,S0,MAKER_PROMO_OFF,97,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,3.455993477281663,0.0,4.288770857932768,-0.31,S1,MAKER_PROMO_OFF,97,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,3.455993477281663,0.0,4.338745337932767,-0.31,S2,MAKER_PROMO_OFF,97,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.31,FALSE_BREAKOUT,0.31,3.455993477281663,0.0,4.413707057932768,-0.31,S3,MAKER_PROMO_OFF,97,D2-2a53b8b913c713d1,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.26,FALSE_BREAKOUT,0.26,1.0779867529503384,0.0,3.9990618047408706,-0.26,D2-R3,PRIMARY_ZERO_MAKER,3,D2-7914871e1abb9850,MUUSDT,,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,FALSE_BREAKOUT,0.26,5.389933764751693,0.0,5.964976610641548,-0.26,S0,PRIMARY_ZERO_MAKER,3,D2-7914871e1abb9850,MUUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,FALSE_BREAKOUT,0.26,5.389933764751693,0.0,5.964976610641548,-0.26,S1,PRIMARY_ZERO_MAKER,3,D2-7914871e1abb9850,MUUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,FALSE_BREAKOUT,0.26,5.389933764751693,0.0,6.002988350641548,-0.26,S2,PRIMARY_ZERO_MAKER,3,D2-7914871e1abb9850,MUUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,FALSE_BREAKOUT,0.26,5.389933764751693,0.0,6.060005960641548,-0.26,S3,PRIMARY_ZERO_MAKER,3,D2-7914871e1abb9850,MUUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,FALSE_BREAKOUT,0.26,1.0779867529503384,0.0,3.859168460621511,-0.26,D2-R3,PRIMARY_ZERO_MAKER,10,D2-7914871e1abb9850,MUUSDT,,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,FALSE_BREAKOUT,0.26,5.389933764751693,0.0,5.8250832665221886,-0.26,S0,PRIMARY_ZERO_MAKER,10,D2-7914871e1abb9850,MUUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,FALSE_BREAKOUT,0.26,5.389933764751693,0.0,5.8250832665221886,-0.26,S1,PRIMARY_ZERO_MAKER,10,D2-7914871e1abb9850,MUUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,FALSE_BREAKOUT,0.26,5.389933764751693,0.0,5.8630950065221885,-0.26,S2,PRIMARY_ZERO_MAKER,10,D2-7914871e1abb9850,MUUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,FALSE_BREAKOUT,0.26,5.389933764751693,0.0,5.9201126165221885,-0.26,S3,PRIMARY_ZERO_MAKER,10,D2-7914871e1abb9850,MUUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,FALSE_BREAKOUT,0.26,1.0779867529503384,0.0,3.859168460621511,-0.26,D2-R3,PRIMARY_ZERO_MAKER,17,D2-7914871e1abb9850,MUUSDT,,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,FALSE_BREAKOUT,0.26,5.389933764751693,0.0,5.8250832665221886,-0.26,S0,PRIMARY_ZERO_MAKER,17,D2-7914871e1abb9850,MUUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,FALSE_BREAKOUT,0.26,5.389933764751693,0.0,5.8250832665221886,-0.26,S1,PRIMARY_ZERO_MAKER,17,D2-7914871e1abb9850,MUUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,FALSE_BREAKOUT,0.26,5.389933764751693,0.0,5.8630950065221885,-0.26,S2,PRIMARY_ZERO_MAKER,17,D2-7914871e1abb9850,MUUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,FALSE_BREAKOUT,0.26,5.389933764751693,0.0,5.9201126165221885,-0.26,S3,PRIMARY_ZERO_MAKER,17,D2-7914871e1abb9850,MUUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,FALSE_BREAKOUT,0.26,1.0779867529503384,0.0,3.9990618047408706,-0.26,D2-R3,PRIMARY_ZERO_MAKER,31,D2-7914871e1abb9850,MUUSDT,,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,FALSE_BREAKOUT,0.26,5.389933764751693,0.0,5.964976610641548,-0.26,S0,PRIMARY_ZERO_MAKER,31,D2-7914871e1abb9850,MUUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,FALSE_BREAKOUT,0.26,5.389933764751693,0.0,5.964976610641548,-0.26,S1,PRIMARY_ZERO_MAKER,31,D2-7914871e1abb9850,MUUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,FALSE_BREAKOUT,0.26,5.389933764751693,0.0,6.002988350641548,-0.26,S2,PRIMARY_ZERO_MAKER,31,D2-7914871e1abb9850,MUUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,FALSE_BREAKOUT,0.26,5.389933764751693,0.0,6.060005960641548,-0.26,S3,PRIMARY_ZERO_MAKER,31,D2-7914871e1abb9850,MUUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,FALSE_BREAKOUT,0.26,1.0779867529503384,0.0,3.859168460621511,-0.26,D2-R3,PRIMARY_ZERO_MAKER,59,D2-7914871e1abb9850,MUUSDT,,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,FALSE_BREAKOUT,0.26,5.389933764751693,0.0,5.8250832665221886,-0.26,S0,PRIMARY_ZERO_MAKER,59,D2-7914871e1abb9850,MUUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,FALSE_BREAKOUT,0.26,5.389933764751693,0.0,5.8250832665221886,-0.26,S1,PRIMARY_ZERO_MAKER,59,D2-7914871e1abb9850,MUUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,FALSE_BREAKOUT,0.26,5.389933764751693,0.0,5.8630950065221885,-0.26,S2,PRIMARY_ZERO_MAKER,59,D2-7914871e1abb9850,MUUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,FALSE_BREAKOUT,0.26,5.389933764751693,0.0,5.9201126165221885,-0.26,S3,PRIMARY_ZERO_MAKER,59,D2-7914871e1abb9850,MUUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,FALSE_BREAKOUT,0.26,1.0779867529503384,0.0,3.859168460621511,-0.26,D2-R3,PRIMARY_ZERO_MAKER,97,D2-7914871e1abb9850,MUUSDT,,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,FALSE_BREAKOUT,0.26,5.389933764751693,0.0,5.8250832665221886,-0.26,S0,PRIMARY_ZERO_MAKER,97,D2-7914871e1abb9850,MUUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,FALSE_BREAKOUT,0.26,5.389933764751693,0.0,5.8250832665221886,-0.26,S1,PRIMARY_ZERO_MAKER,97,D2-7914871e1abb9850,MUUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,FALSE_BREAKOUT,0.26,5.389933764751693,0.0,5.8630950065221885,-0.26,S2,PRIMARY_ZERO_MAKER,97,D2-7914871e1abb9850,MUUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,FALSE_BREAKOUT,0.26,5.389933764751693,0.0,5.9201126165221885,-0.26,S3,PRIMARY_ZERO_MAKER,97,D2-7914871e1abb9850,MUUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,FALSE_BREAKOUT,0.26,1.0779867529503384,0.0,4.702641970757574,-0.26,D2-R3,EXECUTION_STRESS,3,D2-7914871e1abb9850,MUUSDT,,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,FALSE_BREAKOUT,0.26,5.389933764751693,0.0,6.4468216266582505,-0.26,S0,EXECUTION_STRESS,3,D2-7914871e1abb9850,MUUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,FALSE_BREAKOUT,0.26,5.389933764751693,0.0,6.4468216266582505,-0.26,S1,EXECUTION_STRESS,3,D2-7914871e1abb9850,MUUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,FALSE_BREAKOUT,0.26,5.389933764751693,0.0,6.5291803966582505,-0.26,S2,EXECUTION_STRESS,3,D2-7914871e1abb9850,MUUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,FALSE_BREAKOUT,0.26,5.389933764751693,0.0,6.652718551658251,-0.26,S3,EXECUTION_STRESS,3,D2-7914871e1abb9850,MUUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,FALSE_BREAKOUT,0.26,1.0779867529503384,0.0,4.562748626638214,-0.26,D2-R3,EXECUTION_STRESS,10,D2-7914871e1abb9850,MUUSDT,,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,FALSE_BREAKOUT,0.26,5.389933764751693,0.0,6.306928282538891,-0.26,S0,EXECUTION_STRESS,10,D2-7914871e1abb9850,MUUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
