adverse_inventory_qty,classification,gross_inventory_qty,inventory_drag,inventory_loss_before_confirmation,max_drawdown,net_inventory_qty,profile_id,scenario,seed,suspected_episode_id,symbol,tail_saved_before_confirmation,window_key
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.379806223967412,-0.11,S1,PRIMARY_ZERO_MAKER,59,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.408444613967412,-0.11,S2,PRIMARY_ZERO_MAKER,59,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.451402198967412,-0.11,S3,PRIMARY_ZERO_MAKER,59,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,0.9289996274435135,0.0,3.177953737477901,-0.11,D2-R3,PRIMARY_ZERO_MAKER,97,D2-bc8ed57a704b6a79,SNDKUSDT,,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.379806223967412,-0.11,S0,PRIMARY_ZERO_MAKER,97,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.379806223967412,-0.11,S1,PRIMARY_ZERO_MAKER,97,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.408444613967412,-0.11,S2,PRIMARY_ZERO_MAKER,97,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.451402198967412,-0.11,S3,PRIMARY_ZERO_MAKER,97,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,0.9289996274435135,0.0,3.6789659795378378,-0.11,D2-R3,EXECUTION_STRESS,3,D2-bc8ed57a704b6a79,SNDKUSDT,,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.7137611910273485,-0.11,S0,EXECUTION_STRESS,3,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.7137611910273485,-0.11,S1,EXECUTION_STRESS,3,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.775811036027348,-0.11,S2,EXECUTION_STRESS,3,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.868885803527348,-0.11,S3,EXECUTION_STRESS,3,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,0.9289996274435135,0.0,3.6789659795378378,-0.11,D2-R3,EXECUTION_STRESS,10,D2-bc8ed57a704b6a79,SNDKUSDT,,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.7137611910273485,-0.11,S0,EXECUTION_STRESS,10,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.7137611910273485,-0.11,S1,EXECUTION_STRESS,10,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.775811036027348,-0.11,S2,EXECUTION_STRESS,10,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.868885803527348,-0.11,S3,EXECUTION_STRESS,10,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,0.9289996274435135,0.0,3.6789659795378378,-0.11,D2-R3,EXECUTION_STRESS,17,D2-bc8ed57a704b6a79,SNDKUSDT,,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.7137611910273485,-0.11,S0,EXECUTION_STRESS,17,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.7137611910273485,-0.11,S1,EXECUTION_STRESS,17,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.775811036027348,-0.11,S2,EXECUTION_STRESS,17,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.868885803527348,-0.11,S3,EXECUTION_STRESS,17,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,0.9289996274435135,0.0,3.6789659795378378,-0.11,D2-R3,EXECUTION_STRESS,31,D2-bc8ed57a704b6a79,SNDKUSDT,,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.7137611910273485,-0.11,S0,EXECUTION_STRESS,31,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.7137611910273485,-0.11,S1,EXECUTION_STRESS,31,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.775811036027348,-0.11,S2,EXECUTION_STRESS,31,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.868885803527348,-0.11,S3,EXECUTION_STRESS,31,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,0.9289996274435135,0.0,3.6789659795378378,-0.11,D2-R3,EXECUTION_STRESS,59,D2-bc8ed57a704b6a79,SNDKUSDT,,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.7137611910273485,-0.11,S0,EXECUTION_STRESS,59,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.7137611910273485,-0.11,S1,EXECUTION_STRESS,59,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.775811036027348,-0.11,S2,EXECUTION_STRESS,59,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.868885803527348,-0.11,S3,EXECUTION_STRESS,59,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,0.9289996274435135,0.0,3.6789659795378378,-0.11,D2-R3,EXECUTION_STRESS,97,D2-bc8ed57a704b6a79,SNDKUSDT,,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.7137611910273485,-0.11,S0,EXECUTION_STRESS,97,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.7137611910273485,-0.11,S1,EXECUTION_STRESS,97,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.775811036027348,-0.11,S2,EXECUTION_STRESS,97,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.868885803527348,-0.11,S3,EXECUTION_STRESS,97,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,0.9289996274435135,0.0,3.338151352125258,-0.11,D2-R3,MAKER_PROMO_OFF,3,D2-bc8ed57a704b6a79,SNDKUSDT,,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.492273188614769,-0.11,S0,MAKER_PROMO_OFF,3,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.492273188614769,-0.11,S1,MAKER_PROMO_OFF,3,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.53045770861477,-0.11,S2,MAKER_PROMO_OFF,3,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.587734488614769,-0.11,S3,MAKER_PROMO_OFF,3,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,0.9289996274435135,0.0,3.338151352125258,-0.11,D2-R3,MAKER_PROMO_OFF,10,D2-bc8ed57a704b6a79,SNDKUSDT,,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.492273188614769,-0.11,S0,MAKER_PROMO_OFF,10,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.492273188614769,-0.11,S1,MAKER_PROMO_OFF,10,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.53045770861477,-0.11,S2,MAKER_PROMO_OFF,10,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.587734488614769,-0.11,S3,MAKER_PROMO_OFF,10,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,0.9289996274435135,0.0,3.338151352125258,-0.11,D2-R3,MAKER_PROMO_OFF,17,D2-bc8ed57a704b6a79,SNDKUSDT,,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.492273188614769,-0.11,S0,MAKER_PROMO_OFF,17,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.492273188614769,-0.11,S1,MAKER_PROMO_OFF,17,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.53045770861477,-0.11,S2,MAKER_PROMO_OFF,17,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.587734488614769,-0.11,S3,MAKER_PROMO_OFF,17,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,0.9289996274435135,0.0,3.338151352125258,-0.11,D2-R3,MAKER_PROMO_OFF,31,D2-bc8ed57a704b6a79,SNDKUSDT,,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.492273188614769,-0.11,S0,MAKER_PROMO_OFF,31,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.492273188614769,-0.11,S1,MAKER_PROMO_OFF,31,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.53045770861477,-0.11,S2,MAKER_PROMO_OFF,31,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.587734488614769,-0.11,S3,MAKER_PROMO_OFF,31,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,0.9289996274435135,0.0,3.338151352125258,-0.11,D2-R3,MAKER_PROMO_OFF,59,D2-bc8ed57a704b6a79,SNDKUSDT,,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.492273188614769,-0.11,S0,MAKER_PROMO_OFF,59,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.492273188614769,-0.11,S1,MAKER_PROMO_OFF,59,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.53045770861477,-0.11,S2,MAKER_PROMO_OFF,59,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.587734488614769,-0.11,S3,MAKER_PROMO_OFF,59,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,0.9289996274435135,0.0,3.338151352125258,-0.11,D2-R3,MAKER_PROMO_OFF,97,D2-bc8ed57a704b6a79,SNDKUSDT,,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.492273188614769,-0.11,S0,MAKER_PROMO_OFF,97,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.492273188614769,-0.11,S1,MAKER_PROMO_OFF,97,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.53045770861477,-0.11,S2,MAKER_PROMO_OFF,97,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.11,FALSE_BREAKOUT,0.11,3.6190885004225355,0.0,4.587734488614769,-0.11,S3,MAKER_PROMO_OFF,97,D2-bc8ed57a704b6a79,SNDKUSDT,0.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.15000000000000002,FALSE_BREAKOUT,0.15000000000000002,0.9510703010333534,0.0,4.134971615218096,0.15000000000000002,D2-R3,PRIMARY_ZERO_MAKER,3,D2-cb237b14dd2e1af4,SNDKUSDT,,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.15000000000000002,FALSE_BREAKOUT,0.15000000000000002,4.755351505166768,0.0,5.865244842284803,0.15000000000000002,S0,PRIMARY_ZERO_MAKER,3,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.15000000000000002,FALSE_BREAKOUT,0.15000000000000002,4.755351505166768,0.0,5.865244842284803,0.15000000000000002,S1,PRIMARY_ZERO_MAKER,3,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.15000000000000002,FALSE_BREAKOUT,0.15000000000000002,4.755351505166768,0.0,5.899618317284803,0.15000000000000002,S2,PRIMARY_ZERO_MAKER,3,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.15000000000000002,FALSE_BREAKOUT,0.15000000000000002,4.755351505166768,0.0,5.951178529784803,0.15000000000000002,S3,PRIMARY_ZERO_MAKER,3,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.15000000000000002,FALSE_BREAKOUT,0.15000000000000002,0.9510703010333534,0.0,4.134971615218096,0.15000000000000002,D2-R3,PRIMARY_ZERO_MAKER,10,D2-cb237b14dd2e1af4,SNDKUSDT,,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.15000000000000002,FALSE_BREAKOUT,0.15000000000000002,4.755351505166768,0.0,5.865244842284803,0.15000000000000002,S0,PRIMARY_ZERO_MAKER,10,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.15000000000000002,FALSE_BREAKOUT,0.15000000000000002,4.755351505166768,0.0,5.865244842284803,0.15000000000000002,S1,PRIMARY_ZERO_MAKER,10,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.15000000000000002,FALSE_BREAKOUT,0.15000000000000002,4.755351505166768,0.0,5.899618317284803,0.15000000000000002,S2,PRIMARY_ZERO_MAKER,10,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
