adverse_inventory_qty,breakout_direction,c1_confirmation_state,c1_confirmation_time,classification,gross_inventory_qty,long_inventory_qty,net_inventory_qty,scenario,seed,short_inventory_qty,signal_time,suspected_episode_id,symbol,window_key
0.26,UP,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.26,0.0,-0.26,EXECUTION_STRESS,17,0.26,2026-05-30T07:40:59.999000+00:00,D2-7914871e1abb9850,MUUSDT,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,UP,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.26,0.0,-0.26,EXECUTION_STRESS,31,0.26,2026-05-30T07:40:59.999000+00:00,D2-7914871e1abb9850,MUUSDT,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,UP,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.26,0.0,-0.26,EXECUTION_STRESS,59,0.26,2026-05-30T07:40:59.999000+00:00,D2-7914871e1abb9850,MUUSDT,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,UP,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.26,0.0,-0.26,EXECUTION_STRESS,97,0.26,2026-05-30T07:40:59.999000+00:00,D2-7914871e1abb9850,MUUSDT,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,UP,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.26,0.0,-0.26,MAKER_PROMO_OFF,3,0.26,2026-05-30T07:40:59.999000+00:00,D2-7914871e1abb9850,MUUSDT,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,UP,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.26,0.0,-0.26,MAKER_PROMO_OFF,10,0.26,2026-05-30T07:40:59.999000+00:00,D2-7914871e1abb9850,MUUSDT,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,UP,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.26,0.0,-0.26,MAKER_PROMO_OFF,17,0.26,2026-05-30T07:40:59.999000+00:00,D2-7914871e1abb9850,MUUSDT,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,UP,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.26,0.0,-0.26,MAKER_PROMO_OFF,31,0.26,2026-05-30T07:40:59.999000+00:00,D2-7914871e1abb9850,MUUSDT,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,UP,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.26,0.0,-0.26,MAKER_PROMO_OFF,59,0.26,2026-05-30T07:40:59.999000+00:00,D2-7914871e1abb9850,MUUSDT,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.26,UP,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.26,0.0,-0.26,MAKER_PROMO_OFF,97,0.26,2026-05-30T07:40:59.999000+00:00,D2-7914871e1abb9850,MUUSDT,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0.23,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.23,0.23,0.23,PRIMARY_ZERO_MAKER,3,0.0,2026-06-06T03:23:59.999000+00:00,D2-e91166da0fe9e2c3,MUUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.23,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.23,0.23,0.23,PRIMARY_ZERO_MAKER,10,0.0,2026-06-06T03:23:59.999000+00:00,D2-e91166da0fe9e2c3,MUUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.23,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.23,0.23,0.23,PRIMARY_ZERO_MAKER,17,0.0,2026-06-06T03:23:59.999000+00:00,D2-e91166da0fe9e2c3,MUUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.23,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.23,0.23,0.23,PRIMARY_ZERO_MAKER,31,0.0,2026-06-06T03:23:59.999000+00:00,D2-e91166da0fe9e2c3,MUUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.23,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.23,0.23,0.23,PRIMARY_ZERO_MAKER,59,0.0,2026-06-06T03:23:59.999000+00:00,D2-e91166da0fe9e2c3,MUUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.23,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.23,0.23,0.23,PRIMARY_ZERO_MAKER,97,0.0,2026-06-06T03:23:59.999000+00:00,D2-e91166da0fe9e2c3,MUUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.23,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.23,0.23,0.23,EXECUTION_STRESS,3,0.0,2026-06-06T03:23:59.999000+00:00,D2-e91166da0fe9e2c3,MUUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.23,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.23,0.23,0.23,EXECUTION_STRESS,10,0.0,2026-06-06T03:23:59.999000+00:00,D2-e91166da0fe9e2c3,MUUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.23,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.23,0.23,0.23,EXECUTION_STRESS,17,0.0,2026-06-06T03:23:59.999000+00:00,D2-e91166da0fe9e2c3,MUUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.23,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.23,0.23,0.23,EXECUTION_STRESS,31,0.0,2026-06-06T03:23:59.999000+00:00,D2-e91166da0fe9e2c3,MUUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.23,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.23,0.23,0.23,EXECUTION_STRESS,59,0.0,2026-06-06T03:23:59.999000+00:00,D2-e91166da0fe9e2c3,MUUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.23,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.23,0.23,0.23,EXECUTION_STRESS,97,0.0,2026-06-06T03:23:59.999000+00:00,D2-e91166da0fe9e2c3,MUUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.23,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.23,0.23,0.23,MAKER_PROMO_OFF,3,0.0,2026-06-06T03:23:59.999000+00:00,D2-e91166da0fe9e2c3,MUUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.23,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.23,0.23,0.23,MAKER_PROMO_OFF,10,0.0,2026-06-06T03:23:59.999000+00:00,D2-e91166da0fe9e2c3,MUUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.23,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.23,0.23,0.23,MAKER_PROMO_OFF,17,0.0,2026-06-06T03:23:59.999000+00:00,D2-e91166da0fe9e2c3,MUUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.23,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.23,0.23,0.23,MAKER_PROMO_OFF,31,0.0,2026-06-06T03:23:59.999000+00:00,D2-e91166da0fe9e2c3,MUUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.23,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.23,0.23,0.23,MAKER_PROMO_OFF,59,0.0,2026-06-06T03:23:59.999000+00:00,D2-e91166da0fe9e2c3,MUUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.23,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.23,0.23,0.23,MAKER_PROMO_OFF,97,0.0,2026-06-06T03:23:59.999000+00:00,D2-e91166da0fe9e2c3,MUUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0.16999999999999998,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.16999999999999998,0.16999999999999998,0.16999999999999998,PRIMARY_ZERO_MAKER,3,0.0,2026-06-19T04:03:59.999000+00:00,D2-aabb8c8c40d9a340,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.16999999999999998,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.16999999999999998,0.16999999999999998,0.16999999999999998,PRIMARY_ZERO_MAKER,10,0.0,2026-06-19T04:03:59.999000+00:00,D2-aabb8c8c40d9a340,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.16999999999999998,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.16999999999999998,0.16999999999999998,0.16999999999999998,PRIMARY_ZERO_MAKER,17,0.0,2026-06-19T04:03:59.999000+00:00,D2-aabb8c8c40d9a340,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.16999999999999998,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.16999999999999998,0.16999999999999998,0.16999999999999998,PRIMARY_ZERO_MAKER,31,0.0,2026-06-19T04:03:59.999000+00:00,D2-aabb8c8c40d9a340,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.16999999999999998,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.16999999999999998,0.16999999999999998,0.16999999999999998,PRIMARY_ZERO_MAKER,59,0.0,2026-06-19T04:03:59.999000+00:00,D2-aabb8c8c40d9a340,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.16999999999999998,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.16999999999999998,0.16999999999999998,0.16999999999999998,PRIMARY_ZERO_MAKER,97,0.0,2026-06-19T04:03:59.999000+00:00,D2-aabb8c8c40d9a340,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.16999999999999998,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.16999999999999998,0.16999999999999998,0.16999999999999998,EXECUTION_STRESS,3,0.0,2026-06-19T04:03:59.999000+00:00,D2-aabb8c8c40d9a340,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.16999999999999998,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.16999999999999998,0.16999999999999998,0.16999999999999998,EXECUTION_STRESS,10,0.0,2026-06-19T04:03:59.999000+00:00,D2-aabb8c8c40d9a340,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.16999999999999998,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.16999999999999998,0.16999999999999998,0.16999999999999998,EXECUTION_STRESS,17,0.0,2026-06-19T04:03:59.999000+00:00,D2-aabb8c8c40d9a340,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.16999999999999998,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.16999999999999998,0.16999999999999998,0.16999999999999998,EXECUTION_STRESS,31,0.0,2026-06-19T04:03:59.999000+00:00,D2-aabb8c8c40d9a340,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.16999999999999998,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.16999999999999998,0.16999999999999998,0.16999999999999998,EXECUTION_STRESS,59,0.0,2026-06-19T04:03:59.999000+00:00,D2-aabb8c8c40d9a340,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.16999999999999998,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.16999999999999998,0.16999999999999998,0.16999999999999998,EXECUTION_STRESS,97,0.0,2026-06-19T04:03:59.999000+00:00,D2-aabb8c8c40d9a340,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.16999999999999998,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.16999999999999998,0.16999999999999998,0.16999999999999998,MAKER_PROMO_OFF,3,0.0,2026-06-19T04:03:59.999000+00:00,D2-aabb8c8c40d9a340,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.16999999999999998,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.16999999999999998,0.16999999999999998,0.16999999999999998,MAKER_PROMO_OFF,10,0.0,2026-06-19T04:03:59.999000+00:00,D2-aabb8c8c40d9a340,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.16999999999999998,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.16999999999999998,0.16999999999999998,0.16999999999999998,MAKER_PROMO_OFF,17,0.0,2026-06-19T04:03:59.999000+00:00,D2-aabb8c8c40d9a340,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.16999999999999998,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.16999999999999998,0.16999999999999998,0.16999999999999998,MAKER_PROMO_OFF,31,0.0,2026-06-19T04:03:59.999000+00:00,D2-aabb8c8c40d9a340,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.16999999999999998,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.16999999999999998,0.16999999999999998,0.16999999999999998,MAKER_PROMO_OFF,59,0.0,2026-06-19T04:03:59.999000+00:00,D2-aabb8c8c40d9a340,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.16999999999999998,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.16999999999999998,0.16999999999999998,0.16999999999999998,MAKER_PROMO_OFF,97,0.0,2026-06-19T04:03:59.999000+00:00,D2-aabb8c8c40d9a340,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.2,DOWN,BREAKOUT_CONFIRMED,2026-07-13T02:18:59.999000+00:00,TRUE_BREAKOUT,0.2,0.2,0.2,PRIMARY_ZERO_MAKER,3,0.0,2026-07-13T01:58:59.999000+00:00,D2-928e959c7af15629,MUUSDT,US_STOCK:2026-07-10T20:00:00+00:00:2026-07-13T08:00:00+00:00
0.2,DOWN,BREAKOUT_CONFIRMED,2026-07-13T02:18:59.999000+00:00,TRUE_BREAKOUT,0.2,0.2,0.2,PRIMARY_ZERO_MAKER,10,0.0,2026-07-13T01:58:59.999000+00:00,D2-928e959c7af15629,MUUSDT,US_STOCK:2026-07-10T20:00:00+00:00:2026-07-13T08:00:00+00:00
0.2,DOWN,BREAKOUT_CONFIRMED,2026-07-13T02:18:59.999000+00:00,TRUE_BREAKOUT,0.2,0.2,0.2,PRIMARY_ZERO_MAKER,17,0.0,2026-07-13T01:58:59.999000+00:00,D2-928e959c7af15629,MUUSDT,US_STOCK:2026-07-10T20:00:00+00:00:2026-07-13T08:00:00+00:00
0.2,DOWN,BREAKOUT_CONFIRMED,2026-07-13T02:18:59.999000+00:00,TRUE_BREAKOUT,0.2,0.2,0.2,PRIMARY_ZERO_MAKER,31,0.0,2026-07-13T01:58:59.999000+00:00,D2-928e959c7af15629,MUUSDT,US_STOCK:2026-07-10T20:00:00+00:00:2026-07-13T08:00:00+00:00
0.2,DOWN,BREAKOUT_CONFIRMED,2026-07-13T02:18:59.999000+00:00,TRUE_BREAKOUT,0.2,0.2,0.2,PRIMARY_ZERO_MAKER,59,0.0,2026-07-13T01:58:59.999000+00:00,D2-928e959c7af15629,MUUSDT,US_STOCK:2026-07-10T20:00:00+00:00:2026-07-13T08:00:00+00:00
0.2,DOWN,BREAKOUT_CONFIRMED,2026-07-13T02:18:59.999000+00:00,TRUE_BREAKOUT,0.2,0.2,0.2,PRIMARY_ZERO_MAKER,97,0.0,2026-07-13T01:58:59.999000+00:00,D2-928e959c7af15629,MUUSDT,US_STOCK:2026-07-10T20:00:00+00:00:2026-07-13T08:00:00+00:00
0.2,DOWN,BREAKOUT_CONFIRMED,2026-07-13T02:18:59.999000+00:00,TRUE_BREAKOUT,0.2,0.2,0.2,EXECUTION_STRESS,3,0.0,2026-07-13T01:58:59.999000+00:00,D2-928e959c7af15629,MUUSDT,US_STOCK:2026-07-10T20:00:00+00:00:2026-07-13T08:00:00+00:00
0.2,DOWN,BREAKOUT_CONFIRMED,2026-07-13T02:18:59.999000+00:00,TRUE_BREAKOUT,0.2,0.2,0.2,EXECUTION_STRESS,10,0.0,2026-07-13T01:58:59.999000+00:00,D2-928e959c7af15629,MUUSDT,US_STOCK:2026-07-10T20:00:00+00:00:2026-07-13T08:00:00+00:00
0.2,DOWN,BREAKOUT_CONFIRMED,2026-07-13T02:18:59.999000+00:00,TRUE_BREAKOUT,0.2,0.2,0.2,EXECUTION_STRESS,17,0.0,2026-07-13T01:58:59.999000+00:00,D2-928e959c7af15629,MUUSDT,US_STOCK:2026-07-10T20:00:00+00:00:2026-07-13T08:00:00+00:00
0.2,DOWN,BREAKOUT_CONFIRMED,2026-07-13T02:18:59.999000+00:00,TRUE_BREAKOUT,0.2,0.2,0.2,EXECUTION_STRESS,31,0.0,2026-07-13T01:58:59.999000+00:00,D2-928e959c7af15629,MUUSDT,US_STOCK:2026-07-10T20:00:00+00:00:2026-07-13T08:00:00+00:00
0.2,DOWN,BREAKOUT_CONFIRMED,2026-07-13T02:18:59.999000+00:00,TRUE_BREAKOUT,0.2,0.2,0.2,EXECUTION_STRESS,59,0.0,2026-07-13T01:58:59.999000+00:00,D2-928e959c7af15629,MUUSDT,US_STOCK:2026-07-10T20:00:00+00:00:2026-07-13T08:00:00+00:00
0.2,DOWN,BREAKOUT_CONFIRMED,2026-07-13T02:18:59.999000+00:00,TRUE_BREAKOUT,0.2,0.2,0.2,EXECUTION_STRESS,97,0.0,2026-07-13T01:58:59.999000+00:00,D2-928e959c7af15629,MUUSDT,US_STOCK:2026-07-10T20:00:00+00:00:2026-07-13T08:00:00+00:00
0.2,DOWN,BREAKOUT_CONFIRMED,2026-07-13T02:18:59.999000+00:00,TRUE_BREAKOUT,0.2,0.2,0.2,MAKER_PROMO_OFF,3,0.0,2026-07-13T01:58:59.999000+00:00,D2-928e959c7af15629,MUUSDT,US_STOCK:2026-07-10T20:00:00+00:00:2026-07-13T08:00:00+00:00
0.2,DOWN,BREAKOUT_CONFIRMED,2026-07-13T02:18:59.999000+00:00,TRUE_BREAKOUT,0.2,0.2,0.2,MAKER_PROMO_OFF,10,0.0,2026-07-13T01:58:59.999000+00:00,D2-928e959c7af15629,MUUSDT,US_STOCK:2026-07-10T20:00:00+00:00:2026-07-13T08:00:00+00:00
0.2,DOWN,BREAKOUT_CONFIRMED,2026-07-13T02:18:59.999000+00:00,TRUE_BREAKOUT,0.2,0.2,0.2,MAKER_PROMO_OFF,17,0.0,2026-07-13T01:58:59.999000+00:00,D2-928e959c7af15629,MUUSDT,US_STOCK:2026-07-10T20:00:00+00:00:2026-07-13T08:00:00+00:00
0.2,DOWN,BREAKOUT_CONFIRMED,2026-07-13T02:18:59.999000+00:00,TRUE_BREAKOUT,0.2,0.2,0.2,MAKER_PROMO_OFF,31,0.0,2026-07-13T01:58:59.999000+00:00,D2-928e959c7af15629,MUUSDT,US_STOCK:2026-07-10T20:00:00+00:00:2026-07-13T08:00:00+00:00
0.2,DOWN,BREAKOUT_CONFIRMED,2026-07-13T02:18:59.999000+00:00,TRUE_BREAKOUT,0.2,0.2,0.2,MAKER_PROMO_OFF,59,0.0,2026-07-13T01:58:59.999000+00:00,D2-928e959c7af15629,MUUSDT,US_STOCK:2026-07-10T20:00:00+00:00:2026-07-13T08:00:00+00:00
0.2,DOWN,BREAKOUT_CONFIRMED,2026-07-13T02:18:59.999000+00:00,TRUE_BREAKOUT,0.2,0.2,0.2,MAKER_PROMO_OFF,97,0.0,2026-07-13T01:58:59.999000+00:00,D2-928e959c7af15629,MUUSDT,US_STOCK:2026-07-10T20:00:00+00:00:2026-07-13T08:00:00+00:00
0.43000000000000005,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.43000000000000005,0.43000000000000005,0.43000000000000005,PRIMARY_ZERO_MAKER,3,0.0,2026-06-19T04:55:59.999000+00:00,D2-65dad30b2f4a428a,SOXLUSDT,US_LEVERAGED_ETF:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.43000000000000005,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.43000000000000005,0.43000000000000005,0.43000000000000005,PRIMARY_ZERO_MAKER,10,0.0,2026-06-19T04:55:59.999000+00:00,D2-65dad30b2f4a428a,SOXLUSDT,US_LEVERAGED_ETF:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.43000000000000005,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.43000000000000005,0.43000000000000005,0.43000000000000005,PRIMARY_ZERO_MAKER,17,0.0,2026-06-19T04:55:59.999000+00:00,D2-65dad30b2f4a428a,SOXLUSDT,US_LEVERAGED_ETF:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.43000000000000005,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.43000000000000005,0.43000000000000005,0.43000000000000005,PRIMARY_ZERO_MAKER,31,0.0,2026-06-19T04:55:59.999000+00:00,D2-65dad30b2f4a428a,SOXLUSDT,US_LEVERAGED_ETF:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.43000000000000005,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.43000000000000005,0.43000000000000005,0.43000000000000005,PRIMARY_ZERO_MAKER,59,0.0,2026-06-19T04:55:59.999000+00:00,D2-65dad30b2f4a428a,SOXLUSDT,US_LEVERAGED_ETF:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.43000000000000005,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.43000000000000005,0.43000000000000005,0.43000000000000005,PRIMARY_ZERO_MAKER,97,0.0,2026-06-19T04:55:59.999000+00:00,D2-65dad30b2f4a428a,SOXLUSDT,US_LEVERAGED_ETF:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.43000000000000005,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.43000000000000005,0.43000000000000005,0.43000000000000005,EXECUTION_STRESS,3,0.0,2026-06-19T04:55:59.999000+00:00,D2-65dad30b2f4a428a,SOXLUSDT,US_LEVERAGED_ETF:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.43000000000000005,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.43000000000000005,0.43000000000000005,0.43000000000000005,EXECUTION_STRESS,10,0.0,2026-06-19T04:55:59.999000+00:00,D2-65dad30b2f4a428a,SOXLUSDT,US_LEVERAGED_ETF:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.43000000000000005,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.43000000000000005,0.43000000000000005,0.43000000000000005,EXECUTION_STRESS,17,0.0,2026-06-19T04:55:59.999000+00:00,D2-65dad30b2f4a428a,SOXLUSDT,US_LEVERAGED_ETF:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.43000000000000005,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.43000000000000005,0.43000000000000005,0.43000000000000005,EXECUTION_STRESS,31,0.0,2026-06-19T04:55:59.999000+00:00,D2-65dad30b2f4a428a,SOXLUSDT,US_LEVERAGED_ETF:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.43000000000000005,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.43000000000000005,0.43000000000000005,0.43000000000000005,EXECUTION_STRESS,59,0.0,2026-06-19T04:55:59.999000+00:00,D2-65dad30b2f4a428a,SOXLUSDT,US_LEVERAGED_ETF:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.43000000000000005,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.43000000000000005,0.43000000000000005,0.43000000000000005,EXECUTION_STRESS,97,0.0,2026-06-19T04:55:59.999000+00:00,D2-65dad30b2f4a428a,SOXLUSDT,US_LEVERAGED_ETF:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.43000000000000005,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.43000000000000005,0.43000000000000005,0.43000000000000005,MAKER_PROMO_OFF,3,0.0,2026-06-19T04:55:59.999000+00:00,D2-65dad30b2f4a428a,SOXLUSDT,US_LEVERAGED_ETF:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.43000000000000005,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.43000000000000005,0.43000000000000005,0.43000000000000005,MAKER_PROMO_OFF,10,0.0,2026-06-19T04:55:59.999000+00:00,D2-65dad30b2f4a428a,SOXLUSDT,US_LEVERAGED_ETF:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.43000000000000005,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.43000000000000005,0.43000000000000005,0.43000000000000005,MAKER_PROMO_OFF,17,0.0,2026-06-19T04:55:59.999000+00:00,D2-65dad30b2f4a428a,SOXLUSDT,US_LEVERAGED_ETF:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.43000000000000005,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.43000000000000005,0.43000000000000005,0.43000000000000005,MAKER_PROMO_OFF,31,0.0,2026-06-19T04:55:59.999000+00:00,D2-65dad30b2f4a428a,SOXLUSDT,US_LEVERAGED_ETF:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.43000000000000005,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.43000000000000005,0.43000000000000005,0.43000000000000005,MAKER_PROMO_OFF,59,0.0,2026-06-19T04:55:59.999000+00:00,D2-65dad30b2f4a428a,SOXLUSDT,US_LEVERAGED_ETF:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.43000000000000005,DOWN,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.43000000000000005,0.43000000000000005,0.43000000000000005,MAKER_PROMO_OFF,97,0.0,2026-06-19T04:55:59.999000+00:00,D2-65dad30b2f4a428a,SOXLUSDT,US_LEVERAGED_ETF:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.47000000000000003,UP,BREAKOUT_REJECTED,,FALSE_BREAKOUT,0.47000000000000003,0.0,-0.47000000000000003,PRIMARY_ZERO_MAKER,3,0.47000000000000003,2026-06-28T20:44:59.999000+00:00,D2-0acac97ea7d9f11f,SOXLUSDT,US_LEVERAGED_ETF:2026-06-26T20:00:00+00:00:2026-06-29T08:00:00+00:00
