center_combination_id,direction,member_count,member_ids,region_id,selection_status
31111,NEUTRAL,32,21111;21112;21121;21122;21211;21212;21221;21222;22111;22112;22121;22122;22211;22212;22221;22222;31111;31112;31121;31122;31211;31212;31221;31222;32111;32112;32121;32122;32211;32212;32221;32222,REGION_1,PROVISIONAL_LOCAL_VALIDATION
