code_sha256,combination_id,complete_window_count,config_sha256,direction,early_neighbor_positive_ratio,execution_scenarios,immutable_append_only,late_best_window_concentration,late_execution_stress_pnl,late_inventory_drag_ratio,late_median_window_pnl,late_worst_5pct_mean,rank,record_type,required_window_count,source_data_cutoff_utc,status,trading_rules_sha256
7a30c8e477cfa3ab32a18a8be37dd55eda33a93892423bac24cd7772bbff3c9d,,0,f6ff4fc493dc6f919f2fa2da46dbe2626433d5d1caf9858d170f6dfde1566c0d,,,EXECUTION_STRESS;MAKER_PROMO_OFF;PRIMARY_ZERO_MAKER,True,,,,,,,LEDGER_METADATA,8,2026-07-13T06:00:00+00:00,INSUFFICIENT_FORWARD_OOS,6d6348ddd35f9319f5782b1b82acc7848ddad042583266c06cc4caa8ce361543
7a30c8e477cfa3ab32a18a8be37dd55eda33a93892423bac24cd7772bbff3c9d,31111,0,f6ff4fc493dc6f919f2fa2da46dbe2626433d5d1caf9858d170f6dfde1566c0d,NEUTRAL,0.8,EXECUTION_STRESS;MAKER_PROMO_OFF;PRIMARY_ZERO_MAKER,True,0.39992160188376424,6.842212542993934,0.5973724420283744,1.9557173722427923,-4.007603124354916,1,CANDIDATE_FREEZE,8,2026-07-13T06:00:00+00:00,INSUFFICIENT_FORWARD_OOS,6d6348ddd35f9319f5782b1b82acc7848ddad042583266c06cc4caa8ce361543
7a30c8e477cfa3ab32a18a8be37dd55eda33a93892423bac24cd7772bbff3c9d,31121,0,f6ff4fc493dc6f919f2fa2da46dbe2626433d5d1caf9858d170f6dfde1566c0d,NEUTRAL,0.8,EXECUTION_STRESS;MAKER_PROMO_OFF;PRIMARY_ZERO_MAKER,True,0.39992160188376424,6.842212542993934,0.5973724420283744,1.9557173722427923,-4.007603124354916,2,CANDIDATE_FREEZE,8,2026-07-13T06:00:00+00:00,INSUFFICIENT_FORWARD_OOS,6d6348ddd35f9319f5782b1b82acc7848ddad042583266c06cc4caa8ce361543
