direction,inventory_drag,level,net_pnl,paired_grid_pnl,run_count,scenario
NEUTRAL,4573.397821879882,1,-246.3233305022671,4815.5916204886835,1224,EXECUTION_STRESS
NEUTRAL,3155.283986781345,2,-950.8593926741308,2746.6080175982165,1224,EXECUTION_STRESS
NEUTRAL,4550.703142307746,1,455.8411670927793,5587.62150320126,1224,MAKER_PROMO_OFF
NEUTRAL,3222.1499233475256,2,-526.48835721299,3249.2810589160663,1224,MAKER_PROMO_OFF
NEUTRAL,4485.406046993734,1,675.7760699622739,5219.819879253203,1224,PRIMARY_ZERO_MAKER
NEUTRAL,3166.6675083575146,2,-189.9917450947453,3139.6196407474654,1224,PRIMARY_ZERO_MAKER
