direction,inventory_drag,level,net_pnl,paired_grid_pnl,run_count,scenario
NEUTRAL,3994.1013788413156,1,-605.3126802953375,3969.2308241754668,1224,EXECUTION_STRESS
NEUTRAL,3734.5804298199114,2,-591.8700428810605,3592.9688139114332,1224,EXECUTION_STRESS
NEUTRAL,4022.428078276787,1,-41.28540972295364,4643.338220298979,1224,MAKER_PROMO_OFF
NEUTRAL,3750.424987378485,2,-29.36178039725701,4193.564341818347,1224,MAKER_PROMO_OFF
NEUTRAL,4043.3992520248667,1,271.89057562264696,4505.571736654174,1224,PRIMARY_ZERO_MAKER
NEUTRAL,3608.674303326382,2,213.8937492448816,3853.867783346495,1224,PRIMARY_ZERO_MAKER
