ATR,POST_ENTRY_REGIME_SHIFT,classification,crossings_per_hour,directional_efficiency,first_unpaired_inventory_at,inventory_drag,inventory_drag_crossover_at,inventory_drag_ratio,inventory_pnl,max_drawdown,max_gross_inventory,max_inventory_utilization,max_long_inventory,max_net_inventory,max_short_inventory,max_unpaired_lot_age,max_unpaired_lots,min_net_inventory,net_pnl,paired_cycle_count,paired_grid_pnl,positive_cycle_ratio,range_pct,realized_volatility,regime_shift_count,reversal_ratio,sigma,stop_count,window_key,zero_activity_ratio
0.822784848484854,False,FORWARD_OOS,0.6181818181818182,0.056819002238105175,2026-08-14T23:00:00+00:00,5.700604726512897,2026-08-17T00:04:00+00:00,2.89435069529515,-5.855964424612736,6.3168050875581745,0.13,0.4381572,0.04,0.04,0.13,1460.0,3.0,-0.13,-4.03406218985135,3.3333333333333335,1.9695625467153628,1.0,0.07896308900997455,0.045985572879508864,0,0.48665858095815645,0.0012118262483909647,1.0,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00,0.020612306759624128
0.0,False,DATA_INCOMPLETE,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,NYSE:2026-08-21T20:00:00+00:00:2026-08-24T06:00:00+00:00,0.0
0.0,False,FORWARD_OOS,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,XKRX:2026-08-14T06:30:00+00:00:2026-08-17T22:00:00+00:00,0.0
0.0,False,DATA_INCOMPLETE,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,XKRX:2026-08-21T06:30:00+00:00:2026-08-23T22:00:00+00:00,0.0
