funding,inventory_tail,maker_fill_difference,maker_fill_difference_vs_primary,net_pnl,net_pnl_difference_vs_primary,number_of_fills,number_of_paired_cycles,scenario,slippage_cost,taker_exit_cost
-0.069902783055,-5.855964424612736,0.0,0.0,-4.03406218985135,0.0,8.666666666666666,3.3333333333333335,PRIMARY_ZERO_MAKER,0.15535969809985437,0.07775752889897711
-0.069902783055,-6.089125122798023,-1.666666666666666,-1.666666666666666,-4.805861863343044,-0.7717996734916941,7.0,2.5,EXECUTION_STRESS,0.3883992452496359,0.116811073008828
-0.069902783055,-5.933644273662696,0.0,0.0,-4.236835439181509,-0.20277324933015883,8.666666666666666,3.3333333333333335,MAKER_PROMO_OFF,0.23303954714978156,0.07779636882350208
