fill_count,inventory_pnl,max_drawdown,net_pnl,paired_grid_pnl,seed
8.0,-5.856104584142743,5.7232255661482,-4.19786858005622,1.8058963160405006,3
10.0,-5.855894344847732,5.723015326853188,-3.668980911810376,2.334573744991333,10
8.0,-5.856104584142743,5.7232255661482,-4.19786858005622,1.8058963160405006,17
10.0,-5.855894344847732,5.723015326853188,-3.668980911810376,2.334573744991333,31
10.0,-5.855894344847732,5.723015326853188,-3.668980911810376,2.334573744991333,59
6.0,-5.855894344847732,6.3168050875581745,-4.801693243564532,1.2018614132371774,97
