MAE_after_exit,MFE_after_exit,classification,entry_average_price,event_time,event_type,exit_price,observation,position_direction,position_notional,price_after_exit,realized_loss,return_after_exit,returned_to_entry_price,returned_to_grid_range,scenario,seed,symbol,window_key
-0.00860265489600806,2.4141973451039984,TRUE_BREAKOUT,1662.8795939234053,2026-08-17T02:21:00+00:00,stop_loss_upper,1730.5344149456,+120 min,SHORT,155.35969809985437,1724.06,-6.088933891997529,-0.003741280664333768,False,False,EXECUTION_STRESS,59,SNDKUSDT,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
-1.3856026548960039,2.4141973451039984,UNRESOLVED,1662.8795939234053,2026-08-17T02:21:00+00:00,stop_loss_upper,1730.5344149456,+240 min,SHORT,155.35969809985437,,-6.088933891997529,,False,False,EXECUTION_STRESS,59,SNDKUSDT,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
-1.3856026548960039,2.4141973451039984,TRUE_BREAKOUT,1662.8795939234053,2026-08-17T02:21:00+00:00,stop_loss_upper,1730.5344149456,window_end,SHORT,155.35969809985437,1743.8,-6.088933891997529,0.0076656002561017456,False,False,EXECUTION_STRESS,59,SNDKUSDT,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
0.15789734510400422,2.4141973451039984,TRUE_BREAKOUT,1662.8772579312385,2026-08-17T02:21:00+00:00,stop_loss_upper,1730.5344149456,+30 min,SHORT,155.35969809985437,1727.82,-6.08914413129254,-0.0015685414413936227,False,False,EXECUTION_STRESS,97,SNDKUSDT,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
0.15789734510400422,2.4141973451039984,TRUE_BREAKOUT,1662.8772579312385,2026-08-17T02:21:00+00:00,stop_loss_upper,1730.5344149456,+60 min,SHORT,155.35969809985437,1728.52,-6.08914413129254,-0.0011640421179739402,False,False,EXECUTION_STRESS,97,SNDKUSDT,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
-0.00860265489600806,2.4141973451039984,TRUE_BREAKOUT,1662.8772579312385,2026-08-17T02:21:00+00:00,stop_loss_upper,1730.5344149456,+120 min,SHORT,155.35969809985437,1724.06,-6.08914413129254,-0.003741280664333768,False,False,EXECUTION_STRESS,97,SNDKUSDT,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
-1.3856026548960039,2.4141973451039984,UNRESOLVED,1662.8772579312385,2026-08-17T02:21:00+00:00,stop_loss_upper,1730.5344149456,+240 min,SHORT,155.35969809985437,,-6.08914413129254,,False,False,EXECUTION_STRESS,97,SNDKUSDT,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
-1.3856026548960039,2.4141973451039984,TRUE_BREAKOUT,1662.8772579312385,2026-08-17T02:21:00+00:00,stop_loss_upper,1730.5344149456,window_end,SHORT,155.35969809985437,1743.8,-6.08914413129254,0.0076656002561017456,False,False,EXECUTION_STRESS,97,SNDKUSDT,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
0.0025376470041669564,2.258837647004161,TRUE_BREAKOUT,1662.8772579312385,2026-08-17T02:21:00+00:00,stop_loss_upper,1728.808196077824,+30 min,SHORT,155.35969809985437,1727.82,-5.933784433192702,-0.000571605386916918,False,False,MAKER_PROMO_OFF,3,SNDKUSDT,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
0.0025376470041669564,2.258837647004161,TRUE_BREAKOUT,1662.8772579312385,2026-08-17T02:21:00+00:00,stop_loss_upper,1728.808196077824,+60 min,SHORT,155.35969809985437,1728.52,-5.933784433192702,-0.0001667021700139104,False,False,MAKER_PROMO_OFF,3,SNDKUSDT,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
-0.16396235299584533,2.258837647004161,TRUE_BREAKOUT,1662.8772579312385,2026-08-17T02:21:00+00:00,stop_loss_upper,1728.808196077824,+120 min,SHORT,155.35969809985437,1724.06,-5.933784433192702,-0.0027465140948523814,False,False,MAKER_PROMO_OFF,3,SNDKUSDT,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
-1.5409623529958412,2.258837647004161,UNRESOLVED,1662.8772579312385,2026-08-17T02:21:00+00:00,stop_loss_upper,1728.808196077824,+240 min,SHORT,155.35969809985437,,-5.933784433192702,,False,False,MAKER_PROMO_OFF,3,SNDKUSDT,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
-1.5409623529958412,2.258837647004161,TRUE_BREAKOUT,1662.8772579312385,2026-08-17T02:21:00+00:00,stop_loss_upper,1728.808196077824,window_end,SHORT,155.35969809985437,1743.8,-5.933784433192702,0.008671756621809301,False,False,MAKER_PROMO_OFF,3,SNDKUSDT,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
0.0025376470041669564,2.258837647004161,TRUE_BREAKOUT,1662.8795939234053,2026-08-17T02:21:00+00:00,stop_loss_upper,1728.808196077824,+30 min,SHORT,155.35969809985437,1727.82,-5.933574193897692,-0.000571605386916918,False,False,MAKER_PROMO_OFF,10,SNDKUSDT,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
0.0025376470041669564,2.258837647004161,TRUE_BREAKOUT,1662.8795939234053,2026-08-17T02:21:00+00:00,stop_loss_upper,1728.808196077824,+60 min,SHORT,155.35969809985437,1728.52,-5.933574193897692,-0.0001667021700139104,False,False,MAKER_PROMO_OFF,10,SNDKUSDT,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
-0.16396235299584533,2.258837647004161,TRUE_BREAKOUT,1662.8795939234053,2026-08-17T02:21:00+00:00,stop_loss_upper,1728.808196077824,+120 min,SHORT,155.35969809985437,1724.06,-5.933574193897692,-0.0027465140948523814,False,False,MAKER_PROMO_OFF,10,SNDKUSDT,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
-1.5409623529958412,2.258837647004161,UNRESOLVED,1662.8795939234053,2026-08-17T02:21:00+00:00,stop_loss_upper,1728.808196077824,+240 min,SHORT,155.35969809985437,,-5.933574193897692,,False,False,MAKER_PROMO_OFF,10,SNDKUSDT,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
-1.5409623529958412,2.258837647004161,TRUE_BREAKOUT,1662.8795939234053,2026-08-17T02:21:00+00:00,stop_loss_upper,1728.808196077824,window_end,SHORT,155.35969809985437,1743.8,-5.933574193897692,0.008671756621809301,False,False,MAKER_PROMO_OFF,10,SNDKUSDT,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
0.0025376470041669564,2.258837647004161,TRUE_BREAKOUT,1662.8772579312385,2026-08-17T02:21:00+00:00,stop_loss_upper,1728.808196077824,+30 min,SHORT,155.35969809985437,1727.82,-5.933784433192702,-0.000571605386916918,False,False,MAKER_PROMO_OFF,17,SNDKUSDT,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
0.0025376470041669564,2.258837647004161,TRUE_BREAKOUT,1662.8772579312385,2026-08-17T02:21:00+00:00,stop_loss_upper,1728.808196077824,+60 min,SHORT,155.35969809985437,1728.52,-5.933784433192702,-0.0001667021700139104,False,False,MAKER_PROMO_OFF,17,SNDKUSDT,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
-0.16396235299584533,2.258837647004161,TRUE_BREAKOUT,1662.8772579312385,2026-08-17T02:21:00+00:00,stop_loss_upper,1728.808196077824,+120 min,SHORT,155.35969809985437,1724.06,-5.933784433192702,-0.0027465140948523814,False,False,MAKER_PROMO_OFF,17,SNDKUSDT,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
