window_key,scenario,seed,paired_grid_pnl,inventory_loss,inventory_drag_ratio,paired_cycle_count,positive_cycle_ratio,regime_shift_count,stop_count,max_inventory_utilization,max_unpaired_lot_age
NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00,PRIMARY_ZERO_MAKER,3,1.8058963160405006,5.856104584142743,3.2427689962746507,3,1.0,0,1,0.4381286,1456
NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00,PRIMARY_ZERO_MAKER,10,2.334573744991333,5.855894344847732,2.508335561218038,4,1.0,0,1,0.4381572,1454
NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00,PRIMARY_ZERO_MAKER,17,1.8058963160405006,5.856104584142743,3.2427689962746507,3,1.0,0,1,0.4381572,1457
NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00,PRIMARY_ZERO_MAKER,31,2.334573744991333,5.855894344847732,2.508335561218038,4,1.0,0,1,0.4381572,1460
NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00,PRIMARY_ZERO_MAKER,59,2.334573744991333,5.855894344847732,2.508335561218038,4,1.0,0,1,0.4381572,1460
NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00,PRIMARY_ZERO_MAKER,97,1.2018614132371774,5.855894344847732,4.872354067075885,2,1.0,0,1,0.30333960000000004,1460
