accepted_fill_count,combination_id,direction,force_close_at,grid_count,inventory_drag,inventory_drag_ratio,inventory_forced_exit_count,inventory_realized_pnl,loss_component,max_drawdown,max_inventory_utilization,max_unpaired_lot_age,max_unpaired_lots,mean_inventory_utilization,net_pnl,pair_completion_count,paired_grid_pnl,peak_negative_unrealized_pnl,pre_exit_unrealized_pnl,profit_factor_component,profit_protection_close_count,profit_protection_reduce_count,profit_protection_suppress_count,rejected_fill_count,scenario,seed,step_pct,stop_loss_count,stopped_reason,symbol,take_profit_count,window_force_close_count,window_key
29,11111,NEUTRAL,2026-05-18T06:00:00+00:00,6,3.955204431730997,0.9902849237665471,0,-4.428346183436836,0.5852605016476271,4.884932379272968,0.5178032,1284,4,0.19664205876046903,-0.5852605016476271,13,3.9940065094471833,3.845105114069454,-3.955204431730997,0.0,0,0,0,55,EXECUTION_STRESS,59,0.004476679024162822,1,stop_loss,SNDKUSDT,0,0,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
31,11111,NEUTRAL,2026-05-18T06:00:00+00:00,6,3.955204431730997,0.9255842929120488,0,-4.428346183436836,0.30606957027908804,5.186568380107808,0.5114592,1283,4,0.1987669135678392,-0.30606957027908804,14,4.273197440815722,3.845105114069454,-3.955204431730997,0.0,0,0,0,50,EXECUTION_STRESS,97,0.004476679024162822,1,stop_loss,SNDKUSDT,0,0,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
33,11111,NEUTRAL,2026-05-18T06:00:00+00:00,5,0.056810806423345635,0.008097855102068731,0,-0.18192880642335693,0.0,4.066383123657303,0.6111072,2877,3,0.26242424162375033,6.27576222131512,16,7.015537535221194,4.123785244968372,-0.056810806423345635,6.27576222131512,0,0,0,21,MAKER_PROMO_OFF,3,0.005289471677530022,0,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
37,11111,NEUTRAL,2026-05-18T06:00:00+00:00,5,0.056810806423345635,0.007193656785407416,0,-0.18192880642335693,0.0,4.066383123657301,0.6111072,2876,3,0.26047801357164496,7.0907115328244625,18,7.897347360050363,4.123785244968372,-0.056810806423345635,7.0907115328244625,0,0,0,25,MAKER_PROMO_OFF,10,0.005289471677530022,0,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
31,11111,NEUTRAL,2026-05-18T06:00:00+00:00,5,0.056810806423345635,0.008609935872141742,0,-0.18192880642335693,0.0,4.066383123657301,0.48304479999999994,2879,3,0.25783205798242953,5.886524669486179,15,6.598284501416828,4.123785244968372,-0.056810806423345635,5.886524669486179,0,0,0,29,MAKER_PROMO_OFF,17,0.005289471677530022,0,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
35,11111,NEUTRAL,2026-05-18T06:00:00+00:00,5,0.056810806423345635,0.0076416674752235675,0,-0.18192880642335693,0.0,3.7499180108273538,0.48304479999999994,2879,3,0.2593764910027265,6.666870221825823,17,7.434346836936078,4.123785244968372,-0.056810806423345635,6.666870221825823,0,0,0,20,MAKER_PROMO_OFF,31,0.005289471677530022,0,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
31,11111,NEUTRAL,2026-05-18T06:00:00+00:00,5,0.056810806423345635,0.008609935872141742,0,-0.18192880642335693,0.0,4.066383123657301,0.6111072,2878,3,0.2568166016358679,5.886524669486179,15,6.598284501416828,4.123785244968372,-0.056810806423345635,5.886524669486179,0,0,0,17,MAKER_PROMO_OFF,59,0.005289471677530022,0,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
33,11111,NEUTRAL,2026-05-18T06:00:00+00:00,5,0.056810806423345635,0.008097855102068731,0,-0.18192880642335693,0.0,3.7499180108273538,0.48304479999999994,2878,3,0.2592245393517116,6.27576222131512,16,7.015537535221194,4.123785244968372,-0.056810806423345635,6.27576222131512,0,0,0,20,MAKER_PROMO_OFF,97,0.005289471677530022,0,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
15,11111,NEUTRAL,2026-05-26T06:00:00+00:00,6,5.332827682916498,2.629130235269079,0,-5.545448999579287,3.5801683127186443,5.838212853028612,0.42519120000000005,737,3,0.2665156473566642,-3.5801683127186443,6,2.028361931781865,5.307111020095956,-5.332827682916498,0.0,0,0,0,7,PRIMARY_ZERO_MAKER,3,0.0045556531003678735,1,stop_loss_upper,SNDKUSDT,0,0,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
15,11111,NEUTRAL,2026-05-26T06:00:00+00:00,6,5.332827682916498,2.6566453336242875,0,-5.545448999579287,3.5775091816174536,5.838212853028612,0.42519120000000005,737,3,0.25269869307520476,-3.5775091816174536,6,2.007354017271575,5.307111020095956,-5.332827682916498,0.0,0,0,0,11,PRIMARY_ZERO_MAKER,10,0.0045556531003678735,1,stop_loss_upper,SNDKUSDT,0,0,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
17,11111,NEUTRAL,2026-05-26T06:00:00+00:00,6,5.017647763755187,2.141417014898622,0,-5.230269080417977,2.969350284922746,5.542176582347302,0.42519120000000005,736,3,0.24712180178704396,-2.969350284922746,7,2.3431436888964527,4.9919311009346465,-5.017647763755187,0.0,0,0,0,8,PRIMARY_ZERO_MAKER,17,0.0045556531003678735,1,stop_loss_upper,SNDKUSDT,0,0,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
17,11111,NEUTRAL,2026-05-26T06:00:00+00:00,6,5.33280944003109,2.289692518922295,0,-5.54543075669388,3.2794615304447983,5.838194610143205,0.42519120000000005,737,3,0.2668840198064036,-3.2794615304447983,7,2.3290504711703033,5.307092777210548,-5.33280944003109,0.0,0,0,0,9,PRIMARY_ZERO_MAKER,31,0.0045556531003678735,1,stop_loss_upper,SNDKUSDT,0,0,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
15,11111,NEUTRAL,2026-05-26T06:00:00+00:00,6,5.332827682916498,2.629130235269079,0,-5.545448999579287,3.5801683127186443,5.838212853028612,0.42519120000000005,736,3,0.2667358014892033,-3.5801683127186443,6,2.028361931781865,5.307111020095956,-5.332827682916498,0.0,0,0,0,8,PRIMARY_ZERO_MAKER,59,0.0045556531003678735,1,stop_loss_upper,SNDKUSDT,0,0,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
17,11111,NEUTRAL,2026-05-26T06:00:00+00:00,6,5.33280944003109,2.289692518922295,0,-5.54543075669388,3.255794484833318,5.838194610143205,0.5623582,737,3,0.2729577450483991,-3.255794484833318,7,2.3290504711703033,5.307092777210548,-5.33280944003109,0.0,0,0,0,9,PRIMARY_ZERO_MAKER,97,0.0045556531003678735,1,stop_loss_upper,SNDKUSDT,0,0,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
17,11111,NEUTRAL,2026-05-26T06:00:00+00:00,6,5.33280944003109,2.289692518922295,0,-5.864362731688128,3.6281741433036823,6.210574268613569,0.42519120000000005,737,3,0.26304287848101265,-3.6281741433036823,7,2.3290504711703033,5.307092777210548,-5.33280944003109,0.0,0,0,0,30,EXECUTION_STRESS,3,0.0045556531003678735,1,stop_loss_upper,SNDKUSDT,0,0,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
15,11111,NEUTRAL,2026-05-26T06:00:00+00:00,6,5.017647763755187,2.4996327108136347,0,-5.549201055412225,3.653852569406508,5.914556240817666,0.5636388,735,3,0.23445329769173495,-3.653852569406508,6,2.007354017271575,4.9919311009346465,-5.017647763755187,0.0,0,0,0,22,EXECUTION_STRESS,10,0.0045556531003678735,1,stop_loss_upper,SNDKUSDT,0,0,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
15,11111,NEUTRAL,2026-05-26T06:00:00+00:00,6,5.332827682916498,2.629130235269079,0,-5.864380974573535,3.9288809255775283,6.210592511498977,0.42519120000000005,728,3,0.27026762293373047,-3.9288809255775283,6,2.028361931781865,5.307111020095956,-5.332827682916498,0.0,0,0,0,23,EXECUTION_STRESS,17,0.0045556531003678735,1,stop_loss_upper,SNDKUSDT,0,0,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
15,11111,NEUTRAL,2026-05-26T06:00:00+00:00,6,5.332827682916498,2.629130235269079,0,-5.864380974573535,3.9288809255775283,6.210592511498977,0.4445250000000001,737,3,0.272666617721519,-3.9288809255775283,6,2.028361931781865,5.307111020095956,-5.332827682916498,0.0,0,0,0,16,EXECUTION_STRESS,31,0.0045556531003678735,1,stop_loss_upper,SNDKUSDT,0,0,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
15,11111,NEUTRAL,2026-05-26T06:00:00+00:00,6,5.332827682916498,2.629130235269079,0,-5.864380974573535,3.9288809255775283,6.210592511498977,0.42519120000000005,736,3,0.2731909697691735,-3.9288809255775283,6,2.028361931781865,5.307111020095956,-5.332827682916498,0.0,0,0,0,23,EXECUTION_STRESS,59,0.0045556531003678735,1,stop_loss_upper,SNDKUSDT,0,0,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
13,11111,NEUTRAL,2026-05-26T06:00:00+00:00,6,5.332827682916498,3.150723787959206,0,-5.864380974573535,4.2646705972024055,6.210592511498977,0.4445250000000001,737,3,0.2648768224869695,-4.2646705972024055,5,1.6925722601569873,5.307111020095956,-5.332827682916498,0.0,0,0,0,15,EXECUTION_STRESS,97,0.0045556531003678735,1,stop_loss_upper,SNDKUSDT,0,0,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
15,11111,NEUTRAL,2026-05-26T06:00:00+00:00,6,5.332827682916498,2.629130235269079,0,-5.651759657910746,3.904752627104166,5.971292694554389,0.42519120000000005,737,3,0.2665156473566642,-3.904752627104166,6,2.028361931781865,5.307111020095956,-5.332827682916498,0.0,0,0,0,7,MAKER_PROMO_OFF,3,0.0045556531003678735,1,stop_loss_upper,SNDKUSDT,0,0,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
15,11111,NEUTRAL,2026-05-26T06:00:00+00:00,6,5.332827682916498,2.6566453336242875,0,-5.651759657910746,3.8964203618555717,5.971292694554389,0.42519120000000005,737,3,0.25269869307520476,-3.8964203618555717,6,2.007354017271575,5.307111020095956,-5.332827682916498,0.0,0,0,0,11,MAKER_PROMO_OFF,10,0.0045556531003678735,1,stop_loss_upper,SNDKUSDT,0,0,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
17,11111,NEUTRAL,2026-05-26T06:00:00+00:00,6,5.017647763755187,2.141417014898622,0,-5.336579738749435,3.3178749989406775,5.675319459856912,0.42519120000000005,736,3,0.24712180178704396,-3.3178749989406775,7,2.3431436888964527,4.9919311009346465,-5.017647763755187,0.0,0,0,0,8,MAKER_PROMO_OFF,17,0.0045556531003678735,1,stop_loss_upper,SNDKUSDT,0,0,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
17,11111,NEUTRAL,2026-05-26T06:00:00+00:00,6,5.33280944003109,2.289692518922295,0,-5.651741415025338,3.6278001107710196,5.971274455317559,0.42519120000000005,737,3,0.2668840198064036,-3.6278001107710196,7,2.3290504711703033,5.307092777210548,-5.33280944003109,0.0,0,0,0,9,MAKER_PROMO_OFF,31,0.0045556531003678735,1,stop_loss_upper,SNDKUSDT,0,0,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
15,11111,NEUTRAL,2026-05-26T06:00:00+00:00,6,5.332827682916498,2.629130235269079,0,-5.651759657910746,3.904752627104166,5.971292694554389,0.42519120000000005,736,3,0.2667358014892033,-3.904752627104166,6,2.028361931781865,5.307111020095956,-5.332827682916498,0.0,0,0,0,8,MAKER_PROMO_OFF,59,0.0045556531003678735,1,stop_loss_upper,SNDKUSDT,0,0,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
17,11111,NEUTRAL,2026-05-26T06:00:00+00:00,6,5.33280944003109,2.289692518922295,0,-5.651741415025338,3.604133065159539,5.971274455317559,0.5623582,737,3,0.2729577450483991,-3.604133065159539,7,2.3290504711703033,5.307092777210548,-5.33280944003109,0.0,0,0,0,9,MAKER_PROMO_OFF,97,0.0045556531003678735,1,stop_loss_upper,SNDKUSDT,0,0,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
11,11111,NEUTRAL,2026-06-01T06:00:00+00:00,6,3.8809911292807326,3.156013125665613,0,-4.071672717781143,2.937395611863649,4.314606223967413,0.3794274,1907,3,0.1906767352743561,-2.937395611863649,4,1.2297132409619556,3.6919026288582018,-3.8809911292807326,0.0,0,0,0,5,PRIMARY_ZERO_MAKER,3,0.0045556531003678735,1,stop_loss_upper,SNDKUSDT,0,0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
9,11111,NEUTRAL,2026-06-01T06:00:00+00:00,6,3.8809911292807326,4.2201578762372485,0,-4.071672717781143,3.2474771131853144,4.314606223967412,0.3794274,1907,3,0.18639509794699516,-3.2474771131853144,3,0.9196317396402901,3.6919026288582018,-3.8809911292807326,0.0,0,0,0,5,PRIMARY_ZERO_MAKER,10,0.0045556531003678735,1,stop_loss_upper,SNDKUSDT,0,0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
11,11111,NEUTRAL,2026-06-01T06:00:00+00:00,6,3.8809911292807326,3.156013125665613,0,-4.071672717781143,2.937395611863649,4.314606223967413,0.3794274,1907,3,0.1895171802164987,-2.937395611863649,4,1.2297132409619556,3.6919026288582018,-3.8809911292807326,0.0,0,0,0,6,PRIMARY_ZERO_MAKER,17,0.0045556531003678735,1,stop_loss_upper,SNDKUSDT,0,0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
11,11111,NEUTRAL,2026-06-01T06:00:00+00:00,6,3.8809911292807326,3.156013125665613,0,-4.071672717781143,2.937395611863649,4.314606223967413,0.3794274,1907,3,0.18986945464725644,-2.937395611863649,4,1.2297132409619556,3.6919026288582018,-3.8809911292807326,0.0,0,0,0,3,PRIMARY_ZERO_MAKER,31,0.0045556531003678735,1,stop_loss_upper,SNDKUSDT,0,0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
9,11111,NEUTRAL,2026-06-01T06:00:00+00:00,6,3.8809911292807326,4.2201578762372485,0,-4.071672717781143,3.2474771131853144,4.314606223967412,0.3794274,1907,3,0.18911586420306084,-3.2474771131853144,3,0.9196317396402901,3.6919026288582018,-3.8809911292807326,0.0,0,0,0,4,PRIMARY_ZERO_MAKER,59,0.0045556531003678735,1,stop_loss_upper,SNDKUSDT,0,0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
9,11111,NEUTRAL,2026-06-01T06:00:00+00:00,6,3.8809911292807326,4.2201578762372485,0,-4.071672717781143,3.2474771131853144,4.314606223967412,0.3794274,1906,3,0.1890659079507279,-3.2474771131853144,3,0.9196317396402901,3.6919026288582018,-3.8809911292807326,0.0,0,0,0,5,PRIMARY_ZERO_MAKER,97,0.0045556531003678735,1,stop_loss_upper,SNDKUSDT,0,0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
9,11111,NEUTRAL,2026-06-01T06:00:00+00:00,6,3.8809911292807326,4.2201578762372485,0,-4.357695100531784,3.5814320802452495,4.648561191027348,0.3794274,1890,3,0.1891908265024263,-3.5814320802452495,3,0.9196317396402901,3.6919026288582018,-3.8809911292807326,0.0,0,0,0,15,EXECUTION_STRESS,3,0.0045556531003678735,1,stop_loss_upper,SNDKUSDT,0,0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
9,11111,NEUTRAL,2026-06-01T06:00:00+00:00,6,3.8809911292807326,4.2201578762372485,0,-4.357695100531784,3.5814320802452495,4.648561191027348,0.3794274,1907,3,0.1857395410974244,-3.5814320802452495,3,0.9196317396402901,3.6919026288582018,-3.8809911292807326,0.0,0,0,0,11,EXECUTION_STRESS,10,0.0045556531003678735,1,stop_loss_upper,SNDKUSDT,0,0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
11,11111,NEUTRAL,2026-06-01T06:00:00+00:00,6,3.8809911292807326,3.156013125665613,0,-4.357695100531784,3.271350578923584,4.648561191027348,0.3794274,1907,3,0.1895676721911161,-3.271350578923584,4,1.2297132409619556,3.6919026288582018,-3.8809911292807326,0.0,0,0,0,7,EXECUTION_STRESS,17,0.0045556531003678735,1,stop_loss_upper,SNDKUSDT,0,0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
7,11111,NEUTRAL,2026-06-01T06:00:00+00:00,6,3.8809911292807326,6.3309798658546645,0,-4.357695100531784,3.8880479500653933,4.648561191027348,0.3794274,1907,3,0.16772152900335946,-3.8880479500653933,2,0.6130158698201467,3.6919026288582018,-3.8809911292807326,0.0,0,0,0,7,EXECUTION_STRESS,31,0.0045556531003678735,1,stop_loss_upper,SNDKUSDT,0,0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
9,11111,NEUTRAL,2026-06-01T06:00:00+00:00,6,3.8809911292807326,4.2201578762372485,0,-4.357695100531784,3.5814320802452495,4.648561191027348,0.3794274,1906,3,0.18634342135125045,-3.5814320802452495,3,0.9196317396402901,3.6919026288582018,-3.8809911292807326,0.0,0,0,0,8,EXECUTION_STRESS,59,0.0045556531003678735,1,stop_loss_upper,SNDKUSDT,0,0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
7,11111,NEUTRAL,2026-06-01T06:00:00+00:00,6,3.881288500422538,6.328395086228573,0,-4.35799247167359,3.8880479500653937,4.6485611910273485,0.3794274,2510,3,0.21051128816722658,-3.8880479500653937,2,0.613313240961952,3.692200000000007,-3.881288500422538,0.0,0,0,0,11,EXECUTION_STRESS,97,0.0045556531003678735,1,stop_loss_upper,SNDKUSDT,0,0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
11,11111,NEUTRAL,2026-06-01T06:00:00+00:00,6,3.8809911292807326,3.156013125665613,0,-4.167013512031374,3.177953243834483,4.433832588614768,0.3794274,1907,3,0.1906767352743561,-3.177953243834483,4,1.2297132409619556,3.6919026288582018,-3.8809911292807326,0.0,0,0,0,5,MAKER_PROMO_OFF,3,0.0045556531003678735,1,stop_loss_upper,SNDKUSDT,0,0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
9,11111,NEUTRAL,2026-06-01T06:00:00+00:00,6,3.8809911292807326,4.2201578762372485,0,-4.167013512031374,3.4611749688558837,4.433832588614768,0.3794274,1907,3,0.18639509794699516,-3.4611749688558837,3,0.9196317396402901,3.6919026288582018,-3.8809911292807326,0.0,0,0,0,5,MAKER_PROMO_OFF,10,0.0045556531003678735,1,stop_loss_upper,SNDKUSDT,0,0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
11,11111,NEUTRAL,2026-06-01T06:00:00+00:00,6,3.8809911292807326,3.156013125665613,0,-4.167013512031374,3.177953243834483,4.433832588614768,0.3794274,1907,3,0.1895171802164987,-3.177953243834483,4,1.2297132409619556,3.6919026288582018,-3.8809911292807326,0.0,0,0,0,6,MAKER_PROMO_OFF,17,0.0045556531003678735,1,stop_loss_upper,SNDKUSDT,0,0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
11,11111,NEUTRAL,2026-06-01T06:00:00+00:00,6,3.8809911292807326,3.156013125665613,0,-4.167013512031374,3.177953243834483,4.433832588614768,0.3794274,1907,3,0.18986945464725644,-3.177953243834483,4,1.2297132409619556,3.6919026288582018,-3.8809911292807326,0.0,0,0,0,3,MAKER_PROMO_OFF,31,0.0045556531003678735,1,stop_loss_upper,SNDKUSDT,0,0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
9,11111,NEUTRAL,2026-06-01T06:00:00+00:00,6,3.8809911292807326,4.2201578762372485,0,-4.167013512031374,3.4611749688558837,4.433832588614768,0.3794274,1907,3,0.18911586420306084,-3.4611749688558837,3,0.9196317396402901,3.6919026288582018,-3.8809911292807326,0.0,0,0,0,4,MAKER_PROMO_OFF,59,0.0045556531003678735,1,stop_loss_upper,SNDKUSDT,0,0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
9,11111,NEUTRAL,2026-06-01T06:00:00+00:00,6,3.8809911292807326,4.2201578762372485,0,-4.167013512031374,3.4611749688558837,4.433832588614768,0.3794274,1906,3,0.1890659079507279,-3.4611749688558837,3,0.9196317396402901,3.6919026288582018,-3.8809911292807326,0.0,0,0,0,5,MAKER_PROMO_OFF,97,0.0045556531003678735,1,stop_loss_upper,SNDKUSDT,0,0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
5,11111,NEUTRAL,2026-06-08T06:00:00+00:00,5,4.684284415267864,11.850613097486638,0,-4.896217580529712,4.7614816450104,5.079000384642597,0.4341792000000001,196,3,0.368802098989899,-4.7614816450104,1,0.39527781193542977,4.747049677112216,-4.684284415267864,0.0,0,0,0,4,PRIMARY_ZERO_MAKER,3,0.005289471677530022,1,stop_loss,SNDKUSDT,0,0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
5,11111,NEUTRAL,2026-06-08T06:00:00+00:00,5,4.684284415267864,11.850613097486638,0,-4.896217580529712,4.7614816450104,4.923078196578018,0.43221640000000006,194,3,0.36597484444444445,-4.7614816450104,1,0.39527781193542977,4.747049677112216,-4.684284415267864,0.0,0,0,0,2,PRIMARY_ZERO_MAKER,10,0.005289471677530022,1,stop_loss,SNDKUSDT,0,0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
