canceled_order_count,inventory_after,inventory_before,new_center,new_grid_num,new_step,old_center,old_grid_num,old_step,profile,reason,regrid_cost,regrid_timestamp,scenario,seed,status,symbol,window_key
0,0.09,0.09,1392.950072814152,3,0.00904032018229528,1392.950072814152,3,0.00904032018229528,N20,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,EXECUTION_STRESS,97,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,0.09,0.09,1392.950072814152,3,0.00904032018229528,1392.950072814152,3,0.00904032018229528,N20,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,MAKER_PROMO_OFF,3,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,0.09,0.09,1392.950072814152,3,0.00904032018229528,1392.950072814152,3,0.00904032018229528,N20,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,MAKER_PROMO_OFF,10,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,0.09,0.09,1392.950072814152,3,0.00904032018229528,1392.950072814152,3,0.00904032018229528,N20,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,MAKER_PROMO_OFF,17,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,0.09,0.09,1392.950072814152,3,0.00904032018229528,1392.950072814152,3,0.00904032018229528,N20,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,MAKER_PROMO_OFF,31,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,0.09,0.09,1392.950072814152,3,0.00904032018229528,1392.950072814152,3,0.00904032018229528,N20,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,MAKER_PROMO_OFF,59,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,0.09,0.09,1392.950072814152,3,0.00904032018229528,1392.950072814152,3,0.00904032018229528,N20,session_has_fills_or_exposure,0.0,2026-05-16T01:00:00+00:00,MAKER_PROMO_OFF,97,SKIPPED,SNDKUSDT,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
0,0.01,0.01,1474.1669930827911,21,0.0008781193674098908,1474.1669930827911,21,0.0008781193674098908,N100,session_has_fills_or_exposure,0.0,2026-05-23T01:00:00+00:00,PRIMARY_ZERO_MAKER,3,SKIPPED,SNDKUSDT,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
0,0.01,0.01,1474.1669930827911,21,0.0008781193674098908,1474.1669930827911,21,0.0008781193674098908,N100,session_has_fills_or_exposure,0.0,2026-05-23T01:00:00+00:00,PRIMARY_ZERO_MAKER,10,SKIPPED,SNDKUSDT,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
0,0.01,0.01,1474.1669930827911,21,0.0008781193674098908,1474.1669930827911,21,0.0008781193674098908,N100,session_has_fills_or_exposure,0.0,2026-05-23T01:00:00+00:00,PRIMARY_ZERO_MAKER,17,SKIPPED,SNDKUSDT,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
0,0.01,0.01,1474.1669930827911,21,0.0008781193674098908,1474.1669930827911,21,0.0008781193674098908,N100,session_has_fills_or_exposure,0.0,2026-05-23T01:00:00+00:00,PRIMARY_ZERO_MAKER,31,SKIPPED,SNDKUSDT,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
0,0.01,0.01,1474.1669930827911,21,0.0008781193674098908,1474.1669930827911,21,0.0008781193674098908,N100,session_has_fills_or_exposure,0.0,2026-05-23T01:00:00+00:00,PRIMARY_ZERO_MAKER,59,SKIPPED,SNDKUSDT,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
0,0.01,0.01,1474.1669930827911,21,0.0008781193674098908,1474.1669930827911,21,0.0008781193674098908,N100,session_has_fills_or_exposure,0.0,2026-05-23T01:00:00+00:00,PRIMARY_ZERO_MAKER,97,SKIPPED,SNDKUSDT,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
0,0.02,0.02,1474.1669930827911,21,0.0008781193674098908,1474.1669930827911,21,0.0008781193674098908,N100,session_has_fills_or_exposure,0.0,2026-05-23T01:00:00+00:00,EXECUTION_STRESS,3,SKIPPED,SNDKUSDT,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
0,0.02,0.02,1474.1669930827911,21,0.0008781193674098908,1474.1669930827911,21,0.0008781193674098908,N100,session_has_fills_or_exposure,0.0,2026-05-23T01:00:00+00:00,EXECUTION_STRESS,10,SKIPPED,SNDKUSDT,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
0,0.02,0.02,1474.1669930827911,21,0.0008781193674098908,1474.1669930827911,21,0.0008781193674098908,N100,session_has_fills_or_exposure,0.0,2026-05-23T01:00:00+00:00,EXECUTION_STRESS,17,SKIPPED,SNDKUSDT,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
0,0.01,0.01,1474.1669930827911,21,0.0008781193674098908,1474.1669930827911,21,0.0008781193674098908,N100,session_has_fills_or_exposure,0.0,2026-05-23T01:00:00+00:00,EXECUTION_STRESS,31,SKIPPED,SNDKUSDT,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
0,0.01,0.01,1474.1669930827911,21,0.0008781193674098908,1474.1669930827911,21,0.0008781193674098908,N100,session_has_fills_or_exposure,0.0,2026-05-23T01:00:00+00:00,EXECUTION_STRESS,59,SKIPPED,SNDKUSDT,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
0,0.01,0.01,1474.1669930827911,21,0.0008781193674098908,1474.1669930827911,21,0.0008781193674098908,N100,session_has_fills_or_exposure,0.0,2026-05-23T01:00:00+00:00,EXECUTION_STRESS,97,SKIPPED,SNDKUSDT,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
0,0.06,0.06,1682.6120375330418,4,0.00706760128577133,1682.6120375330418,4,0.00706760128577133,N20,session_has_fills_or_exposure,0.0,2026-05-30T01:00:00+00:00,PRIMARY_ZERO_MAKER,3,SKIPPED,SNDKUSDT,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0,0.06,0.06,1682.6120375330418,4,0.00706760128577133,1682.6120375330418,4,0.00706760128577133,N20,session_has_fills_or_exposure,0.0,2026-05-30T01:00:00+00:00,PRIMARY_ZERO_MAKER,10,SKIPPED,SNDKUSDT,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0,0.06,0.06,1682.6120375330418,4,0.00706760128577133,1682.6120375330418,4,0.00706760128577133,N20,session_has_fills_or_exposure,0.0,2026-05-30T01:00:00+00:00,PRIMARY_ZERO_MAKER,17,SKIPPED,SNDKUSDT,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0,0.06,0.06,1682.6120375330418,4,0.00706760128577133,1682.6120375330418,4,0.00706760128577133,N20,session_has_fills_or_exposure,0.0,2026-05-30T01:00:00+00:00,PRIMARY_ZERO_MAKER,31,SKIPPED,SNDKUSDT,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0,0.06,0.06,1682.6120375330418,4,0.00706760128577133,1682.6120375330418,4,0.00706760128577133,N20,session_has_fills_or_exposure,0.0,2026-05-30T01:00:00+00:00,PRIMARY_ZERO_MAKER,59,SKIPPED,SNDKUSDT,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0,0.06,0.06,1682.6120375330418,4,0.00706760128577133,1682.6120375330418,4,0.00706760128577133,N20,session_has_fills_or_exposure,0.0,2026-05-30T01:00:00+00:00,PRIMARY_ZERO_MAKER,97,SKIPPED,SNDKUSDT,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0,0.06,0.06,1682.6120375330418,4,0.00706760128577133,1682.6120375330418,4,0.00706760128577133,N20,session_has_fills_or_exposure,0.0,2026-05-30T01:00:00+00:00,EXECUTION_STRESS,3,SKIPPED,SNDKUSDT,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0,0.06,0.06,1682.6120375330418,4,0.00706760128577133,1682.6120375330418,4,0.00706760128577133,N20,session_has_fills_or_exposure,0.0,2026-05-30T01:00:00+00:00,EXECUTION_STRESS,10,SKIPPED,SNDKUSDT,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0,0.06,0.06,1682.6120375330418,4,0.00706760128577133,1682.6120375330418,4,0.00706760128577133,N20,session_has_fills_or_exposure,0.0,2026-05-30T01:00:00+00:00,EXECUTION_STRESS,17,SKIPPED,SNDKUSDT,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0,0.06,0.06,1682.6120375330418,4,0.00706760128577133,1682.6120375330418,4,0.00706760128577133,N20,session_has_fills_or_exposure,0.0,2026-05-30T01:00:00+00:00,EXECUTION_STRESS,31,SKIPPED,SNDKUSDT,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0,0.06,0.06,1682.6120375330418,4,0.00706760128577133,1682.6120375330418,4,0.00706760128577133,N20,session_has_fills_or_exposure,0.0,2026-05-30T01:00:00+00:00,EXECUTION_STRESS,59,SKIPPED,SNDKUSDT,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0,0.06,0.06,1682.6120375330418,4,0.00706760128577133,1682.6120375330418,4,0.00706760128577133,N20,session_has_fills_or_exposure,0.0,2026-05-30T01:00:00+00:00,EXECUTION_STRESS,97,SKIPPED,SNDKUSDT,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0,0.06,0.06,1682.6120375330418,4,0.00706760128577133,1682.6120375330418,4,0.00706760128577133,N20,session_has_fills_or_exposure,0.0,2026-05-30T01:00:00+00:00,MAKER_PROMO_OFF,3,SKIPPED,SNDKUSDT,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0,0.06,0.06,1682.6120375330418,4,0.00706760128577133,1682.6120375330418,4,0.00706760128577133,N20,session_has_fills_or_exposure,0.0,2026-05-30T01:00:00+00:00,MAKER_PROMO_OFF,10,SKIPPED,SNDKUSDT,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0,0.06,0.06,1682.6120375330418,4,0.00706760128577133,1682.6120375330418,4,0.00706760128577133,N20,session_has_fills_or_exposure,0.0,2026-05-30T01:00:00+00:00,MAKER_PROMO_OFF,17,SKIPPED,SNDKUSDT,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0,0.06,0.06,1682.6120375330418,4,0.00706760128577133,1682.6120375330418,4,0.00706760128577133,N20,session_has_fills_or_exposure,0.0,2026-05-30T01:00:00+00:00,MAKER_PROMO_OFF,31,SKIPPED,SNDKUSDT,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0,0.06,0.06,1682.6120375330418,4,0.00706760128577133,1682.6120375330418,4,0.00706760128577133,N20,session_has_fills_or_exposure,0.0,2026-05-30T01:00:00+00:00,MAKER_PROMO_OFF,59,SKIPPED,SNDKUSDT,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0,0.06,0.06,1682.6120375330418,4,0.00706760128577133,1682.6120375330418,4,0.00706760128577133,N20,session_has_fills_or_exposure,0.0,2026-05-30T01:00:00+00:00,MAKER_PROMO_OFF,97,SKIPPED,SNDKUSDT,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
0,0.15000000000000002,0.15000000000000002,1560.2652202312743,3,0.009201387325945998,1560.2652202312743,3,0.009201387325945998,N20,session_has_fills_or_exposure,0.0,2026-06-06T01:00:00+00:00,PRIMARY_ZERO_MAKER,3,SKIPPED,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0,0.15000000000000002,0.15000000000000002,1560.2652202312743,3,0.009201387325945998,1560.2652202312743,3,0.009201387325945998,N20,session_has_fills_or_exposure,0.0,2026-06-06T01:00:00+00:00,PRIMARY_ZERO_MAKER,10,SKIPPED,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0,0.15000000000000002,0.15000000000000002,1560.2652202312743,3,0.009201387325945998,1560.2652202312743,3,0.009201387325945998,N20,session_has_fills_or_exposure,0.0,2026-06-06T01:00:00+00:00,PRIMARY_ZERO_MAKER,17,SKIPPED,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0,0.15000000000000002,0.15000000000000002,1560.2652202312743,3,0.009201387325945998,1560.2652202312743,3,0.009201387325945998,N20,session_has_fills_or_exposure,0.0,2026-06-06T01:00:00+00:00,PRIMARY_ZERO_MAKER,31,SKIPPED,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0,0.15000000000000002,0.15000000000000002,1560.2652202312743,3,0.009201387325945998,1560.2652202312743,3,0.009201387325945998,N20,session_has_fills_or_exposure,0.0,2026-06-06T01:00:00+00:00,PRIMARY_ZERO_MAKER,59,SKIPPED,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0,0.15000000000000002,0.15000000000000002,1560.2652202312743,3,0.009201387325945998,1560.2652202312743,3,0.009201387325945998,N20,session_has_fills_or_exposure,0.0,2026-06-06T01:00:00+00:00,PRIMARY_ZERO_MAKER,97,SKIPPED,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0,0.15000000000000002,0.15000000000000002,1560.2652202312743,3,0.009201387325945998,1560.2652202312743,3,0.009201387325945998,N20,session_has_fills_or_exposure,0.0,2026-06-06T01:00:00+00:00,EXECUTION_STRESS,3,SKIPPED,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0,0.15000000000000002,0.15000000000000002,1560.2652202312743,3,0.009201387325945998,1560.2652202312743,3,0.009201387325945998,N20,session_has_fills_or_exposure,0.0,2026-06-06T01:00:00+00:00,EXECUTION_STRESS,10,SKIPPED,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0,0.15000000000000002,0.15000000000000002,1560.2652202312743,3,0.009201387325945998,1560.2652202312743,3,0.009201387325945998,N20,session_has_fills_or_exposure,0.0,2026-06-06T01:00:00+00:00,EXECUTION_STRESS,17,SKIPPED,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0,0.15000000000000002,0.15000000000000002,1560.2652202312743,3,0.009201387325945998,1560.2652202312743,3,0.009201387325945998,N20,session_has_fills_or_exposure,0.0,2026-06-06T01:00:00+00:00,EXECUTION_STRESS,31,SKIPPED,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0,0.15000000000000002,0.15000000000000002,1560.2652202312743,3,0.009201387325945998,1560.2652202312743,3,0.009201387325945998,N20,session_has_fills_or_exposure,0.0,2026-06-06T01:00:00+00:00,EXECUTION_STRESS,59,SKIPPED,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0,0.15000000000000002,0.15000000000000002,1560.2652202312743,3,0.009201387325945998,1560.2652202312743,3,0.009201387325945998,N20,session_has_fills_or_exposure,0.0,2026-06-06T01:00:00+00:00,EXECUTION_STRESS,97,SKIPPED,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0,0.15000000000000002,0.15000000000000002,1560.2652202312743,3,0.009201387325945998,1560.2652202312743,3,0.009201387325945998,N20,session_has_fills_or_exposure,0.0,2026-06-06T01:00:00+00:00,MAKER_PROMO_OFF,3,SKIPPED,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0,0.15000000000000002,0.15000000000000002,1560.2652202312743,3,0.009201387325945998,1560.2652202312743,3,0.009201387325945998,N20,session_has_fills_or_exposure,0.0,2026-06-06T01:00:00+00:00,MAKER_PROMO_OFF,10,SKIPPED,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0,0.15000000000000002,0.15000000000000002,1560.2652202312743,3,0.009201387325945998,1560.2652202312743,3,0.009201387325945998,N20,session_has_fills_or_exposure,0.0,2026-06-06T01:00:00+00:00,MAKER_PROMO_OFF,17,SKIPPED,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0,0.15000000000000002,0.15000000000000002,1560.2652202312743,3,0.009201387325945998,1560.2652202312743,3,0.009201387325945998,N20,session_has_fills_or_exposure,0.0,2026-06-06T01:00:00+00:00,MAKER_PROMO_OFF,31,SKIPPED,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0,0.15000000000000002,0.15000000000000002,1560.2652202312743,3,0.009201387325945998,1560.2652202312743,3,0.009201387325945998,N20,session_has_fills_or_exposure,0.0,2026-06-06T01:00:00+00:00,MAKER_PROMO_OFF,59,SKIPPED,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0,0.15000000000000002,0.15000000000000002,1560.2652202312743,3,0.009201387325945998,1560.2652202312743,3,0.009201387325945998,N20,session_has_fills_or_exposure,0.0,2026-06-06T01:00:00+00:00,MAKER_PROMO_OFF,97,SKIPPED,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0,0.08,0.08,1560.2652202312743,20,0.001239147957616149,1560.2652202312743,20,0.001239147957616149,N100,session_has_fills_or_exposure,0.0,2026-06-06T01:00:00+00:00,PRIMARY_ZERO_MAKER,3,SKIPPED,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0,0.08,0.08,1560.2652202312743,20,0.001239147957616149,1560.2652202312743,20,0.001239147957616149,N100,session_has_fills_or_exposure,0.0,2026-06-06T01:00:00+00:00,PRIMARY_ZERO_MAKER,10,SKIPPED,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0,0.08,0.08,1560.2652202312743,20,0.001239147957616149,1560.2652202312743,20,0.001239147957616149,N100,session_has_fills_or_exposure,0.0,2026-06-06T01:00:00+00:00,PRIMARY_ZERO_MAKER,17,SKIPPED,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0,0.08,0.08,1560.2652202312743,20,0.001239147957616149,1560.2652202312743,20,0.001239147957616149,N100,session_has_fills_or_exposure,0.0,2026-06-06T01:00:00+00:00,PRIMARY_ZERO_MAKER,31,SKIPPED,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0,0.08,0.08,1560.2652202312743,20,0.001239147957616149,1560.2652202312743,20,0.001239147957616149,N100,session_has_fills_or_exposure,0.0,2026-06-06T01:00:00+00:00,PRIMARY_ZERO_MAKER,59,SKIPPED,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0,0.08,0.08,1560.2652202312743,20,0.001239147957616149,1560.2652202312743,20,0.001239147957616149,N100,session_has_fills_or_exposure,0.0,2026-06-06T01:00:00+00:00,PRIMARY_ZERO_MAKER,97,SKIPPED,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0,0.08,0.08,1560.2652202312743,20,0.001239147957616149,1560.2652202312743,20,0.001239147957616149,N100,session_has_fills_or_exposure,0.0,2026-06-06T01:00:00+00:00,EXECUTION_STRESS,3,SKIPPED,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0,0.08,0.08,1560.2652202312743,20,0.001239147957616149,1560.2652202312743,20,0.001239147957616149,N100,session_has_fills_or_exposure,0.0,2026-06-06T01:00:00+00:00,EXECUTION_STRESS,10,SKIPPED,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0,0.08,0.08,1560.2652202312743,20,0.001239147957616149,1560.2652202312743,20,0.001239147957616149,N100,session_has_fills_or_exposure,0.0,2026-06-06T01:00:00+00:00,EXECUTION_STRESS,17,SKIPPED,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0,0.08,0.08,1560.2652202312743,20,0.001239147957616149,1560.2652202312743,20,0.001239147957616149,N100,session_has_fills_or_exposure,0.0,2026-06-06T01:00:00+00:00,EXECUTION_STRESS,31,SKIPPED,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0,0.08,0.08,1560.2652202312743,20,0.001239147957616149,1560.2652202312743,20,0.001239147957616149,N100,session_has_fills_or_exposure,0.0,2026-06-06T01:00:00+00:00,EXECUTION_STRESS,59,SKIPPED,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0,0.08,0.08,1560.2652202312743,20,0.001239147957616149,1560.2652202312743,20,0.001239147957616149,N100,session_has_fills_or_exposure,0.0,2026-06-06T01:00:00+00:00,EXECUTION_STRESS,97,SKIPPED,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
0,-0.06,-0.06,2207.419443972248,3,0.00527102289716086,2207.419443972248,3,0.00527102289716086,N20,session_has_fills_or_exposure,0.0,2026-06-19T01:00:00+00:00,PRIMARY_ZERO_MAKER,3,SKIPPED,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0,-0.06,-0.06,2207.419443972248,3,0.00527102289716086,2207.419443972248,3,0.00527102289716086,N20,session_has_fills_or_exposure,0.0,2026-06-19T01:00:00+00:00,PRIMARY_ZERO_MAKER,10,SKIPPED,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0,-0.06,-0.06,2207.419443972248,3,0.00527102289716086,2207.419443972248,3,0.00527102289716086,N20,session_has_fills_or_exposure,0.0,2026-06-19T01:00:00+00:00,PRIMARY_ZERO_MAKER,17,SKIPPED,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0,-0.06,-0.06,2207.419443972248,3,0.00527102289716086,2207.419443972248,3,0.00527102289716086,N20,session_has_fills_or_exposure,0.0,2026-06-19T01:00:00+00:00,PRIMARY_ZERO_MAKER,31,SKIPPED,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0,-0.06,-0.06,2207.419443972248,3,0.00527102289716086,2207.419443972248,3,0.00527102289716086,N20,session_has_fills_or_exposure,0.0,2026-06-19T01:00:00+00:00,PRIMARY_ZERO_MAKER,59,SKIPPED,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0,-0.06,-0.06,2207.419443972248,3,0.00527102289716086,2207.419443972248,3,0.00527102289716086,N20,session_has_fills_or_exposure,0.0,2026-06-19T01:00:00+00:00,PRIMARY_ZERO_MAKER,97,SKIPPED,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0,-0.06,-0.06,2207.419443972248,3,0.00527102289716086,2207.419443972248,3,0.00527102289716086,N20,session_has_fills_or_exposure,0.0,2026-06-19T01:00:00+00:00,EXECUTION_STRESS,3,SKIPPED,SNDKUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
