allowed,code,crossings_per_hour,long_signal_allowed,long_signal_reasons,market_group,net_capacity_per_hour,profile,quote_volume_per_hour,reason,reversal_ratio,scenario,split,spread_to_step_ratio,symbol,trade_count_per_hour,window_key,zero_activity_ratio
True,PASSED,2.5,,,US_STOCK,0.0172773004557382,N20,1256376.3607,,0.46551724137931033,PRIMARY_ZERO_MAKER,RESEARCH_VALIDATION_EXPOSED,0.022123110240241654,SNDKUSDT,7914.0,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00,0.0
True,PASSED,2.5,,,US_STOCK,0.0172773004557382,N20,1256376.3607,,0.46551724137931033,EXECUTION_STRESS,RESEARCH_VALIDATION_EXPOSED,0.022123110240241654,SNDKUSDT,7914.0,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00,0.0
True,PASSED,2.5,,,US_STOCK,0.016277300455738202,N20,1256376.3607,,0.46551724137931033,MAKER_PROMO_OFF,RESEARCH_VALIDATION_EXPOSED,0.022123110240241654,SNDKUSDT,7914.0,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00,0.0
False,VIABILITY_BLOCKED,0.0,,,US_STOCK,0.0,N20,2586019.2779999995,Grid Viability Gate 未通过：预计穿越频率不足 (0.0000 < 1.0000/h)；预计费后循环容量不足 (0.000000 < 0.000250/h),0.4482758620689655,PRIMARY_ZERO_MAKER,RESEARCH_VALIDATION_EXPOSED,0.021735852748641753,SNDKUSDT,7798.0,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00,0.0
False,VIABILITY_BLOCKED,0.0,,,US_STOCK,0.0,N20,2586019.2779999995,Grid Viability Gate 未通过：预计穿越频率不足 (0.0000 < 1.0000/h)；预计费后循环容量不足 (0.000000 < 0.000250/h),0.4482758620689655,EXECUTION_STRESS,RESEARCH_VALIDATION_EXPOSED,0.021735852748641753,SNDKUSDT,7798.0,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00,0.0
False,VIABILITY_BLOCKED,0.0,,,US_STOCK,0.0,N20,2586019.2779999995,Grid Viability Gate 未通过：预计穿越频率不足 (0.0000 < 1.0000/h)；预计费后循环容量不足 (0.000000 < 0.000250/h),0.4482758620689655,MAKER_PROMO_OFF,RESEARCH_VALIDATION_EXPOSED,0.021735852748641753,SNDKUSDT,7798.0,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00,0.0
True,PASSED,2.0,,,US_STOCK,0.0017562387348197817,N100,2586019.2779999995,,0.4482758620689655,PRIMARY_ZERO_MAKER,RESEARCH_VALIDATION_EXPOSED,0.2277594680435325,SNDKUSDT,7798.0,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00,0.0
True,PASSED,2.0,,,US_STOCK,0.0017562387348197817,N100,2586019.2779999995,,0.4482758620689655,EXECUTION_STRESS,RESEARCH_VALIDATION_EXPOSED,0.2277594680435325,SNDKUSDT,7798.0,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00,0.0
True,PASSED,4.0,,,US_STOCK,0.02633812514308532,N20,1142389.1426000001,,0.5689655172413793,PRIMARY_ZERO_MAKER,RESEARCH_VALIDATION_EXPOSED,0.028298144152903045,SNDKUSDT,3253.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00,0.0
True,PASSED,4.0,,,US_STOCK,0.02633812514308532,N20,1142389.1426000001,,0.5689655172413793,EXECUTION_STRESS,RESEARCH_VALIDATION_EXPOSED,0.028298144152903045,SNDKUSDT,3253.0,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00,0.0
