best_window_concentration,cvar_95,engine_mode,fees_paid,funding_paid,gross_grid_pnl,market_group,max_drawdown,max_drawdown_pct,mean_inventory_drag_ratio,mean_window_pnl,median_window_pnl,positive_ratio,profile,profit_factor,runs,scenario,seed,top_3_window_concentration,total_cost,total_pnl,unique_windows,worst_window_pnl
0.9640076497878963,-9.253642492157715,R0_STATIC_REPAIRED,1.5087979927954884,0.4117965678826711,-19.672877045778993,US_STOCK,12.59179574160573,0.012658976874843316,41.73978826353979,-3.2533418239746,-1.2236753192724241,0.3333333333333333,N20,0.055442900009873244,9,EXECUTION_STRESS,10,1.0,1.9205945606781594,-19.5200509438476,6,-9.253642492157715
0.5826255581402326,-9.253642492157715,R0_STATIC_REPAIRED,1.5087979927954884,0.4117965678826711,-19.42366221590137,US_STOCK,12.79104560950306,0.013057476610637976,41.74549506420484,-3.1359739442050145,-0.8931530929949661,0.3333333333333333,N20,0.0594325989062357,9,EXECUTION_STRESS,17,1.0,1.9205945606781594,-18.815843665230087,6,-9.253642492157715
1.0,-10.452518482927736,R0_STATIC_REPAIRED,1.5087979927954884,0.4117965678826711,-24.148284635582733,US_STOCK,12.911295741605729,0.013297976874843314,42.80161927044037,-3.9234110141519083,-2.1183067862945153,0.16666666666666666,N20,0.04481777809647381,9,EXECUTION_STRESS,31,1.0,1.9205945606781594,-23.54046608491145,6,-10.452518482927736
1.0,-9.252361990172872,R0_STATIC_REPAIRED,1.5087979927954884,0.4117965678826711,-22.275098252644604,US_STOCK,12.59179574160573,0.012658976874843315,42.02975048180816,-3.687045358452202,-1.585381932937194,0.16666666666666666,N20,0.012537296913025537,9,EXECUTION_STRESS,59,1.0,1.9205945606781594,-22.12227215071321,6,-9.252361990172872
0.9640076497878963,-9.368538198815966,R0_STATIC_REPAIRED,1.5087979927954884,0.4117965678826711,-20.075303706566547,US_STOCK,12.79104560950306,0.013057476610637976,42.296168053483186,-3.32041293410586,-1.2236753192724237,0.3333333333333333,N20,0.054383879909059143,9,EXECUTION_STRESS,97,1.0,1.9205945606781594,-19.92247760463516,6,-9.368538198815966
0.9050314364574366,-10.012360250159979,R0_STATIC_REPAIRED,3.378672638580088,0.4117965678826711,-19.23021568121036,US_STOCK,12.353705794009704,0.012749964190579246,42.937000555188,-3.375387626555056,-1.2003409487831016,0.3333333333333333,N20,0.05294949314895574,9,MAKER_PROMO_OFF,3,1.0,3.7904692064627588,-20.252325759330336,6,-10.012360250159979
0.5458357595426699,-8.865896884191804,R0_STATIC_REPAIRED,3.367076529003683,0.4117965678826711,-16.267822600902548,US_STOCK,12.034205794009706,0.012110964190579249,41.73321488746195,-2.919713764406577,-0.6301061724134263,0.3333333333333333,N20,0.06558883702743076,9,MAKER_PROMO_OFF,10,1.0,3.778873096886354,-17.51828258643946,6,-8.865896884191804
0.6070276082916556,-8.865896884191804,R0_STATIC_REPAIRED,3.5373217173289957,0.4117965678826711,-16.244598332550613,US_STOCK,12.034205794009706,0.012110964190579249,41.818989932461726,-2.9042262482365833,-0.46789877100670924,0.5,N20,0.059667356431155755,9,MAKER_PROMO_OFF,17,1.0,3.949118285211667,-17.4253574894195,6,-8.865896884191804
0.536469905995796,-8.971588991609346,R0_STATIC_REPAIRED,3.3506070196968074,0.4117965678826711,-16.741895524230756,US_STOCK,12.034205794009706,0.012259242346286389,42.338036556034986,-2.995981000076798,-0.8608188119546913,0.5,N20,0.0960577183371966,9,MAKER_PROMO_OFF,31,1.0,3.7624035875794783,-17.97588600046079,6,-8.971588991609346
1.0,-8.864616638307357,R0_STATIC_REPAIRED,3.3205608194576177,0.4117965678826711,-19.475400550189967,US_STOCK,12.034205794009704,0.012110964190579245,41.863522548837054,-3.482398542987895,-1.5506287553126161,0.16666666666666666,N20,0.030793405586880037,9,MAKER_PROMO_OFF,59,1.0,3.732357387340289,-20.89439125792737,6,-8.864616638307357
0.501941000253944,-8.621828810066747,R0_STATIC_REPAIRED,3.416656807113293,0.4117965678826711,-14.635728587937143,US_STOCK,12.034205794009704,0.012110964190579247,41.64275246500504,-2.6559614752639438,-0.41272111091184,0.5,N20,0.0774151647783259,9,MAKER_PROMO_OFF,97,1.0,3.828453374995964,-15.935768851583664,6,-8.621828810066747
0.5970514205291537,-9.640478740869966,R0_STATIC_REPAIRED,1.0603932306687076,0.4117965678826711,-18.169724322587314,US_STOCK,12.099255999547957,0.012468022314526308,42.937000555188,-2.812259165465985,-0.677149664071715,0.5,N20,0.1589463000159211,9,PRIMARY_ZERO_MAKER,3,1.0,1.4721897985513788,-16.87355499279591,6,-9.640478740869966
0.49365778186774023,-8.441602750099944,R0_STATIC_REPAIRED,1.006093888107857,0.4117965678826711,-15.261576339742916,US_STOCK,11.779755999547959,0.011829022314526313,41.73321488746195,-2.358508947397334,0.06359529319039531,0.5,N20,0.17745415040229576,9,PRIMARY_ZERO_MAKER,10,1.0,1.417890455990528,-14.151053684384003,6,-8.441602750099944
0.4320409303044002,-8.441602750099944,R0_STATIC_REPAIRED,1.0603932306687076,0.4117965678826711,-15.18410697392757,US_STOCK,11.779755999547959,0.011829022314526313,41.818989932461726,-2.314656274022695,-0.1353689129631454,0.5,N20,0.20075194055901677,9,PRIMARY_ZERO_MAKER,17,1.0,1.4721897985513788,-13.88793764413617,6,-8.441602750099944
0.4631503574842243,-8.552738215739327,R0_STATIC_REPAIRED,1.006093888107857,0.4117965678826711,-15.735649263071124,US_STOCK,11.779755999547959,0.011929953221283096,42.338036556034986,-2.4375211012853684,-0.5005139475542375,0.5,N20,0.21940603753906163,9,PRIMARY_ZERO_MAKER,31,1.0,1.417890455990528,-14.62512660771221,6,-8.552738215739327
1.0,-8.440322248115102,R0_STATIC_REPAIRED,1.0603932306687076,0.4117965678826711,-18.41490919156692,US_STOCK,11.779755999547959,0.011829022314526313,41.863522548837054,-2.9289553850859025,-0.9315588115080975,0.16666666666666666,N20,0.07825917427880683,9,PRIMARY_ZERO_MAKER,59,1.0,1.4721897985513788,-17.573732310515414,6,-8.440322248115102
0.5248428965510228,-8.14903105296693,R0_STATIC_REPAIRED,1.006093888107857,0.4117965678826711,-13.629482326777511,US_STOCK,11.779755999547959,0.011829022314526313,41.64275246500504,-2.0864932785697663,0.31194787510292016,0.6666666666666666,N20,0.18657755578310892,9,PRIMARY_ZERO_MAKER,97,0.96203647351747,1.417890455990528,-12.518959671418598,6,-8.14903105296693
1.0,3.5921992283934134,R1_CONTROLLER_FAITHFUL,0.08368039679999999,0.0,3.6758796251934136,KR_STOCK,0.0,0.0,0.0,3.5921992283934134,3.5921992283934134,1.0,L20,3.5921992283934134,1,EXECUTION_STRESS,3,1.0,0.08368039679999999,3.5921992283934134,1,3.5921992283934134
1.0,6.075044764748835,R1_CONTROLLER_FAITHFUL,0.08368039679999999,0.0,6.158725161548835,KR_STOCK,0.0,0.0,0.0,6.075044764748835,6.075044764748835,1.0,L20,6.075044764748835,1,EXECUTION_STRESS,10,1.0,0.08368039679999999,6.075044764748835,1,6.075044764748835
1.0,4.75086047869261,R1_CONTROLLER_FAITHFUL,0.08368039679999999,0.0,4.8345408754926105,KR_STOCK,0.0,0.0,0.0,4.75086047869261,4.75086047869261,1.0,L20,4.75086047869261,1,EXECUTION_STRESS,17,1.0,0.08368039679999999,4.75086047869261,1,4.75086047869261
1.0,3.5921992283934134,R1_CONTROLLER_FAITHFUL,0.08368039679999999,0.0,3.6758796251934136,KR_STOCK,0.0,0.0,0.0,3.5921992283934134,3.5921992283934134,1.0,L20,3.5921992283934134,1,EXECUTION_STRESS,31,1.0,0.08368039679999999,3.5921992283934134,1,3.5921992283934134
1.0,4.75086047869261,R1_CONTROLLER_FAITHFUL,0.08368039679999999,0.0,4.8345408754926105,KR_STOCK,0.0,0.0,0.0,4.75086047869261,4.75086047869261,1.0,L20,4.75086047869261,1,EXECUTION_STRESS,59,1.0,0.08368039679999999,4.75086047869261,1,4.75086047869261
1.0,3.5921992283934134,R1_CONTROLLER_FAITHFUL,0.08368039679999999,0.0,3.6758796251934136,KR_STOCK,0.0,0.0,0.0,3.5921992283934134,3.5921992283934134,1.0,L20,3.5921992283934134,1,EXECUTION_STRESS,97,1.0,0.08368039679999999,3.5921992283934134,1,3.5921992283934134
1.0,9.38266021786438,R1_CONTROLLER_FAITHFUL,0.4175717303390728,0.0,9.800231948203454,KR_STOCK,0.0,0.0,0.0,9.38266021786438,9.38266021786438,1.0,L20,9.38266021786438,1,MAKER_PROMO_OFF,3,1.0,0.4175717303390728,9.38266021786438,1,9.38266021786438
1.0,9.38266021786438,R1_CONTROLLER_FAITHFUL,0.4175717303390728,0.0,9.800231948203454,KR_STOCK,0.0,0.0,0.0,9.38266021786438,9.38266021786438,1.0,L20,9.38266021786438,1,MAKER_PROMO_OFF,10,1.0,0.4175717303390728,9.38266021786438,1,9.38266021786438
1.0,9.38266021786438,R1_CONTROLLER_FAITHFUL,0.4175717303390728,0.0,9.800231948203454,KR_STOCK,0.0,0.0,0.0,9.38266021786438,9.38266021786438,1.0,L20,9.38266021786438,1,MAKER_PROMO_OFF,17,1.0,0.4175717303390728,9.38266021786438,1,9.38266021786438
1.0,9.38266021786438,R1_CONTROLLER_FAITHFUL,0.4175717303390728,0.0,9.800231948203454,KR_STOCK,0.0,0.0,0.0,9.38266021786438,9.38266021786438,1.0,L20,9.38266021786438,1,MAKER_PROMO_OFF,31,1.0,0.4175717303390728,9.38266021786438,1,9.38266021786438
1.0,6.9958330307060415,R1_CONTROLLER_FAITHFUL,0.321553381141991,0.0,7.317386411848032,KR_STOCK,0.0,0.0,0.0,6.9958330307060415,6.9958330307060415,1.0,L20,6.9958330307060415,1,MAKER_PROMO_OFF,59,1.0,0.321553381141991,6.9958330307060415,1,6.9958330307060415
1.0,6.9958330307060415,R1_CONTROLLER_FAITHFUL,0.321553381141991,0.0,7.317386411848032,KR_STOCK,0.0,0.0,0.0,6.9958330307060415,6.9958330307060415,1.0,L20,6.9958330307060415,1,MAKER_PROMO_OFF,97,1.0,0.321553381141991,6.9958330307060415,1,6.9958330307060415
1.0,9.744445017003454,R1_CONTROLLER_FAITHFUL,0.055786931199999994,0.0,9.800231948203454,KR_STOCK,0.0,0.0,0.0,9.744445017003454,9.744445017003454,1.0,L20,9.744445017003454,1,PRIMARY_ZERO_MAKER,3,1.0,0.055786931199999994,9.744445017003454,1,9.744445017003454
1.0,9.744445017003454,R1_CONTROLLER_FAITHFUL,0.055786931199999994,0.0,9.800231948203454,KR_STOCK,0.0,0.0,0.0,9.744445017003454,9.744445017003454,1.0,L20,9.744445017003454,1,PRIMARY_ZERO_MAKER,10,1.0,0.055786931199999994,9.744445017003454,1,9.744445017003454
1.0,9.744445017003454,R1_CONTROLLER_FAITHFUL,0.055786931199999994,0.0,9.800231948203454,KR_STOCK,0.0,0.0,0.0,9.744445017003454,9.744445017003454,1.0,L20,9.744445017003454,1,PRIMARY_ZERO_MAKER,17,1.0,0.055786931199999994,9.744445017003454,1,9.744445017003454
1.0,9.744445017003454,R1_CONTROLLER_FAITHFUL,0.055786931199999994,0.0,9.800231948203454,KR_STOCK,0.0,0.0,0.0,9.744445017003454,9.744445017003454,1.0,L20,9.744445017003454,1,PRIMARY_ZERO_MAKER,31,1.0,0.055786931199999994,9.744445017003454,1,9.744445017003454
1.0,7.261599480648032,R1_CONTROLLER_FAITHFUL,0.055786931199999994,0.0,7.317386411848032,KR_STOCK,0.0,0.0,0.0,7.261599480648032,7.261599480648032,1.0,L20,7.261599480648032,1,PRIMARY_ZERO_MAKER,59,1.0,0.055786931199999994,7.261599480648032,1,7.261599480648032
1.0,7.261599480648032,R1_CONTROLLER_FAITHFUL,0.055786931199999994,0.0,7.317386411848032,KR_STOCK,0.0,0.0,0.0,7.261599480648032,7.261599480648032,1.0,L20,7.261599480648032,1,PRIMARY_ZERO_MAKER,97,1.0,0.055786931199999994,7.261599480648032,1,7.261599480648032
1.0,1.809375954627634,R1_CONTROLLER_FAITHFUL,0.08593160509860102,0.0,1.832929810691235,KR_STOCK,0.0,0.0,0.4435818166168397,1.809375954627634,1.809375954627634,1.0,N20,1.809375954627634,1,EXECUTION_STRESS,3,1.0,0.08593160509860102,1.809375954627634,1,1.809375954627634
1.0,4.4577445267400835,R1_CONTROLLER_FAITHFUL,0.08593160509860102,0.0,4.4812983828036845,KR_STOCK,0.0,0.0,0.26161744437594703,4.4577445267400835,4.4577445267400835,1.0,N20,4.4577445267400835,1,EXECUTION_STRESS,10,1.0,0.08593160509860102,4.4577445267400835,1,4.4577445267400835
1.0,1.809375954627634,R1_CONTROLLER_FAITHFUL,0.08593160509860102,0.0,1.832929810691235,KR_STOCK,0.0,0.0,0.4435818166168397,1.809375954627634,1.809375954627634,1.0,N20,1.809375954627634,1,EXECUTION_STRESS,17,1.0,0.08593160509860102,1.809375954627634,1,1.809375954627634
1.0,1.809375954627634,R1_CONTROLLER_FAITHFUL,0.08593160509860102,0.0,1.832929810691235,KR_STOCK,0.0,0.0,0.4435818166168397,1.809375954627634,1.809375954627634,1.0,N20,1.809375954627634,1,EXECUTION_STRESS,31,1.0,0.08593160509860102,1.809375954627634,1,1.809375954627634
1.0,2.968037204926831,R1_CONTROLLER_FAITHFUL,0.08593160509860102,0.0,2.991591060990432,KR_STOCK,0.0,0.0,0.3400926356633803,2.968037204926831,2.968037204926831,1.0,N20,2.968037204926831,1,EXECUTION_STRESS,59,1.0,0.08593160509860102,2.968037204926831,1,2.968037204926831
1.0,2.968037204926831,R1_CONTROLLER_FAITHFUL,0.08593160509860102,0.0,2.991591060990432,KR_STOCK,0.0,0.0,0.3400926356633803,2.968037204926831,2.968037204926831,1.0,N20,2.968037204926831,1,EXECUTION_STRESS,97,1.0,0.08593160509860102,2.968037204926831,1,2.968037204926831
1.0,6.556272990532208,R1_CONTROLLER_FAITHFUL,0.41901539099692753,0.0,6.912910632494135,KR_STOCK,0.0,0.0,0.19251595483845774,6.556272990532208,6.556272990532208,1.0,N20,6.556272990532208,1,MAKER_PROMO_OFF,3,1.0,0.41901539099692753,6.556272990532208,1,6.556272990532208
1.0,6.556272990532208,R1_CONTROLLER_FAITHFUL,0.41901539099692753,0.0,6.912910632494135,KR_STOCK,0.0,0.0,0.19251595483845774,6.556272990532208,6.556272990532208,1.0,N20,6.556272990532208,1,MAKER_PROMO_OFF,10,1.0,0.41901539099692753,6.556272990532208,1,6.556272990532208
1.0,6.556272990532208,R1_CONTROLLER_FAITHFUL,0.41901539099692753,0.0,6.912910632494135,KR_STOCK,0.0,0.0,0.19251595483845774,6.556272990532208,6.556272990532208,1.0,N20,6.556272990532208,1,MAKER_PROMO_OFF,17,1.0,0.41901539099692753,6.556272990532208,1,6.556272990532208
1.0,6.556272990532208,R1_CONTROLLER_FAITHFUL,0.41901539099692753,0.0,6.912910632494135,KR_STOCK,0.0,0.0,0.19251595483845774,6.556272990532208,6.556272990532208,1.0,N20,6.556272990532208,1,MAKER_PROMO_OFF,31,1.0,0.41901539099692753,6.556272990532208,1,6.556272990532208
1.0,4.1694458033738675,R1_CONTROLLER_FAITHFUL,0.32299704179984573,0.0,4.430065096138713,KR_STOCK,0.0,0.0,0.2685014185149363,4.1694458033738675,4.1694458033738675,1.0,N20,4.1694458033738675,1,MAKER_PROMO_OFF,59,1.0,0.32299704179984573,4.1694458033738675,1,4.1694458033738675
1.0,4.1694458033738675,R1_CONTROLLER_FAITHFUL,0.32299704179984573,0.0,4.430065096138713,KR_STOCK,0.0,0.0,0.2685014185149363,4.1694458033738675,4.1694458033738675,1.0,N20,4.1694458033738675,1,MAKER_PROMO_OFF,97,1.0,0.32299704179984573,4.1694458033738675,1,4.1694458033738675
1.0,6.975231236654606,R1_CONTROLLER_FAITHFUL,0.05720201942058163,0.0,6.970055507040188,KR_STOCK,0.0,0.0,0.19251595483845774,6.975231236654606,6.975231236654606,1.0,N20,6.975231236654606,1,PRIMARY_ZERO_MAKER,3,1.0,0.05720201942058163,6.975231236654606,1,6.975231236654606
1.0,6.975231236654606,R1_CONTROLLER_FAITHFUL,0.05720201942058163,0.0,6.970055507040188,KR_STOCK,0.0,0.0,0.19251595483845774,6.975231236654606,6.975231236654606,1.0,N20,6.975231236654606,1,PRIMARY_ZERO_MAKER,10,1.0,0.05720201942058163,6.975231236654606,1,6.975231236654606
1.0,6.975231236654606,R1_CONTROLLER_FAITHFUL,0.05720201942058163,0.0,6.970055507040188,KR_STOCK,0.0,0.0,0.19251595483845774,6.975231236654606,6.975231236654606,1.0,N20,6.975231236654606,1,PRIMARY_ZERO_MAKER,17,1.0,0.05720201942058163,6.975231236654606,1,6.975231236654606
1.0,6.975231236654606,R1_CONTROLLER_FAITHFUL,0.05720201942058163,0.0,6.970055507040188,KR_STOCK,0.0,0.0,0.19251595483845774,6.975231236654606,6.975231236654606,1.0,N20,6.975231236654606,1,PRIMARY_ZERO_MAKER,31,1.0,0.05720201942058163,6.975231236654606,1,6.975231236654606
1.0,4.492385700299183,R1_CONTROLLER_FAITHFUL,0.05720201942058163,0.0,4.487209970684765,KR_STOCK,0.0,0.0,0.2685014185149363,4.492385700299183,4.492385700299183,1.0,N20,4.492385700299183,1,PRIMARY_ZERO_MAKER,59,1.0,0.05720201942058163,4.492385700299183,1,4.492385700299183
1.0,4.492385700299183,R1_CONTROLLER_FAITHFUL,0.05720201942058163,0.0,4.487209970684765,KR_STOCK,0.0,0.0,0.2685014185149363,4.492385700299183,4.492385700299183,1.0,N20,4.492385700299183,1,PRIMARY_ZERO_MAKER,97,1.0,0.05720201942058163,4.492385700299183,1,4.492385700299183
1.0,-1.059059115093627,R1_CONTROLLER_FAITHFUL,0.05902642025460594,0.0,-1.000032694839021,US_LEVERAGED_ETF,1.059059115093627,0.0042362364603745085,1.9127496576219547,-1.059059115093627,-1.059059115093627,0.0,N100,0.0,1,EXECUTION_STRESS,3,1.0,0.05902642025460594,-1.059059115093627,1,-1.059059115093627
1.0,-1.0444055750083074,R1_CONTROLLER_FAITHFUL,0.05902642025460594,0.0,-0.9853791547537014,US_LEVERAGED_ETF,1.0444055750083074,0.00417762230003323,1.8814040177703,-1.0444055750083074,-1.0444055750083074,0.0,N100,0.0,1,EXECUTION_STRESS,10,1.0,0.05902642025460594,-1.0444055750083074,1,-1.0444055750083074
1.0,-1.1515316521163363,R1_CONTROLLER_FAITHFUL,0.05902642025460594,0.0,-1.0925052318617303,US_LEVERAGED_ETF,1.1515316521163363,0.004606126608465345,2.137483258397048,-1.1515316521163363,-1.1515316521163363,0.0,N100,0.0,1,EXECUTION_STRESS,17,1.0,0.05902642025460594,-1.1515316521163363,1,-1.1515316521163363
1.0,-1.1054968644841519,R1_CONTROLLER_FAITHFUL,0.05902642025460594,0.0,-1.0464704442295458,US_LEVERAGED_ETF,1.1054968644841519,0.0044219874579366075,2.0193698720410667,-1.1054968644841519,-1.1054968644841519,0.0,N100,0.0,1,EXECUTION_STRESS,31,1.0,0.05902642025460594,-1.1054968644841519,1,-1.1054968644841519
1.0,-1.0817116305608974,R1_CONTROLLER_FAITHFUL,0.05902642025460594,0.0,-1.0226852103062913,US_LEVERAGED_ETF,1.0817116305608974,0.004326846522243589,1.9633157151095355,-1.0817116305608974,-1.0817116305608974,0.0,N100,0.0,1,EXECUTION_STRESS,59,1.0,0.05902642025460594,-1.0817116305608974,1,-1.0817116305608974
1.0,-1.036614102596814,R1_CONTROLLER_FAITHFUL,0.05902642025460594,0.0,-0.977587682342208,US_LEVERAGED_ETF,1.036614102596814,0.004146456410387256,1.8652695683964853,-1.036614102596814,-1.036614102596814,0.0,N100,0.0,1,EXECUTION_STRESS,97,1.0,0.05902642025460594,-1.036614102596814,1,-1.036614102596814
1.0,-0.4789914209570506,R1_CONTROLLER_FAITHFUL,0.03941012119254892,0.0,-0.43958129976450167,US_LEVERAGED_ETF,0.4789914209570506,0.0019159656838282023,1.2729078333539778,-0.4789914209570506,-0.4789914209570506,0.0,N100,0.0,1,PRIMARY_ZERO_MAKER,3,1.0,0.03941012119254892,-0.4789914209570506,1,-0.4789914209570506
1.0,-0.44510095497555147,R1_CONTROLLER_FAITHFUL,0.03941012119254892,0.0,-0.4056908337830025,US_LEVERAGED_ETF,0.44510095497555147,0.0017804038199022059,1.241082744884091,-0.44510095497555147,-0.44510095497555147,0.0,N100,0.0,1,PRIMARY_ZERO_MAKER,10,1.0,0.03941012119254892,-0.44510095497555147,1,-0.44510095497555147
1.0,-0.4885787408243635,R1_CONTROLLER_FAITHFUL,0.03941012119254892,0.0,-0.44916861963181454,US_LEVERAGED_ETF,0.4885787408243635,0.001954314963297454,1.2822092147510988,-0.4885787408243635,-0.4885787408243635,0.0,N100,0.0,1,PRIMARY_ZERO_MAKER,17,1.0,0.03941012119254892,-0.4885787408243635,1,-0.4885787408243635
1.0,-0.5606641095337036,R1_CONTROLLER_FAITHFUL,0.03941012119254892,0.0,-0.5212539883411547,US_LEVERAGED_ETF,0.5606641095337036,0.0022426564381348144,1.3567511382384245,-0.5606641095337036,-0.5606641095337036,0.0,N100,0.0,1,PRIMARY_ZERO_MAKER,31,1.0,0.03941012119254892,-0.5606641095337036,1,-0.5606641095337036
1.0,-0.43090842745806446,R1_CONTROLLER_FAITHFUL,0.03941012119254892,0.0,-0.3914983062655155,US_LEVERAGED_ETF,0.43090842745806446,0.0017236337098322579,1.2282230076772123,-0.43090842745806446,-0.43090842745806446,0.0,N100,0.0,1,PRIMARY_ZERO_MAKER,59,1.0,0.03941012119254892,-0.43090842745806446,1,-0.43090842745806446
1.0,-0.4442116432938922,R1_CONTROLLER_FAITHFUL,0.03941012119254892,0.0,-0.40480152210134324,US_LEVERAGED_ETF,0.4442116432938922,0.0017768465731755688,1.2402690435624253,-0.4442116432938922,-0.4442116432938922,0.0,N100,0.0,1,PRIMARY_ZERO_MAKER,97,1.0,0.03941012119254892,-0.4442116432938922,1,-0.4442116432938922
1.0,-1.6309772432570386,R1_CONTROLLER_FAITHFUL,0.27640841489831525,0.009273136752,-1.8449853151634885,US_LEVERAGED_ETF,1.6309772432570386,0.006523908973028155,1.11704347950329,-1.0581888285989018,-1.0581888285989018,0.0,N20,0.0,2,EXECUTION_STRESS,3,1.0,0.2856815516503153,-2.1163776571978037,2,-1.6309772432570386
1.0,-1.6309772432570386,R1_CONTROLLER_FAITHFUL,0.27640841489831525,0.009273136752,-0.014750968656603636,US_LEVERAGED_ETF,1.6309772432570386,0.006523908973028155,0.896540395751577,-0.1430716553454594,-0.1430716553454594,0.5,N20,0.8245571408957891,2,EXECUTION_STRESS,10,1.0,0.2856815516503153,-0.2861433106909188,2,-1.6309772432570386
1.0,-1.0610482049644565,R1_CONTROLLER_FAITHFUL,0.27640841489831525,0.009273136752,0.5551780696359785,US_LEVERAGED_ETF,1.0610482049644565,0.004244192819857826,0.8245860018785744,0.14189286380083166,0.14189286380083166,0.5,N20,1.2674579027360682,2,EXECUTION_STRESS,17,1.0,0.2856815516503153,0.2837857276016633,2,-1.0610482049644565
1.0,-0.44925964903643134,R1_CONTROLLER_FAITHFUL,0.37173300739462506,0.02065889238378852,1.293147551846431,US_LEVERAGED_ETF,0.5436475200260015,0.002174590080104006,0.7489167361948532,0.4575224308420087,0.4575224308420087,0.5,N20,3.036783992612287,2,EXECUTION_STRESS,31,1.0,0.3923918997784136,0.9150448616840174,2,-0.44925964903643134
1.0,-1.0610482049644565,R1_CONTROLLER_FAITHFUL,0.27640841489831525,0.009273136752,0.5551780696359785,US_LEVERAGED_ETF,1.0610482049644565,0.004244192819857826,0.8245860018785744,0.14189286380083166,0.14189286380083166,0.5,N20,1.2674579027360682,2,EXECUTION_STRESS,59,1.0,0.2856815516503153,0.2837857276016633,2,-1.0610482049644565
1.0,-1.0610482049644565,R1_CONTROLLER_FAITHFUL,0.27640841489831525,0.009273136752,1.1782365705744926,US_LEVERAGED_ETF,1.0610482049644565,0.004244192819857826,0.7870462187595832,0.4534221142700887,0.4534221142700887,0.5,N20,1.8546682651148307,2,EXECUTION_STRESS,97,1.0,0.2856815516503153,0.9068442285401774,2,-1.0610482049644565
1.0,-1.545145210876115,R1_CONTROLLER_FAITHFUL,0.5605737833131338,0.009273136752,-0.8731748503251593,US_LEVERAGED_ETF,1.545145210876115,0.00618058084350446,1.0151532635176814,-0.7143662803871464,-0.7143662803871464,0.5,N20,0.0753409124802029,2,MAKER_PROMO_OFF,3,1.0,0.5698469200651338,-1.428732560774293,2,-1.545145210876115
1.0,-1.545145210876115,R1_CONTROLLER_FAITHFUL,0.641353552039821,0.009273136752,0.9765300743360541,US_LEVERAGED_ETF,1.545145210876115,0.00618058084350446,0.8590006126325858,0.17009629758011657,0.17009629758011657,0.5,N20,1.2201686888492118,2,MAKER_PROMO_OFF,10,1.0,0.6506266887918211,0.34019259516023315,2,-1.545145210876115
1.0,-0.4032829334871,R1_CONTROLLER_FAITHFUL,0.9033159617784328,0.02065889238378852,2.3917405170954695,US_LEVERAGED_ETF,0.5121507854752171,0.002048603141900868,0.7127145896323082,0.7410274362746241,0.7410274362746241,0.5,N20,4.674975431601435,2,MAKER_PROMO_OFF,17,1.0,0.9239748541622212,1.4820548725492482,2,-0.4032829334871
1.0,-0.4032829334871,R1_CONTROLLER_FAITHFUL,0.9033159617784328,0.02065889238378852,2.3917405170954695,US_LEVERAGED_ETF,0.5121507854752171,0.002048603141900868,0.7127145896323082,0.7410274362746241,0.7410274362746241,0.5,N20,4.674975431601435,2,MAKER_PROMO_OFF,31,1.0,0.9239748541622212,1.4820548725492482,2,-0.4032829334871
1.0,-0.9972568692821528,R1_CONTROLLER_FAITHFUL,0.6633942487384414,0.009273136752,1.5464591126286367,US_LEVERAGED_ETF,0.9972568692821528,0.003989027477128612,0.7870462187595832,0.44404046837709765,0.44404046837709765,0.5,N20,1.8905237598347708,2,MAKER_PROMO_OFF,59,1.0,0.6726673854904415,0.8880809367541953,2,-0.9972568692821528
1.0,-0.4032829334871,R1_CONTROLLER_FAITHFUL,0.9033159617784328,0.02065889238378852,2.3917405170954695,US_LEVERAGED_ETF,0.5121507854752171,0.002048603141900868,0.7127145896323082,0.7410274362746241,0.7410274362746241,0.5,N20,4.674975431601435,2,MAKER_PROMO_OFF,97,1.0,0.9239748541622212,1.4820548725492482,2,-0.4032829334871
1.0,-1.2050435597687352,R1_CONTROLLER_FAITHFUL,0.18417567325581058,0.009273136752,-0.6890635792979967,US_LEVERAGED_ETF,1.2050435597687352,0.004820174239074941,1.0151532635176814,-0.43411158984490367,-0.43411158984490367,0.5,N20,0.27950888359883724,2,PRIMARY_ZERO_MAKER,3,1.0,0.19344881000781058,-0.8682231796898073,2,-1.2050435597687352
1.0,-1.2050435597687352,R1_CONTROLLER_FAITHFUL,0.18417567325581058,0.009273136752,1.1606413453632167,US_LEVERAGED_ETF,1.2050435597687352,0.004820174239074941,0.8590006126325858,0.490740872485703,0.490740872485703,0.5,N20,1.814478229450698,2,PRIMARY_ZERO_MAKER,10,1.0,0.19344881000781058,0.981481744971406,2,-1.2050435597687352
0.9166886842533299,0.19871773610870597,R1_CONTROLLER_FAITHFUL,0.24763031471137573,0.02065889238378852,2.6392430383280114,US_LEVERAGED_ETF,0.3343212959057322,0.0013372851836229286,0.7127145896323082,1.1926215204244235,1.1926215204244235,1.0,N20,2.385243040848847,2,PRIMARY_ZERO_MAKER,17,1.0,0.26828920709516424,2.385243040848847,2,0.19871773610870597
0.9166886842533299,0.19871773610870597,R1_CONTROLLER_FAITHFUL,0.24763031471137573,0.02065889238378852,2.6392430383280114,US_LEVERAGED_ETF,0.3343212959057322,0.0013372851836229286,0.7127145896323082,1.1926215204244235,1.1926215204244235,1.0,N20,2.385243040848847,2,PRIMARY_ZERO_MAKER,31,1.0,0.26828920709516424,2.385243040848847,2,0.19871773610870597
