best_window_concentration,cvar_95,engine_mode,fees_paid,funding_paid,gross_grid_pnl,market_group,max_drawdown,max_drawdown_pct,mean_inventory_drag_ratio,mean_window_pnl,median_window_pnl,positive_ratio,profile,profit_factor,runs,scenario,seed,top_3_window_concentration,total_cost,total_pnl,unique_windows,worst_window_pnl
1.0,-3.085639921867319,R0_STATIC_REPAIRED,0.2901265448512629,0.1025895190056462,-8.004473280896377,US_STOCK,3.656512630656998,0.0073130252613139955,9.982978380228507,-2.7716993651613477,-3.0051635075856353,0.0,N100,0.0,3,EXECUTION_STRESS,3,1.0,0.3927160638569091,-8.315098095484043,3,-3.085639921867319
1.0,-3.0831767820291316,R0_STATIC_REPAIRED,0.2901265448512629,0.1025895190056462,-7.963499652100976,US_STOCK,3.6959123006581516,0.007391824601316303,9.741439556158959,-2.758041488896214,-2.968607545638407,0.0,N100,0.0,3,EXECUTION_STRESS,10,1.0,0.3927160638569091,-8.274124466688642,3,-3.0831767820291316
1.0,-3.1078037485212806,R0_STATIC_REPAIRED,0.2901265448512629,0.1025895190056462,-7.902064124702001,US_STOCK,3.6178697891582283,0.007235739578316457,11.48961602921939,-2.737562979763222,-2.9319773335425845,0.0,N100,0.0,3,EXECUTION_STRESS,17,1.0,0.3927160638569091,-8.212688939289666,3,-3.1078037485212806
1.0,-3.059246675642974,R0_STATIC_REPAIRED,0.2901265448512629,0.1025895190056462,-7.983530990435613,US_STOCK,3.674882242735628,0.007349764485471256,9.782238163956354,-2.764718601674426,-3.0011940860954276,0.0,N100,0.0,3,EXECUTION_STRESS,31,1.0,0.3927160638569091,-8.294155805023278,3,-3.059246675642974
1.0,-3.083626930566345,R0_STATIC_REPAIRED,0.2901265448512629,0.09785610988335008,-8.020659856298238,US_STOCK,3.674725863155325,0.00734945172631065,9.869298723216835,-2.7755170872545354,-3.0241442182270237,0.0,N100,0.0,3,EXECUTION_STRESS,59,1.0,0.387982654734613,-8.326551261763607,3,-3.083626930566345
1.0,-3.2293461282736464,R0_STATIC_REPAIRED,0.2901265448512629,0.1025895190056462,-8.231341585749075,US_STOCK,3.727585018719437,0.007455170037438874,10.417388106192531,-2.8473221334455796,-3.0845551011691765,0.0,N100,0.0,3,EXECUTION_STRESS,97,1.0,0.3927160638569091,-8.541966400336738,3,-3.2293461282736464
1.0,-2.824968062912814,R0_STATIC_REPAIRED,0.1935264303316101,0.1025895190056462,-6.888374844401796,US_STOCK,3.385034520568392,0.006770069041136784,7.212190103831532,-2.3674665148232696,-2.4686875788596536,0.0,N100,0.0,3,PRIMARY_ZERO_MAKER,3,1.0,0.2961159493372563,-7.102399544469809,3,-2.824968062912814
1.0,-2.824968062912814,R0_STATIC_REPAIRED,0.1935264303316101,0.1025895190056462,-6.94395418494878,US_STOCK,3.353547834704868,0.006707095669409737,7.26566126814032,-2.385992961672264,-2.5160659632843503,0.0,N100,0.0,3,PRIMARY_ZERO_MAKER,10,1.0,0.2961159493372563,-7.157978885016792,3,-2.824968062912814
1.0,-2.8491543375401096,R0_STATIC_REPAIRED,0.1935264303316101,0.1025895190056462,-6.9298169310544395,US_STOCK,3.367151688574012,0.006734303377148023,8.115596851741524,-2.381280543707484,-2.4555947201363137,0.0,N100,0.0,3,PRIMARY_ZERO_MAKER,17,1.0,0.2961159493372563,-7.143841631122452,3,-2.8491543375401096
1.0,-2.848124158129987,R0_STATIC_REPAIRED,0.1935264303316101,0.1025895190056462,-6.917177419814049,US_STOCK,3.353744567164426,0.0067074891343288515,8.05971279937085,-2.3770673732940204,-2.4286408508885007,0.0,N100,0.0,3,PRIMARY_ZERO_MAKER,31,1.0,0.2961159493372563,-7.131202119882062,3,-2.848124158129987
1.0,-2.800597264661803,R0_STATIC_REPAIRED,0.1935264303316101,0.1025895190056462,-6.934626896209311,US_STOCK,3.35020149182291,0.0067004029836458204,6.596863036934977,-2.3828838654257742,-2.4269624545932196,0.0,N100,0.0,3,PRIMARY_ZERO_MAKER,59,1.0,0.2961159493372563,-7.148651596277323,3,-2.800597264661803
1.0,-2.823689261918595,R0_STATIC_REPAIRED,0.1935264303316101,0.1025895190056462,-6.938244031500662,US_STOCK,3.3894856724437177,0.006778971344887435,8.077648726836532,-2.3840895771895583,-2.509707558427233,0.0,N100,0.0,3,PRIMARY_ZERO_MAKER,97,1.0,0.2961159493372563,-7.152268731568674,3,-2.823689261918595
1.0,-10.452518482927736,R0_STATIC_REPAIRED,1.590369058106057,0.4117965678826711,-24.53302325505775,US_STOCK,13.69292160027308,0.014861228592178016,42.98272751418141,-3.961138292117283,-2.215962663035368,0.16666666666666666,N20,0.05941634439970737,9,EXECUTION_STRESS,3,1.0,2.002165625988728,-23.766829752703696,6,-10.452518482927736
