engine_mode,inventory_drag,inventory_drag_ratio,inventory_realized_pnl,market_group,max_unpaired_lot_age,max_unpaired_lots,peak_inventory_drag_ratio,peak_negative_unrealized_pnl,pre_exit_inventory_notional,pre_exit_mark_price,pre_exit_position_qty,pre_exit_timestamp,pre_exit_unrealized_pnl,profile,scenario,seed,symbol,window_key
R1_CONTROLLER_FAITHFUL,4.862198158422682,4.261056284150372,-5.213504161185027,US_STOCK,129,2,4.490577675817719,5.124100000000001,234.20400184157734,1115.2571516265587,0.21000000000000002,1781841660000,-4.862198158422682,N20,MAKER_PROMO_OFF,59,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
R0_STATIC_REPAIRED,4.862198158422682,4.261056284150372,-5.213504161185027,US_STOCK,126,2,4.490577675817719,5.124100000000001,234.20400184157734,1115.2571516265587,0.21000000000000002,1781841660000,-4.862198158422682,N20,MAKER_PROMO_OFF,97,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
R1_CONTROLLER_FAITHFUL,4.862198158422682,4.261056284150372,-5.213504161185027,US_STOCK,126,2,4.490577675817719,5.124100000000001,234.20400184157734,1115.2571516265587,0.21000000000000002,1781841660000,-4.862198158422682,N20,MAKER_PROMO_OFF,97,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
R0_STATIC_REPAIRED,3.378291588494453,3.118799054647566,-3.5232750182059065,US_STOCK,133,8,8.596457617139837,3.5404212999470794,144.98342971145263,1115.2571516265587,0.13,1781841660000,-3.378291588494453,N100,PRIMARY_ZERO_MAKER,3,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
R1_CONTROLLER_FAITHFUL,3.378291588494453,3.118799054647566,-3.5232750182059065,US_STOCK,133,8,8.596457617139837,3.5404212999470794,144.98342971145263,1115.2571516265587,0.13,1781841660000,-3.378291588494453,N100,PRIMARY_ZERO_MAKER,3,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
R0_STATIC_REPAIRED,3.3780948560348953,3.261881855900999,-3.5230782857463487,US_STOCK,138,8,5.8527381359408945,3.5402245674875212,144.98342971145263,1115.2571516265587,0.13,1781841660000,-3.3780948560348953,N100,PRIMARY_ZERO_MAKER,10,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
R1_CONTROLLER_FAITHFUL,3.3780948560348953,3.261881855900999,-3.5230782857463487,US_STOCK,138,8,5.8527381359408945,3.5402245674875212,144.98342971145263,1115.2571516265587,0.13,1781841660000,-3.3780948560348953,N100,PRIMARY_ZERO_MAKER,10,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
R0_STATIC_REPAIRED,3.378291588494453,3.081551804391952,-3.5232750182059065,US_STOCK,130,8,5.786463177382452,3.5404212999470794,144.98342971145263,1115.2571516265587,0.13,1781841660000,-3.378291588494453,N100,PRIMARY_ZERO_MAKER,17,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
R1_CONTROLLER_FAITHFUL,3.378291588494453,3.081551804391952,-3.5232750182059065,US_STOCK,130,8,5.786463177382452,3.5404212999470794,144.98342971145263,1115.2571516265587,0.13,1781841660000,-3.378291588494453,N100,PRIMARY_ZERO_MAKER,17,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
R0_STATIC_REPAIRED,3.3781589260435885,3.0078429947265355,-3.523142355755042,US_STOCK,131,8,4.430380547627314,3.540288637496215,144.98342971145263,1115.2571516265587,0.13,1781841660000,-3.3781589260435885,N100,PRIMARY_ZERO_MAKER,31,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
R1_CONTROLLER_FAITHFUL,3.3781589260435885,3.0078429947265355,-3.523142355755042,US_STOCK,131,8,4.430380547627314,3.540288637496215,144.98342971145263,1115.2571516265587,0.13,1781841660000,-3.3781589260435885,N100,PRIMARY_ZERO_MAKER,31,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
R0_STATIC_REPAIRED,3.359920427078787,3.0363744659210994,-3.50490385679024,US_STOCK,133,8,5.8527381359408945,3.522050138531413,144.98342971145263,1115.2571516265587,0.13,1781841660000,-3.359920427078787,N100,PRIMARY_ZERO_MAKER,59,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
R1_CONTROLLER_FAITHFUL,3.359920427078787,3.0363744659210994,-3.50490385679024,US_STOCK,133,8,5.8527381359408945,3.522050138531413,144.98342971145263,1115.2571516265587,0.13,1781841660000,-3.359920427078787,N100,PRIMARY_ZERO_MAKER,59,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
R0_STATIC_REPAIRED,3.378291588494453,3.2415539897846246,-3.5232750182059065,US_STOCK,132,8,8.664601293005106,3.5404212999470794,144.98342971145263,1115.2571516265587,0.13,1781841660000,-3.378291588494453,N100,PRIMARY_ZERO_MAKER,97,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
R1_CONTROLLER_FAITHFUL,3.378291588494453,3.2415539897846246,-3.5232750182059065,US_STOCK,132,8,8.664601293005106,3.5404212999470794,144.98342971145263,1115.2571516265587,0.13,1781841660000,-3.378291588494453,N100,PRIMARY_ZERO_MAKER,97,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
R0_STATIC_REPAIRED,3.342082684112006,4.374227466865273,-3.704541258390625,US_STOCK,142,8,8.513916042790884,3.504212395564632,144.98342971145263,1115.2571516265587,0.13,1781841660000,-3.342082684112006,N100,EXECUTION_STRESS,3,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
R1_CONTROLLER_FAITHFUL,3.342082684112006,4.374227466865273,-3.704541258390625,US_STOCK,142,8,8.513916042790884,3.504212395564632,144.98342971145263,1115.2571516265587,0.13,1781841660000,-3.342082684112006,N100,EXECUTION_STRESS,3,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
R0_STATIC_REPAIRED,3.359795395354406,4.105782387610611,-3.7222539696330252,US_STOCK,150,8,8.596457617139837,3.521925106807032,144.98342971145263,1115.2571516265587,0.13,1781841660000,-3.359795395354406,N100,EXECUTION_STRESS,10,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
R1_CONTROLLER_FAITHFUL,3.359795395354406,4.105782387610611,-3.7222539696330252,US_STOCK,150,8,8.596457617139837,3.521925106807032,144.98342971145263,1115.2571516265587,0.13,1781841660000,-3.359795395354406,N100,EXECUTION_STRESS,10,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
R0_STATIC_REPAIRED,3.360124790264829,3.9287399368815503,-3.7225833645434476,US_STOCK,139,8,5.786463177382452,3.522254501717455,144.98342971145263,1115.2571516265587,0.13,1781841660000,-3.360124790264829,N100,EXECUTION_STRESS,17,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
R1_CONTROLLER_FAITHFUL,3.360124790264829,3.9287399368815503,-3.7225833645434476,US_STOCK,139,8,5.786463177382452,3.522254501717455,144.98342971145263,1115.2571516265587,0.13,1781841660000,-3.360124790264829,N100,EXECUTION_STRESS,17,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
