engine_mode,force_exit_cost,force_exit_fees,force_exit_slippage_cost,funding_paid,funding_received,inventory_realized_pnl,maker_fees,net_pnl,paired_grid_pnl,profile,regrid_cost,scenario,seed,seed_cost,stop_exit_cost,stop_exit_slippage_cost,stopped_reason,symbol,taker_fees,window_key
R1_CONTROLLER_FAITHFUL,0.0,0.0,0.0,0.0142002273668883,0.03828729696,-3.110687501939308,0.0,-2.2223401390211035,0.9553196816740366,N100,0.0,EXECUTION_STRESS,10,0.0,0.09105938834894393,0.3027743585999798,stop_loss_upper,SNDKUSDT,0.09105938834894393,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
R0_STATIC_REPAIRED,0.0,0.0,0.0,0.0142002273668883,0.03828729696,-3.110687501939308,0.0,-2.172907857225801,1.0047519634693394,N100,0.0,EXECUTION_STRESS,17,0.0,0.09105938834894393,0.3027743585999798,stop_loss_upper,SNDKUSDT,0.09105938834894393,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
R1_CONTROLLER_FAITHFUL,0.0,0.0,0.0,0.0142002273668883,0.03828729696,-3.110687501939308,0.0,-2.172907857225801,1.0047519634693394,N100,0.0,EXECUTION_STRESS,17,0.0,0.09105938834894393,0.3027743585999798,stop_loss_upper,SNDKUSDT,0.09105938834894393,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
R0_STATIC_REPAIRED,0.0,0.0,0.0,0.0142002273668883,0.03828729696,-3.110687501939308,0.0,-2.2337150432848767,0.9439447774102634,N100,0.0,EXECUTION_STRESS,31,0.0,0.09105938834894393,0.3027743585999798,stop_loss_upper,SNDKUSDT,0.09105938834894393,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
R1_CONTROLLER_FAITHFUL,0.0,0.0,0.0,0.0142002273668883,0.03828729696,-3.110687501939308,0.0,-2.2337150432848767,0.9439447774102634,N100,0.0,EXECUTION_STRESS,31,0.0,0.09105938834894393,0.3027743585999798,stop_loss_upper,SNDKUSDT,0.09105938834894393,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
R0_STATIC_REPAIRED,0.0,0.0,0.0,0.009466818244592203,0.03828729696,-3.110687501939308,0.0,-2.2187801129702374,0.9541462986026068,N100,0.0,EXECUTION_STRESS,59,0.0,0.09105938834894393,0.3027743585999798,stop_loss_upper,SNDKUSDT,0.09105938834894393,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
R1_CONTROLLER_FAITHFUL,0.0,0.0,0.0,0.009466818244592203,0.03828729696,-3.110687501939308,0.0,-2.2187801129702374,0.9541462986026068,N100,0.0,EXECUTION_STRESS,59,0.0,0.09105938834894393,0.3027743585999798,stop_loss_upper,SNDKUSDT,0.09105938834894393,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
R0_STATIC_REPAIRED,0.0,0.0,0.0,0.0142002273668883,0.03828729696,-3.110687501939308,0.0,-2.2280651708939154,0.9495946498012247,N100,0.0,EXECUTION_STRESS,97,0.0,0.09105938834894393,0.3027743585999798,stop_loss_upper,SNDKUSDT,0.09105938834894393,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
R1_CONTROLLER_FAITHFUL,0.0,0.0,0.0,0.0142002273668883,0.03828729696,-3.110687501939308,0.0,-2.2280651708939154,0.9495946498012247,N100,0.0,EXECUTION_STRESS,97,0.0,0.09105938834894393,0.3027743585999798,stop_loss_upper,SNDKUSDT,0.09105938834894393,US_STOCK:2026-05-22T20:00:00+00:00:2026-05-26T08:00:00+00:00
R0_STATIC_REPAIRED,0.0,0.0,0.0,0.0,0.0,-3.809770088922946,0.0,-3.191562111989529,0.7136441119778782,N20,0.0,PRIMARY_ZERO_MAKER,3,0.0,0.09543613504446147,0.19068158850042252,stop_loss_upper,SNDKUSDT,0.09543613504446147,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
