bar_count,blocked_reason,calendar,complete,end_time,force_close_at,last_trade_bar,market_group,next_reference_open,observation_end,observation_start,previous_market_close,split,start_time,symbol,trade_start,window_key,window_kind
755,INCOMPLETE_WINDOW,NYSE,False,2026-07-25T08:34:00+00:00,2026-07-27T06:00:00+00:00,2026-07-25T08:34:00+00:00,US_STOCK,2026-07-27T08:00:00+00:00,2026-07-24T23:00:00+00:00,2026-07-24T20:00:00+00:00,2026-07-24T20:00:00+00:00,INCOMPLETE_WINDOW,2026-07-24T20:00:00+00:00,SNDKUSDT,2026-07-24T23:00:00+00:00,US_STOCK:2026-07-24T20:00:00+00:00:2026-07-27T08:00:00+00:00,WEEKEND
755,INCOMPLETE_WINDOW,NYSE,False,2026-07-25T08:34:00+00:00,2026-07-27T06:00:00+00:00,2026-07-25T08:34:00+00:00,US_STOCK,2026-07-27T08:00:00+00:00,2026-07-24T23:00:00+00:00,2026-07-24T20:00:00+00:00,2026-07-24T20:00:00+00:00,INCOMPLETE_WINDOW,2026-07-24T20:00:00+00:00,MUUSDT,2026-07-24T23:00:00+00:00,US_STOCK:2026-07-24T20:00:00+00:00:2026-07-27T08:00:00+00:00,WEEKEND
755,INCOMPLETE_WINDOW,NYSE,False,2026-07-25T08:34:00+00:00,2026-07-27T06:00:00+00:00,2026-07-25T08:34:00+00:00,US_LEVERAGED_ETF,2026-07-27T08:00:00+00:00,2026-07-24T23:00:00+00:00,2026-07-24T20:00:00+00:00,2026-07-24T20:00:00+00:00,INCOMPLETE_WINDOW,2026-07-24T20:00:00+00:00,SOXLUSDT,2026-07-24T23:00:00+00:00,US_LEVERAGED_ETF:2026-07-24T20:00:00+00:00:2026-07-27T08:00:00+00:00,WEEKEND
1565,INCOMPLETE_WINDOW,XKRX,False,2026-07-25T08:34:00+00:00,2026-07-26T22:00:00+00:00,2026-07-25T08:34:00+00:00,KR_STOCK,2026-07-27T00:00:00+00:00,2026-07-24T09:30:00+00:00,2026-07-24T06:30:00+00:00,2026-07-24T06:30:00+00:00,INCOMPLETE_WINDOW,2026-07-24T06:30:00+00:00,SKHYNIXUSDT,2026-07-24T09:30:00+00:00,KR_STOCK:2026-07-24T06:30:00+00:00:2026-07-27T00:00:00+00:00,WEEKEND
