timestamp,event_relative_minute,event_id,symbol,window_key,canonical_path,path_state_source,price,net_inventory,gross_inventory,gross_inventory_notional,inventory_utilization,inventory_age,unrealized_inventory_pnl,paired_grid_pnl,fills,fill_rate,one_sided_fill_ratio,reversal_ratio,ATR_pct,realized_vol,price_slope,grid_headroom_remaining,minutes_to_force_close
2026-06-19T02:08:59.999000+00:00,-115.0,D2-aabb8c8c40d9a340,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00,31111-NEUTRAL CONTROL,FILL_LEVEL_CONTROL_REPLAY,1127.82,0.16999999999999998,0.16999999999999998,191.72939999999997,0.38345879999999993,15.0,-0.9031000000000199,0.5489986260693491,2,0.4,1.0,0.47368421052631576,0.0026637989344803796,0.0020311607549910586,-0.46615584415584127,0.5281438034707573,4551.000016666667
2026-06-19T02:09:59.999000+00:00,-114.0,D2-aabb8c8c40d9a340,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00,31111-NEUTRAL CONTROL,FILL_LEVEL_CONTROL_REPLAY,1132.09,0.12,0.12,135.8508,0.2717016,16.0,-0.595200000000018,0.9984003832108421,1,0.6,0.6666666666666666,0.5263157894736842,0.002949033582640423,0.002257297959576534,-0.5428051948051936,1.080733346936924,4550.000016666667
2026-06-19T02:10:59.999000+00:00,-113.0,D2-aabb8c8c40d9a340,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00,31111-NEUTRAL CONTROL,FILL_LEVEL_CONTROL_REPLAY,1132.39,0.12,0.12,135.8868,0.2717736,17.0,-0.5591999999999963,0.9984003832108421,0,0.6,0.6666666666666666,0.47368421052631576,0.0027829886977353622,0.002205388437811876,-0.5981428571428555,1.1195569682577557,4549.000016666667
2026-06-19T02:11:59.999000+00:00,-112.0,D2-aabb8c8c40d9a340,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00,31111-NEUTRAL CONTROL,FILL_LEVEL_CONTROL_REPLAY,1130.51,0.12,0.12,135.6612,0.2713224,18.0,-0.7848000000000093,0.9984003832108421,0,0.6,0.6666666666666666,0.5263157894736842,0.002788248540165809,0.0022153489206761,-0.6331298701298692,0.876262274647344,4548.000016666667
2026-06-19T02:12:59.999000+00:00,-111.0,D2-aabb8c8c40d9a340,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00,31111-NEUTRAL CONTROL,FILL_LEVEL_CONTROL_REPLAY,1130.52,0.12,0.12,135.6624,0.2713248,19.0,-0.7836000000000104,0.9984003832108421,0,0.6,0.6666666666666666,0.5263157894736842,0.002783169312730928,0.00211485678402116,-0.6625194805194818,0.8775563953580364,4547.000016666667
2026-06-19T02:13:59.999000+00:00,-110.0,D2-aabb8c8c40d9a340,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00,31111-NEUTRAL CONTROL,FILL_LEVEL_CONTROL_REPLAY,1130.56,0.12,0.12,135.66719999999998,0.2713344,20.0,-0.7788000000000147,0.9984003832108421,0,0.6,0.6666666666666666,0.5263157894736842,0.0028759451700295165,0.0020912959672086274,-0.7301298701298725,0.882732878200806,4546.000016666667
2026-06-19T02:14:59.999000+00:00,-109.0,D2-aabb8c8c40d9a340,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00,31111-NEUTRAL CONTROL,FILL_LEVEL_CONTROL_REPLAY,1131.42,0.12,0.12,135.7704,0.27154079999999997,21.0,-0.6755999999999994,0.9984003832108421,0,0.2,0.6666666666666666,0.47368421052631576,0.002892698682060718,0.002106648113838264,-0.755584415584419,0.9940272593204725,4545.000016666667
2026-06-19T02:15:59.999000+00:00,-108.0,D2-aabb8c8c40d9a340,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00,31111-NEUTRAL CONTROL,FILL_LEVEL_CONTROL_REPLAY,1131.51,0.12,0.12,135.78119999999998,0.2715624,22.0,-0.6648000000000093,0.9984003832108421,0,0.0,0.6666666666666666,0.42105263157894735,0.0029120378962625235,0.002102552196064608,-0.7632467532467572,1.0056743457167043,4544.000016666667
2026-06-19T02:16:59.999000+00:00,-107.0,D2-aabb8c8c40d9a340,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00,31111-NEUTRAL CONTROL,FILL_LEVEL_CONTROL_REPLAY,1131.74,0.12,0.12,135.8088,0.27161759999999996,23.0,-0.637200000000007,0.9984003832108421,0,0.0,0.6666666666666666,0.3684210526315789,0.0029448964805142215,0.002082249097429053,-0.7738571428571471,1.0354391220626598,4543.000016666667
2026-06-19T02:17:59.999000+00:00,-106.0,D2-aabb8c8c40d9a340,MUUSDT,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00,31111-NEUTRAL CONTROL,FILL_LEVEL_CONTROL_REPLAY,1131.46,0.12,0.12,135.7752,0.2715504,24.0,-0.6708000000000037,0.9984003832108421,0,0.0,0.6666666666666666,0.3684210526315789,0.0030460012474401105,0.0020559552581110507,-0.7588311688311717,0.9992037421632423,4542.000016666667
