timestamp,event_relative_minute,event_id,symbol,window_key,canonical_path,path_state_source,price,net_inventory,gross_inventory,gross_inventory_notional,inventory_utilization,inventory_age,unrealized_inventory_pnl,paired_grid_pnl,fills,fill_rate,one_sided_fill_ratio,reversal_ratio,ATR_pct,realized_vol,price_slope,grid_headroom_remaining,minutes_to_force_close
2026-06-05T23:36:59.999000+00:00,-227.0,D2-e91166da0fe9e2c3,MUUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00,31111-NEUTRAL CONTROL,FILL_LEVEL_CONTROL_REPLAY,854.53,0.16,0.16,136.7248,0.27344959999999996,16.0,-1.0384000000000015,0.0,1,0.2,1.0,0.42105263157894735,0.0021306616335462704,0.0020378387114714843,-0.4589740259740246,0.9052248108331373,3263.0000166666664
2026-06-05T23:37:59.999000+00:00,-226.0,D2-e91166da0fe9e2c3,MUUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00,31111-NEUTRAL CONTROL,FILL_LEVEL_CONTROL_REPLAY,856.55,0.16,0.16,137.048,0.274096,17.0,-0.7152000000000044,0.0,0,0.2,1.0,0.47368421052631576,0.002344121350600843,0.0021575854115363138,-0.43758441558441535,1.1603171125241791,3262.0000166666664
2026-06-05T23:38:59.999000+00:00,-225.0,D2-e91166da0fe9e2c3,MUUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00,31111-NEUTRAL CONTROL,FILL_LEVEL_CONTROL_REPLAY,858.2,0.16,0.16,137.312,0.27462400000000003,18.0,-0.45119999999998983,0.0,0,0.2,1.0,0.42105263157894735,0.002473615873755713,0.0021829348488999955,-0.3888311688311679,1.3686845866777662,3261.0000166666664
2026-06-05T23:39:59.999000+00:00,-224.0,D2-e91166da0fe9e2c3,MUUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00,31111-NEUTRAL CONTROL,FILL_LEVEL_CONTROL_REPLAY,858.98,0.16,0.16,137.4368,0.2748736,19.0,-0.3263999999999942,0.0,0,0.2,1.0,0.3684210526315789,0.0023175327547955648,0.0021989835476131274,-0.34890909090909045,1.467185574459453,3260.0000166666664
2026-06-05T23:40:59.999000+00:00,-223.0,D2-e91166da0fe9e2c3,MUUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00,31111-NEUTRAL CONTROL,FILL_LEVEL_CONTROL_REPLAY,859.51,0.16,0.16,137.5216,0.2750432,20.0,-0.24159999999999854,0.0,0,0.2,1.0,0.3157894736842105,0.002308624349089282,0.0018398878265765166,-0.2889480519480518,1.5341157328239314,3259.0000166666664
2026-06-05T23:41:59.999000+00:00,-222.0,D2-e91166da0fe9e2c3,MUUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00,31111-NEUTRAL CONTROL,FILL_LEVEL_CONTROL_REPLAY,858.55,0.16,0.16,137.368,0.274736,21.0,-0.3952000000000044,0.0,0,0.2,1.0,0.3684210526315789,0.002327013153406503,0.0018357634873517677,-0.3031428571428578,1.4128837478618466,3258.0000166666664
2026-06-05T23:42:59.999000+00:00,-221.0,D2-e91166da0fe9e2c3,MUUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00,31111-NEUTRAL CONTROL,FILL_LEVEL_CONTROL_REPLAY,857.39,0.16,0.16,137.1824,0.2743648,22.0,-0.5807999999999993,0.0,0,0.0,1.0,0.3157894736842105,0.002297670838241653,0.0018273212957523296,-0.31705194805194925,1.2663950993660034,3257.0000166666664
2026-06-05T23:43:59.999000+00:00,-220.0,D2-e91166da0fe9e2c3,MUUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00,31111-NEUTRAL CONTROL,FILL_LEVEL_CONTROL_REPLAY,857.35,0.16,0.16,137.17600000000002,0.27435200000000004,23.0,-0.5871999999999935,0.0,0,0.0,1.0,0.3157894736842105,0.0021594781261195365,0.0018279227852338808,-0.3120649350649362,1.2613437666592546,3256.0000166666664
2026-06-05T23:44:59.999000+00:00,-219.0,D2-e91166da0fe9e2c3,MUUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00,31111-NEUTRAL CONTROL,FILL_LEVEL_CONTROL_REPLAY,855.29,0.16,0.16,136.8464,0.27369279999999996,24.0,-0.916800000000003,0.0,0,0.0,1.0,0.3157894736842105,0.0022431823458375962,0.0018797959042407564,-0.3272337662337683,1.0012001322614499,3255.0000166666664
2026-06-05T23:45:59.999000+00:00,-218.0,D2-e91166da0fe9e2c3,MUUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00,31111-NEUTRAL CONTROL,FILL_LEVEL_CONTROL_REPLAY,853.99,0.16,0.16,136.63840000000002,0.27327680000000004,25.0,-1.1247999999999956,0.0,0,0.0,1.0,0.2631578947368421,0.002405514952500289,0.001729188066631896,-0.34972727272727416,0.8370318192919717,3254.0000166666664
2026-06-05T23:46:59.999000+00:00,-217.0,D2-e91166da0fe9e2c3,MUUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00,31111-NEUTRAL CONTROL,FILL_LEVEL_CONTROL_REPLAY,855.36,0.16,0.16,136.85760000000002,0.27371520000000005,26.0,-0.905599999999995,0.0,0,0.0,1.0,0.3157894736842105,0.00247514830848165,0.001742050325044655,-0.390142857142858,1.0100399644982745,3253.0000166666664
