timestamp,event_relative_minute,event_id,symbol,window_key,canonical_path,path_state_source,price,net_inventory,gross_inventory,gross_inventory_notional,inventory_utilization,inventory_age,unrealized_inventory_pnl,paired_grid_pnl,fills,fill_rate,one_sided_fill_ratio,reversal_ratio,ATR_pct,realized_vol,price_slope,grid_headroom_remaining,minutes_to_force_close
2026-06-05T23:00:59.999000+00:00,-48.0,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00,31111-NEUTRAL CONTROL,FILL_LEVEL_CONTROL_REPLAY,1556.67,0.15000000000000002,0.15000000000000002,233.50050000000005,0.4670010000000001,0.0,1.6739000000000264,0.0,1,0.2,1.0,0.0,0.0005010695908573896,0.0,0.0,10.000000000000053,3299.0000166666664
2026-06-05T23:01:59.999000+00:00,-47.0,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00,31111-NEUTRAL CONTROL,FILL_LEVEL_CONTROL_REPLAY,1555.09,0.15000000000000002,0.15000000000000002,233.26350000000002,0.466527,1.0,1.436900000000003,0.0,0,0.2,1.0,0.0,0.0009420676616786927,0.0,-1.5800000000001546,8.985012880058026,3298.0000166666664
2026-06-05T23:02:59.999000+00:00,-46.0,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00,31111-NEUTRAL CONTROL,FILL_LEVEL_CONTROL_REPLAY,1553.05,0.15000000000000002,0.15000000000000002,232.95750000000004,0.4659150000000001,2.0,1.1309000000000085,0.0,0,0.2,1.0,0.0,0.0010774497494177595,0.0001484170304127952,-1.8100000000000591,7.674523180892523,3297.0000166666664
2026-06-05T23:03:59.999000+00:00,-45.0,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00,31111-NEUTRAL CONTROL,FILL_LEVEL_CONTROL_REPLAY,1553.96,0.15000000000000002,0.15000000000000002,233.09400000000005,0.4661880000000001,3.0,1.2674000000000207,0.0,0,0.2,1.0,0.5,0.0010505418414888004,0.0008335067891853198,-1.0170000000000072,8.259104370226218,3296.0000166666664
2026-06-05T23:04:59.999000+00:00,-44.0,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00,31111-NEUTRAL CONTROL,FILL_LEVEL_CONTROL_REPLAY,1555.03,0.15000000000000002,0.15000000000000002,233.25450000000004,0.46650900000000006,4.0,1.4279000000000113,0.0,0,0.2,1.0,0.3333333333333333,0.0009864761451547069,0.0009071506156318977,-0.44100000000000816,8.946469065376723,3295.0000166666664
2026-06-05T23:05:59.999000+00:00,-43.0,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00,31111-NEUTRAL CONTROL,FILL_LEVEL_CONTROL_REPLAY,1555.7,0.15000000000000002,0.15000000000000002,233.35500000000005,0.46671000000000007,5.0,1.5284000000000222,0.0,0,0.2,1.0,0.25,0.0009256283345117573,0.0008575460021936983,-0.1177142857142826,9.376874995985055,3294.0000166666664
2026-06-05T23:06:59.999000+00:00,-42.0,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00,31111-NEUTRAL CONTROL,FILL_LEVEL_CONTROL_REPLAY,1555.2,0.15000000000000002,0.15000000000000002,233.28000000000003,0.4665600000000001,6.0,1.4534000000000222,0.0,0,0.0,1.0,0.4,0.0009130658436213833,0.0007862678558169799,-0.04321428571427889,9.05567654030723,3293.0000166666664
2026-06-05T23:07:59.999000+00:00,-41.0,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00,31111-NEUTRAL CONTROL,FILL_LEVEL_CONTROL_REPLAY,1555.14,0.15000000000000002,0.15000000000000002,233.27100000000004,0.46654200000000007,7.0,1.4444000000000303,0.0,0,0.0,1.0,0.3333333333333333,0.0008560322543307888,0.0007291238579270597,-0.013571428571416229,9.017132725625926,3292.0000166666664
2026-06-05T23:08:59.999000+00:00,-40.0,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00,31111-NEUTRAL CONTROL,FILL_LEVEL_CONTROL_REPLAY,1555.23,0.15000000000000002,0.15000000000000002,233.28450000000004,0.46656900000000007,8.0,1.457900000000018,0.0,0,0.0,1.0,0.42857142857142855,0.0008308881787402564,0.0006851715902090718,0.0071666666666753065,9.074948447647882,3291.0000166666664
2026-06-05T23:09:59.999000+00:00,-39.0,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00,31111-NEUTRAL CONTROL,FILL_LEVEL_CONTROL_REPLAY,1554.81,0.15000000000000002,0.15000000000000002,233.22150000000002,0.46644300000000005,9.0,1.3949000000000071,0.0,0,0.0,1.0,0.5,0.0007801596336529789,0.0006478108375566459,-0.005575757575755261,8.805141744878462,3290.0000166666664
2026-06-05T23:10:59.999000+00:00,-38.0,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00,31111-NEUTRAL CONTROL,FILL_LEVEL_CONTROL_REPLAY,1555.42,0.15000000000000002,0.15000000000000002,233.31300000000005,0.4666260000000001,10.0,1.4864000000000261,0.0,0,0.0,1.0,0.5555555555555556,0.0007504550071830887,0.0006344248232821213,0.015454545454550002,9.19700386080549,3289.0000166666664
2026-06-05T23:11:59.999000+00:00,-37.0,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00,31111-NEUTRAL CONTROL,FILL_LEVEL_CONTROL_REPLAY,1555.21,0.15000000000000002,0.15000000000000002,233.28150000000005,0.4665630000000001,11.0,1.4549000000000207,0.0,0,0.0,0.0,0.6,0.0007415933110855295,0.0006051060778706821,0.018916083916088178,9.06210050942078,3288.0000166666664
2026-06-05T23:12:59.999000+00:00,-36.0,D2-cb237b14dd2e1af4,SNDKUSDT,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00,31111-NEUTRAL CONTROL,FILL_LEVEL_CONTROL_REPLAY,1554.25,0.15000000000000002,0.15000000000000002,233.13750000000005,0.4662750000000001,12.0,1.3109000000000153,0.0,0,0.0,0.0,0.5454545454545454,0.0008002870541072281,0.0005977237969609428,-0.011263736263733516,8.445399474519332,3287.0000166666664
