comparison,scope,seed,metric,w_median,control_median,delta_w_minus_control,ratio_w_to_control,evaluation_status
W_VS_O,SYMBOL:COINUSDT,,base_volume_per_hour,870.5218181818182,1373.687142857143,-503.1653246753249,0.6337118482241981,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:COINUSDT,,quote_volume_per_hour,151437.1706581818,259977.2097,-108540.0390418182,0.5825017155655002,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:COINUSDT,,median_trade_size,64.7904,30.6288,34.16160000000001,2.1153424228177404,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:COINUSDT,,aggtrade_event_count_per_hour,669.6666666666666,933.5,-263.83333333333337,0.7173718978753794,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:CRCLUSDT,,window_realized_volatility,0.03342880976423094,0.01659862263967758,0.01683018712455336,2.0139508253125924,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:CRCLUSDT,,hourly_realized_volatility,0.004502314686699121,0.006273689658684764,-0.001771374971985643,0.7176502077157256,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:CRCLUSDT,,directional_efficiency,0.02342404409231844,0.04262102060714004,-0.019196976514821603,0.5495889999498124,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:CRCLUSDT,,completed_grid_cycles_per_hour,2.2181818181818183,5.142857142857143,-2.924675324675325,0.4313131313131313,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:CRCLUSDT,,fee_adjusted_cycle_capacity_per_hour,0.0024400000000000003,0.005657142857142858,-0.0032171428571428577,0.4313131313131313,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:CRCLUSDT,,zero_trade_ratio,0.019696969696969695,0.0,0.019696969696969695,,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:CRCLUSDT,,trades_per_hour,2624.4363636363637,5570.714285714286,-2946.2779220779225,0.47111307976547107,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:CRCLUSDT,,base_volume_per_hour,5920.195740740741,14009.371428571427,-8089.175687830686,0.4225882489393344,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:CRCLUSDT,,quote_volume_per_hour,661694.0278327273,1522892.2699785715,-861198.2421458442,0.43449825104308787,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:CRCLUSDT,,median_trade_size,100.521,186.72715,-86.20615,0.5383309283090327,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:CRCLUSDT,,aggtrade_event_count_per_hour,1197.8727272727272,2196.142857142857,-998.2701298701297,0.545443901054387,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:HOODUSDT,,window_realized_volatility,0.022227040223377948,0.01006453533353778,0.012162504889840168,2.208451705595526,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:HOODUSDT,,hourly_realized_volatility,0.002919491244305228,0.0038040367934233537,-0.0008845455491181256,0.7674718733931857,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:HOODUSDT,,directional_efficiency,0.02340182648401815,0.055547859232859056,-0.03214603274884091,0.4212912397922784,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:HOODUSDT,,completed_grid_cycles_per_hour,1.1090909090909091,2.6428571428571432,-1.533766233766234,0.4196560196560196,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:HOODUSDT,,fee_adjusted_cycle_capacity_per_hour,0.0012200000000000002,0.0029071428571428573,-0.001687142857142857,0.4196560196560197,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:HOODUSDT,,zero_trade_ratio,0.1503030303030303,0.025,0.1253030303030303,6.012121212121212,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:HOODUSDT,,trades_per_hour,899.6909090909091,1317.357142857143,-417.66623376623374,0.6829514030945468,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:HOODUSDT,,base_volume_per_hour,1686.6652727272726,3528.7892857142856,-1842.124012987013,0.47797279354577943,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:HOODUSDT,,quote_volume_per_hour,112130.39177999999,272657.7552928572,-160527.36351285718,0.4112495962550656,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:HOODUSDT,,median_trade_size,36.68,92.432,-55.752,0.39683226588194564,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:HOODUSDT,,aggtrade_event_count_per_hour,400.0,538.5,-138.5,0.7428040854224698,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:INTCUSDT,,window_realized_volatility,0.028213447512225768,0.013306054654981395,0.014907392857244373,2.1203465823480205,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:INTCUSDT,,hourly_realized_volatility,0.0038043004864713025,0.005029215935502018,-0.0012249154490307154,0.7564400763976256,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:INTCUSDT,,directional_efficiency,0.01575017712136899,0.04878295632812124,-0.03303277920675225,0.3228622926300533,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:INTCUSDT,,completed_grid_cycles_per_hour,1.290909090909091,3.7857142857142856,-2.4948051948051946,0.3409948542024014,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:INTCUSDT,,fee_adjusted_cycle_capacity_per_hour,0.0014200000000000003,0.004164285714285714,-0.002744285714285714,0.34099485420240144,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:INTCUSDT,,zero_trade_ratio,0.13272727272727272,0.010714285714285714,0.122012987012987,12.387878787878787,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:INTCUSDT,,trades_per_hour,1120.8909090909092,2035.0,-914.1090909090908,0.5508063435336163,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:INTCUSDT,,base_volume_per_hour,3748.4110909090914,8078.976428571428,-4330.565337662337,0.46397103940701895,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:INTCUSDT,,quote_volume_per_hour,318497.9364381818,476182.18479285715,-157684.24835467536,0.6688573126202334,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:INTCUSDT,,median_trade_size,65.6474,121.0609,-55.4135,0.5422675694629728,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:INTCUSDT,,aggtrade_event_count_per_hour,499.6,727.9285714285713,-228.3285714285713,0.6863310764399962,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:MSTRUSDT,,window_realized_volatility,0.029194529971036096,0.01281504629180213,0.016379483679233968,2.278144714132795,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:MSTRUSDT,,hourly_realized_volatility,0.003936589618230306,0.004843632218269844,-0.0009070426000395374,0.8127350386723757,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:MSTRUSDT,,directional_efficiency,0.026380406724170552,0.043661955368152344,-0.017281548643981792,0.6041966398832609,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:MSTRUSDT,,completed_grid_cycles_per_hour,2.018181818181818,3.7142857142857144,-1.6961038961038963,0.5433566433566434,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:MSTRUSDT,,fee_adjusted_cycle_capacity_per_hour,0.00222,0.004085714285714286,-0.001865714285714286,0.5433566433566434,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:MSTRUSDT,,zero_trade_ratio,0.010303030303030303,0.0,0.010303030303030303,,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:MSTRUSDT,,trades_per_hour,1767.6909090909091,2558.214285714286,-790.5233766233766,0.6909862551241862,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:MSTRUSDT,,base_volume_per_hour,2929.037592592593,4332.022142857143,-1402.9845502645503,0.6761363391048538,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:MSTRUSDT,,quote_volume_per_hour,418530.51101454545,623170.8933428571,-204640.38232831168,0.6716143444528269,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:MSTRUSDT,,median_trade_size,100.2737,68.088425,32.185275000000004,1.4726981862188764,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:MSTRUSDT,,aggtrade_event_count_per_hour,1005.8909090909091,1294.3571428571427,-288.4662337662336,0.7771355183087428,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:PLTRUSDT,,window_realized_volatility,0.021192059098136495,0.008937239030296341,0.012254820067840153,2.371208717401151,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:PLTRUSDT,,hourly_realized_volatility,0.0026558534794253433,0.003377958840243454,-0.0007221053608181109,0.7862302665694803,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:PLTRUSDT,,directional_efficiency,0.01415851700481703,0.03461450455403245,-0.020455987549215418,0.4090342238675093,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:PLTRUSDT,,completed_grid_cycles_per_hour,1.1090909090909091,2.142857142857143,-1.0337662337662337,0.5175757575757576,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:PLTRUSDT,,fee_adjusted_cycle_capacity_per_hour,0.0012200000000000002,0.002357142857142857,-0.001137142857142857,0.5175757575757577,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:PLTRUSDT,,zero_trade_ratio,0.20308641975308642,0.07023809523809524,0.13284832451499118,2.891399874450722,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:PLTRUSDT,,trades_per_hour,444.8363636363636,739.2857142857142,-294.4493506493506,0.6017110232762407,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:PLTRUSDT,,base_volume_per_hour,394.3412727272727,924.2671428571429,-529.9258701298702,0.4266529171514898,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:PLTRUSDT,,quote_volume_per_hour,53992.26693272727,136589.76202857142,-82597.49509584415,0.39528780291332033,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:PLTRUSDT,,median_trade_size,36.4176,36.263999999999996,0.1536000000000044,1.0042356055592325,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:PLTRUSDT,,aggtrade_event_count_per_hour,265.56363636363636,394.5,-128.93636363636364,0.6731651111879249,NOT_EVALUATED_TECHNICAL_GATE_FAILED
