window_id,symbol,asset_group,group,seed,calendar_key,month,split,diagnostic_view,status,skip_reason,tradable_rows,tradable_hours,window_realized_volatility,hourly_realized_volatility,directional_efficiency,completed_grid_cycles_per_hour,fee_adjusted_cycle_capacity_per_hour,zero_trade_ratio,trades_per_hour,aggtrade_event_count_per_hour
AMZNUSDT-O-20260209T210000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-02-09T21:00:00Z:2026-02-10T07:00:00Z,2026-02,DESCRIPTIVE_EXPOSED,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,240,4.0,,,,,,,,
AMZNUSDT-O-20260210T210000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-02-10T21:00:00Z:2026-02-11T07:00:00Z,2026-02,DESCRIPTIVE_EXPOSED,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260211T210000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-02-11T21:00:00Z:2026-02-12T07:00:00Z,2026-02,DESCRIPTIVE_EXPOSED,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260212T210000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-02-12T21:00:00Z:2026-02-13T07:00:00Z,2026-02,DESCRIPTIVE_EXPOSED,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-nyse_20260213T210000Z,AMZNUSDT,TRADITIONAL_EQUITY,W,,W:2026-02-13T21:00:00Z:2026-02-17T07:00:00Z,2026-02,DESCRIPTIVE_EXPOSED,W_HEAD_10H,READY,,600,10.0,0.006144943655075528,0.001943201804343877,0.005758157389635547,0.7,0.00077,0.4066666666666667,150.6,104.4
AMZNUSDT-nyse_20260213T210000Z,AMZNUSDT,TRADITIONAL_EQUITY,W,,W:2026-02-13T21:00:00Z:2026-02-17T07:00:00Z,2026-02,DESCRIPTIVE_EXPOSED,W_TAIL_10H,READY,,600,10.0,0.010929877350144897,0.003456330697274357,0.015962441314554078,1.6,0.0017600000000000003,0.68,76.2,56.9
AMZNUSDT-O-20260217T210000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-02-17T21:00:00Z:2026-02-18T07:00:00Z,2026-02,DESCRIPTIVE_EXPOSED,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260218T210000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-02-18T21:00:00Z:2026-02-19T07:00:00Z,2026-02,DESCRIPTIVE_EXPOSED,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260219T210000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-02-19T21:00:00Z:2026-02-20T07:00:00Z,2026-02,DESCRIPTIVE_EXPOSED,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-nyse_20260220T210000Z,AMZNUSDT,TRADITIONAL_EQUITY,W,,W:2026-02-20T21:00:00Z:2026-02-23T07:00:00Z,2026-02,DESCRIPTIVE_EXPOSED,W_HEAD_10H,READY,,600,10.0,0.004372936019231187,0.0013828437882960425,0.028019323671496215,0.0,0.0,0.5866666666666667,144.7,129.5
AMZNUSDT-nyse_20260220T210000Z,AMZNUSDT,TRADITIONAL_EQUITY,W,,W:2026-02-20T21:00:00Z:2026-02-23T07:00:00Z,2026-02,DESCRIPTIVE_EXPOSED,W_TAIL_10H,READY,,600,10.0,0.01720432384404252,0.005440484895031784,0.03970789593792784,3.8,0.00418,0.375,265.1,192.8
AMZNUSDT-O-20260223T210000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-02-23T21:00:00Z:2026-02-24T07:00:00Z,2026-02,DESCRIPTIVE_EXPOSED,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260224T210000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-02-24T21:00:00Z:2026-02-25T07:00:00Z,2026-02,DESCRIPTIVE_EXPOSED,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260225T210000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-02-25T21:00:00Z:2026-02-26T07:00:00Z,2026-02,DESCRIPTIVE_EXPOSED,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260226T210000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-02-26T21:00:00Z:2026-02-27T07:00:00Z,2026-02,DESCRIPTIVE_EXPOSED,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-nyse_20260227T210000Z,AMZNUSDT,TRADITIONAL_EQUITY,W,,W:2026-02-27T21:00:00Z:2026-03-02T07:00:00Z,2026-02,DESCRIPTIVE_EXPOSED,W_HEAD_10H,READY,,600,10.0,0.005228627070712889,0.0016534370579067005,0.06365503080082152,0.4,0.00044000000000000007,0.25666666666666665,738.6,566.1
AMZNUSDT-nyse_20260227T210000Z,AMZNUSDT,TRADITIONAL_EQUITY,W,,W:2026-02-27T21:00:00Z:2026-03-02T07:00:00Z,2026-02,DESCRIPTIVE_EXPOSED,W_TAIL_10H,READY,,600,10.0,0.016193859424874908,0.005120947989118908,0.064359323352129,4.4,0.0048400000000000006,0.06166666666666667,723.1,499.1
AMZNUSDT-O-20260302T210000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-03-02T21:00:00Z:2026-03-03T07:00:00Z,2026-03,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260303T210000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-03-03T21:00:00Z:2026-03-04T07:00:00Z,2026-03,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260304T210000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-03-04T21:00:00Z:2026-03-05T07:00:00Z,2026-03,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260305T210000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-03-05T21:00:00Z:2026-03-06T07:00:00Z,2026-03,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-nyse_20260306T210000Z,AMZNUSDT,TRADITIONAL_EQUITY,W,,W:2026-03-06T21:00:00Z:2026-03-09T06:00:00Z,2026-03,RESEARCH_DEVELOPMENT,W_HEAD_10H,READY,,600,10.0,0.0036099075036998217,0.0011415529854224148,0.03099885189437085,0.1,0.00011000000000000002,0.41,134.2,89.7
AMZNUSDT-nyse_20260306T210000Z,AMZNUSDT,TRADITIONAL_EQUITY,W,,W:2026-03-06T21:00:00Z:2026-03-09T06:00:00Z,2026-03,RESEARCH_DEVELOPMENT,W_TAIL_10H,READY,,600,10.0,0.0188264026307519,0.005953431246056194,0.07058580004139876,2.8,0.00308,0.04666666666666667,1582.9,1143.9
AMZNUSDT-O-20260309T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-03-09T20:00:00Z:2026-03-10T06:00:00Z,2026-03,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260310T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-03-10T20:00:00Z:2026-03-11T06:00:00Z,2026-03,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260311T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-03-11T20:00:00Z:2026-03-12T06:00:00Z,2026-03,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260312T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-03-12T20:00:00Z:2026-03-13T06:00:00Z,2026-03,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-nyse_20260313T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,W,,W:2026-03-13T20:00:00Z:2026-03-16T06:00:00Z,2026-03,RESEARCH_DEVELOPMENT,W_HEAD_10H,READY,,600,10.0,0.004876100976302622,0.0015419585186087004,0.02162162162162184,0.2,0.00022000000000000003,0.5166666666666667,181.4,114.7
AMZNUSDT-nyse_20260313T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,W,,W:2026-03-13T20:00:00Z:2026-03-16T06:00:00Z,2026-03,RESEARCH_DEVELOPMENT,W_TAIL_10H,READY,,600,10.0,0.007811312306907117,0.00247015384047307,0.0690717113946328,1.2,0.00132,0.2833333333333333,440.6,292.7
AMZNUSDT-O-20260316T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-03-16T20:00:00Z:2026-03-17T06:00:00Z,2026-03,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260317T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-03-17T20:00:00Z:2026-03-18T06:00:00Z,2026-03,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260318T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-03-18T20:00:00Z:2026-03-19T06:00:00Z,2026-03,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260319T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-03-19T20:00:00Z:2026-03-20T06:00:00Z,2026-03,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-nyse_20260320T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,W,,W:2026-03-20T20:00:00Z:2026-03-23T06:00:00Z,2026-03,RESEARCH_DEVELOPMENT,W_HEAD_10H,READY,,600,10.0,0.003238078397050123,0.001023970297686544,0.08430232558139379,0.0,0.0,0.5416666666666666,161.8,88.7
AMZNUSDT-nyse_20260320T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,W,,W:2026-03-20T20:00:00Z:2026-03-23T06:00:00Z,2026-03,RESEARCH_DEVELOPMENT,W_TAIL_10H,READY,,600,10.0,0.009741111277034963,0.0030804098576581937,0.09549165779197812,1.5,0.00165,0.135,890.0,571.6
AMZNUSDT-O-20260323T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-03-23T20:00:00Z:2026-03-24T06:00:00Z,2026-03,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260324T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-03-24T20:00:00Z:2026-03-25T06:00:00Z,2026-03,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260325T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-03-25T20:00:00Z:2026-03-26T06:00:00Z,2026-03,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260326T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-03-26T20:00:00Z:2026-03-27T06:00:00Z,2026-03,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-nyse_20260327T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,W,,W:2026-03-27T20:00:00Z:2026-03-30T06:00:00Z,2026-03,RESEARCH_DEVELOPMENT,W_HEAD_10H,READY,,600,10.0,0.002344072214410047,0.0007412607197450315,0.07936507936508509,0.1,0.00011000000000000002,0.4483333333333333,134.3,76.8
AMZNUSDT-nyse_20260327T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,W,,W:2026-03-27T20:00:00Z:2026-03-30T06:00:00Z,2026-03,RESEARCH_DEVELOPMENT,W_TAIL_10H,READY,,600,10.0,0.009347784756839875,0.002956029090861724,0.05407523510971833,1.4,0.00154,0.2866666666666667,484.0,323.7
AMZNUSDT-O-20260330T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-03-30T20:00:00Z:2026-03-31T06:00:00Z,2026-03,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260331T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-03-31T20:00:00Z:2026-04-01T06:00:00Z,2026-03,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260401T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-04-01T20:00:00Z:2026-04-02T06:00:00Z,2026-04,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-nyse_20260402T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,W,,W:2026-04-02T20:00:00Z:2026-04-06T06:00:00Z,2026-04,RESEARCH_DEVELOPMENT,W_HEAD_10H,READY,,600,10.0,0.0036559942807081122,0.0011561269039586626,0.008474576271184706,0.1,0.00011000000000000002,0.46,410.7,356.6
AMZNUSDT-nyse_20260402T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,W,,W:2026-04-02T20:00:00Z:2026-04-06T06:00:00Z,2026-04,RESEARCH_DEVELOPMENT,W_TAIL_10H,READY,,600,10.0,0.008212341574489636,0.002596970429868059,0.010567514677104126,1.2,0.00132,0.2783333333333333,317.7,223.7
AMZNUSDT-O-20260406T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-04-06T20:00:00Z:2026-04-07T06:00:00Z,2026-04,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260407T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-04-07T20:00:00Z:2026-04-08T06:00:00Z,2026-04,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260408T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-04-08T20:00:00Z:2026-04-09T06:00:00Z,2026-04,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260409T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-04-09T20:00:00Z:2026-04-10T06:00:00Z,2026-04,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-nyse_20260410T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,W,,W:2026-04-10T20:00:00Z:2026-04-13T06:00:00Z,2026-04,RESEARCH_DEVELOPMENT,W_HEAD_10H,READY,,600,10.0,0.00451937327506452,0.0014291513145698535,0.019243530192434674,0.2,0.00022000000000000003,0.29333333333333333,258.2,174.2
AMZNUSDT-nyse_20260410T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,W,,W:2026-04-10T20:00:00Z:2026-04-13T06:00:00Z,2026-04,RESEARCH_DEVELOPMENT,W_TAIL_10H,READY,,600,10.0,0.01484042114378149,0.0046929532250470675,0.02386831275720204,1.7,0.0018700000000000001,0.08666666666666667,854.5,551.4
AMZNUSDT-O-20260413T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-04-13T20:00:00Z:2026-04-14T06:00:00Z,2026-04,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260414T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-04-14T20:00:00Z:2026-04-15T06:00:00Z,2026-04,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260415T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-04-15T20:00:00Z:2026-04-16T06:00:00Z,2026-04,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260416T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-04-16T20:00:00Z:2026-04-17T06:00:00Z,2026-04,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-nyse_20260417T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,W,,W:2026-04-17T20:00:00Z:2026-04-20T06:00:00Z,2026-04,RESEARCH_DEVELOPMENT,W_HEAD_10H,READY,,600,10.0,0.003787941551483623,0.0011978522946280213,0.021571648690292957,0.2,0.00022000000000000003,0.345,204.4,139.9
AMZNUSDT-nyse_20260417T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,W,,W:2026-04-17T20:00:00Z:2026-04-20T06:00:00Z,2026-04,RESEARCH_DEVELOPMENT,W_TAIL_10H,READY,,600,10.0,0.006468836273649494,0.002045625643544866,0.027145359019264813,0.5,0.00055,0.09,1065.0,846.4
AMZNUSDT-O-20260420T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-04-20T20:00:00Z:2026-04-21T06:00:00Z,2026-04,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260421T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-04-21T20:00:00Z:2026-04-22T06:00:00Z,2026-04,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260422T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-04-22T20:00:00Z:2026-04-23T06:00:00Z,2026-04,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260423T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-04-23T20:00:00Z:2026-04-24T06:00:00Z,2026-04,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-nyse_20260424T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,W,,W:2026-04-24T20:00:00Z:2026-04-27T06:00:00Z,2026-04,RESEARCH_DEVELOPMENT,W_HEAD_10H,READY,,600,10.0,0.0032877167443497502,0.001039667321361873,0.018587360594794204,0.2,0.00022000000000000003,0.16,329.5,199.7
AMZNUSDT-nyse_20260424T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,W,,W:2026-04-24T20:00:00Z:2026-04-27T06:00:00Z,2026-04,RESEARCH_DEVELOPMENT,W_TAIL_10H,READY,,600,10.0,0.00821527644109145,0.002597898516177108,0.009578544061303151,0.8,0.0008800000000000001,0.015,1087.2,725.3
AMZNUSDT-O-20260427T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-04-27T20:00:00Z:2026-04-28T06:00:00Z,2026-04,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260428T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-04-28T20:00:00Z:2026-04-29T06:00:00Z,2026-04,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260429T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-04-29T20:00:00Z:2026-04-30T06:00:00Z,2026-04,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260430T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-04-30T20:00:00Z:2026-05-01T06:00:00Z,2026-04,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-nyse_20260501T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,W,,W:2026-05-01T20:00:00Z:2026-05-04T06:00:00Z,2026-05,RESEARCH_DEVELOPMENT,W_HEAD_10H,READY,,600,10.0,0.0038859500424011464,0.0012288453007615512,0.007398273736128505,0.4,0.00044000000000000007,0.11166666666666666,386.6,262.3
AMZNUSDT-nyse_20260501T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,W,,W:2026-05-01T20:00:00Z:2026-05-04T06:00:00Z,2026-05,RESEARCH_DEVELOPMENT,W_TAIL_10H,READY,,600,10.0,0.0068813256813426765,0.00217606624744529,0.006202618883528657,0.5,0.00055,0.06666666666666667,914.5,593.8
AMZNUSDT-O-20260504T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-05-04T20:00:00Z:2026-05-05T06:00:00Z,2026-05,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260505T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-05-05T20:00:00Z:2026-05-06T06:00:00Z,2026-05,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260506T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-05-06T20:00:00Z:2026-05-07T06:00:00Z,2026-05,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260507T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-05-07T20:00:00Z:2026-05-08T06:00:00Z,2026-05,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-nyse_20260508T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,W,,W:2026-05-08T20:00:00Z:2026-05-11T06:00:00Z,2026-05,RESEARCH_DEVELOPMENT,W_HEAD_10H,READY,,600,10.0,0.0024393173293385754,0.000771379869662897,0.021864211737630063,0.1,0.00011000000000000002,0.18666666666666668,337.0,200.7
AMZNUSDT-nyse_20260508T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,W,,W:2026-05-08T20:00:00Z:2026-05-11T06:00:00Z,2026-05,RESEARCH_DEVELOPMENT,W_TAIL_10H,READY,,600,10.0,0.008092924201231165,0.002559207340698934,0.06619078520441167,1.2,0.00132,0.01,1037.3,667.6
AMZNUSDT-O-20260511T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-05-11T20:00:00Z:2026-05-12T06:00:00Z,2026-05,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260512T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-05-12T20:00:00Z:2026-05-13T06:00:00Z,2026-05,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260513T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-05-13T20:00:00Z:2026-05-14T06:00:00Z,2026-05,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260514T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-05-14T20:00:00Z:2026-05-15T06:00:00Z,2026-05,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-nyse_20260515T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,W,,W:2026-05-15T20:00:00Z:2026-05-18T06:00:00Z,2026-05,RESEARCH_DEVELOPMENT,W_HEAD_10H,READY,,600,10.0,0.004207187104632875,0.0013304293793129024,0.022193211488249195,0.3,0.00033,0.25,441.8,252.9
AMZNUSDT-nyse_20260515T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,W,,W:2026-05-15T20:00:00Z:2026-05-18T06:00:00Z,2026-05,RESEARCH_DEVELOPMENT,W_TAIL_10H,READY,,600,10.0,0.008886664223496203,0.002810209974737962,0.036261079774375954,1.2,0.00132,0.16,878.9,437.9
AMZNUSDT-O-20260518T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-05-18T20:00:00Z:2026-05-19T06:00:00Z,2026-05,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260519T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-05-19T20:00:00Z:2026-05-20T06:00:00Z,2026-05,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
AMZNUSDT-O-20260520T200000Z,AMZNUSDT,TRADITIONAL_EQUITY,O,,O:2026-05-20T20:00:00Z:2026-05-21T06:00:00Z,2026-05,RESEARCH_DEVELOPMENT,O_FULL,SKIPPED,INSUFFICIENT_10H_TRADABLE_ROWS,420,7.0,,,,,,,,
