candidate_id,complete_window,data_complete,data_sha,expected_symbols,exposure_status,first_seen_at,force_close_at,force_close_covered,funding_complete,funding_sha,market_calendar,observed_symbols,oos_eligible,portfolio_complete,rules_frozen,rules_sha,source_window_key,symbol,window_end,window_key,window_start
31111-NEUTRAL,True,True,55641b858bf1bd1cca88d143c7079117dfc3fb6862759fdb4941107829fa69e5,MUUSDT;SNDKUSDT;SOXLUSDT,EXPOSED_HISTORY,2026-07-02T20:00:00+00:00,2026-07-06T06:00:00+00:00,True,True,4e27180a976986b652f50e1a601483e6853ca6fce1b0582964f28d557e62c010,NYSE,MUUSDT;SNDKUSDT;SOXLUSDT,False,True,True,6d6348ddd35f9319f5782b1b82acc7848ddad042583266c06cc4caa8ce361543,NYSE:2026-07-02T20:00:00+00:00:2026-07-06T08:00:00+00:00,SOXLUSDT,2026-07-06T06:00:00+00:00,NYSE:2026-07-02T20:00:00+00:00:2026-07-06T06:00:00+00:00,2026-07-02T20:00:00+00:00
31111-NEUTRAL,True,True,55641b858bf1bd1cca88d143c7079117dfc3fb6862759fdb4941107829fa69e5,MUUSDT;SNDKUSDT;SOXLUSDT,EXPOSED_HISTORY,2026-07-10T20:00:00+00:00,2026-07-13T06:00:00+00:00,True,True,4e27180a976986b652f50e1a601483e6853ca6fce1b0582964f28d557e62c010,NYSE,MUUSDT;SNDKUSDT;SOXLUSDT,False,True,True,6d6348ddd35f9319f5782b1b82acc7848ddad042583266c06cc4caa8ce361543,NYSE:2026-07-10T20:00:00+00:00:2026-07-13T08:00:00+00:00,SOXLUSDT,2026-07-13T06:00:00+00:00,NYSE:2026-07-10T20:00:00+00:00:2026-07-13T06:00:00+00:00,2026-07-10T20:00:00+00:00
31111-NEUTRAL,True,True,55641b858bf1bd1cca88d143c7079117dfc3fb6862759fdb4941107829fa69e5,MUUSDT;SNDKUSDT;SOXLUSDT,EXPOSED_HISTORY,2026-07-17T20:00:00+00:00,2026-07-20T06:00:00+00:00,True,True,4e27180a976986b652f50e1a601483e6853ca6fce1b0582964f28d557e62c010,NYSE,MUUSDT;SNDKUSDT;SOXLUSDT,False,True,True,6d6348ddd35f9319f5782b1b82acc7848ddad042583266c06cc4caa8ce361543,NYSE:2026-07-17T20:00:00+00:00:2026-07-20T08:00:00+00:00,SOXLUSDT,2026-07-20T06:00:00+00:00,NYSE:2026-07-17T20:00:00+00:00:2026-07-20T06:00:00+00:00,2026-07-17T20:00:00+00:00
31111-NEUTRAL,False,False,55641b858bf1bd1cca88d143c7079117dfc3fb6862759fdb4941107829fa69e5,MUUSDT;SNDKUSDT;SOXLUSDT,INCOMPLETE_WINDOW,2026-07-24T20:00:00+00:00,2026-07-27T06:00:00+00:00,False,False,4e27180a976986b652f50e1a601483e6853ca6fce1b0582964f28d557e62c010,NYSE,MUUSDT;SNDKUSDT;SOXLUSDT,False,False,True,6d6348ddd35f9319f5782b1b82acc7848ddad042583266c06cc4caa8ce361543,NYSE:2026-07-24T20:00:00+00:00:2026-07-27T08:00:00+00:00,SOXLUSDT,2026-07-27T06:00:00+00:00,NYSE:2026-07-24T20:00:00+00:00:2026-07-27T06:00:00+00:00,2026-07-24T20:00:00+00:00
31111-NEUTRAL,True,True,c9b182463ca265f4caf567b80a4bac7f98c76158f61368cd2a4b1d02449d987a,SKHYNIXUSDT,EXPOSED_HISTORY,2026-06-05T06:30:00+00:00,2026-06-07T22:00:00+00:00,True,True,a870812c13c34096c8462c5787ebe59bc34c5954ab89f4dc178d399eda13f9a4,XKRX,SKHYNIXUSDT,False,True,True,6d6348ddd35f9319f5782b1b82acc7848ddad042583266c06cc4caa8ce361543,XKRX:2026-06-05T06:30:00+00:00:2026-06-08T00:00:00+00:00,SKHYNIXUSDT,2026-06-07T22:00:00+00:00,XKRX:2026-06-05T06:30:00+00:00:2026-06-07T22:00:00+00:00,2026-06-05T06:30:00+00:00
31111-NEUTRAL,True,True,c9b182463ca265f4caf567b80a4bac7f98c76158f61368cd2a4b1d02449d987a,SKHYNIXUSDT,EXPOSED_HISTORY,2026-06-12T06:30:00+00:00,2026-06-14T22:00:00+00:00,True,True,a870812c13c34096c8462c5787ebe59bc34c5954ab89f4dc178d399eda13f9a4,XKRX,SKHYNIXUSDT,False,True,True,6d6348ddd35f9319f5782b1b82acc7848ddad042583266c06cc4caa8ce361543,XKRX:2026-06-12T06:30:00+00:00:2026-06-15T00:00:00+00:00,SKHYNIXUSDT,2026-06-14T22:00:00+00:00,XKRX:2026-06-12T06:30:00+00:00:2026-06-14T22:00:00+00:00,2026-06-12T06:30:00+00:00
31111-NEUTRAL,True,True,c9b182463ca265f4caf567b80a4bac7f98c76158f61368cd2a4b1d02449d987a,SKHYNIXUSDT,EXPOSED_HISTORY,2026-06-19T06:30:00+00:00,2026-06-21T22:00:00+00:00,True,True,a870812c13c34096c8462c5787ebe59bc34c5954ab89f4dc178d399eda13f9a4,XKRX,SKHYNIXUSDT,False,True,True,6d6348ddd35f9319f5782b1b82acc7848ddad042583266c06cc4caa8ce361543,XKRX:2026-06-19T06:30:00+00:00:2026-06-22T00:00:00+00:00,SKHYNIXUSDT,2026-06-21T22:00:00+00:00,XKRX:2026-06-19T06:30:00+00:00:2026-06-21T22:00:00+00:00,2026-06-19T06:30:00+00:00
31111-NEUTRAL,True,True,c9b182463ca265f4caf567b80a4bac7f98c76158f61368cd2a4b1d02449d987a,SKHYNIXUSDT,EXPOSED_HISTORY,2026-06-26T06:30:00+00:00,2026-06-28T22:00:00+00:00,True,True,a870812c13c34096c8462c5787ebe59bc34c5954ab89f4dc178d399eda13f9a4,XKRX,SKHYNIXUSDT,False,True,True,6d6348ddd35f9319f5782b1b82acc7848ddad042583266c06cc4caa8ce361543,XKRX:2026-06-26T06:30:00+00:00:2026-06-29T00:00:00+00:00,SKHYNIXUSDT,2026-06-28T22:00:00+00:00,XKRX:2026-06-26T06:30:00+00:00:2026-06-28T22:00:00+00:00,2026-06-26T06:30:00+00:00
31111-NEUTRAL,True,True,c9b182463ca265f4caf567b80a4bac7f98c76158f61368cd2a4b1d02449d987a,SKHYNIXUSDT,EXPOSED_HISTORY,2026-07-03T06:30:00+00:00,2026-07-05T22:00:00+00:00,True,True,a870812c13c34096c8462c5787ebe59bc34c5954ab89f4dc178d399eda13f9a4,XKRX,SKHYNIXUSDT,False,True,True,6d6348ddd35f9319f5782b1b82acc7848ddad042583266c06cc4caa8ce361543,XKRX:2026-07-03T06:30:00+00:00:2026-07-06T00:00:00+00:00,SKHYNIXUSDT,2026-07-05T22:00:00+00:00,XKRX:2026-07-03T06:30:00+00:00:2026-07-05T22:00:00+00:00,2026-07-03T06:30:00+00:00
31111-NEUTRAL,True,True,c9b182463ca265f4caf567b80a4bac7f98c76158f61368cd2a4b1d02449d987a,SKHYNIXUSDT,EXPOSED_HISTORY,2026-07-10T06:30:00+00:00,2026-07-12T22:00:00+00:00,True,True,a870812c13c34096c8462c5787ebe59bc34c5954ab89f4dc178d399eda13f9a4,XKRX,SKHYNIXUSDT,False,True,True,6d6348ddd35f9319f5782b1b82acc7848ddad042583266c06cc4caa8ce361543,XKRX:2026-07-10T06:30:00+00:00:2026-07-13T00:00:00+00:00,SKHYNIXUSDT,2026-07-12T22:00:00+00:00,XKRX:2026-07-10T06:30:00+00:00:2026-07-12T22:00:00+00:00,2026-07-10T06:30:00+00:00
31111-NEUTRAL,True,True,c9b182463ca265f4caf567b80a4bac7f98c76158f61368cd2a4b1d02449d987a,SKHYNIXUSDT,EXPOSED_HISTORY,2026-07-17T06:30:00+00:00,2026-07-19T22:00:00+00:00,True,True,a870812c13c34096c8462c5787ebe59bc34c5954ab89f4dc178d399eda13f9a4,XKRX,SKHYNIXUSDT,False,True,True,6d6348ddd35f9319f5782b1b82acc7848ddad042583266c06cc4caa8ce361543,XKRX:2026-07-17T06:30:00+00:00:2026-07-20T00:00:00+00:00,SKHYNIXUSDT,2026-07-19T22:00:00+00:00,XKRX:2026-07-17T06:30:00+00:00:2026-07-19T22:00:00+00:00,2026-07-17T06:30:00+00:00
31111-NEUTRAL,False,False,c9b182463ca265f4caf567b80a4bac7f98c76158f61368cd2a4b1d02449d987a,SKHYNIXUSDT,INCOMPLETE_WINDOW,2026-07-24T06:30:00+00:00,2026-07-26T22:00:00+00:00,False,True,a870812c13c34096c8462c5787ebe59bc34c5954ab89f4dc178d399eda13f9a4,XKRX,SKHYNIXUSDT,False,False,True,6d6348ddd35f9319f5782b1b82acc7848ddad042583266c06cc4caa8ce361543,XKRX:2026-07-24T06:30:00+00:00:2026-07-27T00:00:00+00:00,SKHYNIXUSDT,2026-07-26T22:00:00+00:00,XKRX:2026-07-24T06:30:00+00:00:2026-07-26T22:00:00+00:00,2026-07-24T06:30:00+00:00
