adverse_inventory_direction,classification,confirmation_delay_execution_cost,confirmation_delay_inventory_loss,confirmation_price,confirmation_state,confirmation_time,control_inventory_drag,control_net_pnl,control_paired_grid_pnl,detector,event_detected,false_breakout_exit_cost,false_breakout_label,false_breakout_missed_grid_pnl,false_breakout_opportunity_cost,flatten_cost,forced_exit_count,funding,grid_edge_retention,inventory_at_signal,inventory_drag,inventory_drag_ratio,inventory_loss_before_confirmation,inventory_loss_before_signal,inventory_realized_pnl,inventory_tail_reduction,max_drawdown,max_drawdown_pct,max_inventory_utilization,max_unpaired_lot_age,max_unpaired_lots,mean_cycle_pnl,median_cycle_pnl,missed_reversion_pnl,net_pnl,paired_cycle_count,paired_grid_pnl,paired_grid_pnl_before_signal,partial_flatten_count,peak_negative_inventory_pnl,positive_cycle_ratio,profile_id,r3_action,reduce_only_duration,response,scenario,seed,signal_time,slippage_cost,suspected_time,symbol,tail_efficiency_score,taker_cost,time_to_confirmation_minutes,true_breakout_loss_avoided,validation_split,window_key,worst_window_pnl
NONE,UNRESOLVED,,,,NORMAL_GRID,,5.700744886042905,-4.19786858005622,1.8058963160405006,NONE,False,0.0,UNRESOLVED,0.0,,0.0,1.0,-0.069902783055,1.0,0.0,5.700744886042905,3.1567398612020066,0.0,0.0,-5.700744886042905,0.0,5.7232255661482,0.0114464511322964,0.4381286,1456.0,3.0,1.8058963160405006,1.8058963160405006,0.0,-4.19786858005622,0.0,1.8058963160405006,1.8058963160405006,0,5.700744886042905,1.0,CONTROL,NONE,0,R0,PRIMARY_ZERO_MAKER,3,,0.15535969809985437,,SNDKUSDT,0.0,0.07775752889897711,,,CURRENT_OOS_REPLAY,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00,-4.19786858005622
SHORT,TRUE_BREAKOUT,,,,BREAKOUT_CONFIRMED,,5.700744886042905,-4.19786858005622,1.8058963160405006,D2,True,0.0,TRUE_BREAKOUT,0.0,,0.11663629334846565,1.0,-0.069902783055,1.0,-0.09,1.1401489772085807,0.6313479722404012,0.0,0.0,-1.1401489772085807,0.8,3.559563905079503,0.007119127810159006,0.4381286,1456.0,3.0,1.8058963160405006,1.8058963160405006,0.0,0.24609103542963912,0.0,1.8058963160405006,1.8058963160405006,1,1.1401489772085807,1.0,D2-R3,R3_50PCT_PARTIAL_FLATTEN_REDUCE_ONLY,164,R3,PRIMARY_ZERO_MAKER,3,2026-08-17T03:16:59.999000+00:00,0.2136778447740872,2026-08-17T03:16:59.999000+00:00,SNDKUSDT,0.8,0.19439382224744275,,,CURRENT_OOS_REPLAY,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00,0.24609103542963912
NONE,TRUE_BREAKOUT,,,,BREAKOUT_REJECTED,,5.700744886042905,-4.19786858005622,1.8058963160405006,NONE,False,0.0,UNRESOLVED,0.0,0.0,0.0,1.0,-0.069902783055,1.0,0.0,5.700744886042905,3.1567398612020066,0.0,0.0,-5.700744886042905,0.0,5.7232255661482,0.0114464511322964,0.4381286,1456.0,3.0,1.8058963160405006,1.8058963160405006,0.0,-4.19786858005622,0.0,1.8058963160405006,1.8058963160405006,0,5.700744886042905,1.0,D2-C1-R3-10m,NONE,0,R0,PRIMARY_ZERO_MAKER,3,,0.15535969809985437,2026-08-17T03:16:59.999000+00:00,SNDKUSDT,0.0,0.07775752889897711,,0.0,CURRENT_OOS_REPLAY,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00,-4.19786858005622
SHORT,TRUE_BREAKOUT,4.4549999999986765e-05,0.02969999999999345,1725.87,BREAKOUT_CONFIRMED,2026-08-17T03:36:59.999000+00:00,5.700744886042905,-4.19786858005622,1.8058963160405006,D2,True,0.0,TRUE_BREAKOUT,0.0,0.0,0.11668084334846564,1.0,-0.069902783055,1.0,-0.09,1.169848977208574,0.6313479722404012,0.0593999999999869,0.0,-1.169848977208574,0.7947901545159989,3.5893084550794967,0.007119127810159006,0.4381286,1456.0,3.0,1.8058963160405006,1.8058963160405006,0.0,0.21634648542964569,0.0,1.8058963160405006,1.8058963160405006,1,1.1401489772085807,1.0,D2-C1-R3-20m,R3_50PCT_PARTIAL_FLATTEN_REDUCE_ONLY,164,R3,PRIMARY_ZERO_MAKER,3,2026-08-17T03:16:59.999000+00:00,0.2136778447740872,2026-08-17T03:16:59.999000+00:00,SNDKUSDT,0.8,0.19443837224744273,20,4.414215065485865,CURRENT_OOS_REPLAY,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00,0.21634648542964569
NONE,TRUE_BREAKOUT,,,,BREAKOUT_REJECTED,,5.700744886042905,-4.19786858005622,1.8058963160405006,NONE,False,0.0,UNRESOLVED,0.0,0.0,0.0,1.0,-0.069902783055,1.0,0.0,5.700744886042905,3.1567398612020066,0.0,0.0,-5.700744886042905,0.0,5.7232255661482,0.0114464511322964,0.4381286,1456.0,3.0,1.8058963160405006,1.8058963160405006,0.0,-4.19786858005622,0.0,1.8058963160405006,1.8058963160405006,0,5.700744886042905,1.0,D2-C1-R3-30m,NONE,0,R0,PRIMARY_ZERO_MAKER,3,,0.15535969809985437,2026-08-17T03:16:59.999000+00:00,SNDKUSDT,0.0,0.07775752889897711,,0.0,CURRENT_OOS_REPLAY,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00,-4.19786858005622
NONE,TRUE_BREAKOUT,,,,BREAKOUT_REJECTED,,5.700744886042905,-4.19786858005622,1.8058963160405006,NONE,False,0.0,UNRESOLVED,0.0,0.0,0.0,1.0,-0.069902783055,1.0,0.0,5.700744886042905,3.1567398612020066,0.0,0.0,-5.700744886042905,0.0,5.7232255661482,0.0114464511322964,0.4381286,1456.0,3.0,1.8058963160405006,1.8058963160405006,0.0,-4.19786858005622,0.0,1.8058963160405006,1.8058963160405006,0,5.700744886042905,1.0,D2-C2-R3-10m,NONE,0,R0,PRIMARY_ZERO_MAKER,3,,0.15535969809985437,2026-08-17T03:16:59.999000+00:00,SNDKUSDT,0.0,0.07775752889897711,,0.0,CURRENT_OOS_REPLAY,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00,-4.19786858005622
NONE,TRUE_BREAKOUT,,,,BREAKOUT_REJECTED,,5.700744886042905,-4.19786858005622,1.8058963160405006,NONE,False,0.0,UNRESOLVED,0.0,0.0,0.0,1.0,-0.069902783055,1.0,0.0,5.700744886042905,3.1567398612020066,0.0,0.0,-5.700744886042905,0.0,5.7232255661482,0.0114464511322964,0.4381286,1456.0,3.0,1.8058963160405006,1.8058963160405006,0.0,-4.19786858005622,0.0,1.8058963160405006,1.8058963160405006,0,5.700744886042905,1.0,D2-C2-R3-20m,NONE,0,R0,PRIMARY_ZERO_MAKER,3,,0.15535969809985437,2026-08-17T03:16:59.999000+00:00,SNDKUSDT,0.0,0.07775752889897711,,0.0,CURRENT_OOS_REPLAY,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00,-4.19786858005622
NONE,TRUE_BREAKOUT,,,,BREAKOUT_REJECTED,,5.700744886042905,-4.19786858005622,1.8058963160405006,NONE,False,0.0,UNRESOLVED,0.0,0.0,0.0,1.0,-0.069902783055,1.0,0.0,5.700744886042905,3.1567398612020066,0.0,0.0,-5.700744886042905,0.0,5.7232255661482,0.0114464511322964,0.4381286,1456.0,3.0,1.8058963160405006,1.8058963160405006,0.0,-4.19786858005622,0.0,1.8058963160405006,1.8058963160405006,0,5.700744886042905,1.0,D2-C2-R3-30m,NONE,0,R0,PRIMARY_ZERO_MAKER,3,,0.15535969809985437,2026-08-17T03:16:59.999000+00:00,SNDKUSDT,0.0,0.07775752889897711,,0.0,CURRENT_OOS_REPLAY,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00,-4.19786858005622
NONE,TRUE_BREAKOUT,,,,BREAKOUT_REJECTED,,5.700744886042905,-4.19786858005622,1.8058963160405006,NONE,False,0.0,UNRESOLVED,0.0,0.0,0.0,1.0,-0.069902783055,1.0,0.0,5.700744886042905,3.1567398612020066,0.0,0.0,-5.700744886042905,0.0,5.7232255661482,0.0114464511322964,0.4381286,1456.0,3.0,1.8058963160405006,1.8058963160405006,0.0,-4.19786858005622,0.0,1.8058963160405006,1.8058963160405006,0,5.700744886042905,1.0,D2-C3-R3-10m,NONE,0,R0,PRIMARY_ZERO_MAKER,3,,0.15535969809985437,2026-08-17T03:16:59.999000+00:00,SNDKUSDT,0.0,0.07775752889897711,,0.0,CURRENT_OOS_REPLAY,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00,-4.19786858005622
NONE,TRUE_BREAKOUT,,,,BREAKOUT_REJECTED,,5.700744886042905,-4.19786858005622,1.8058963160405006,NONE,False,0.0,UNRESOLVED,0.0,0.0,0.0,1.0,-0.069902783055,1.0,0.0,5.700744886042905,3.1567398612020066,0.0,0.0,-5.700744886042905,0.0,5.7232255661482,0.0114464511322964,0.4381286,1456.0,3.0,1.8058963160405006,1.8058963160405006,0.0,-4.19786858005622,0.0,1.8058963160405006,1.8058963160405006,0,5.700744886042905,1.0,D2-C3-R3-20m,NONE,0,R0,PRIMARY_ZERO_MAKER,3,,0.15535969809985437,2026-08-17T03:16:59.999000+00:00,SNDKUSDT,0.0,0.07775752889897711,,0.0,CURRENT_OOS_REPLAY,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00,-4.19786858005622
