detector,false_count,posthoc_label,scenario,seed,signal_count,symbol,true_count,window_key
D2,0,TRUE_BREAKOUT,MAKER_PROMO_OFF,59,1,MUUSDT,1,US_STOCK:2026-07-10T20:00:00+00:00:2026-07-13T08:00:00+00:00
D2,0,TRUE_BREAKOUT,MAKER_PROMO_OFF,97,1,MUUSDT,1,US_STOCK:2026-07-10T20:00:00+00:00:2026-07-13T08:00:00+00:00
D2,1,FALSE_BREAKOUT,PRIMARY_ZERO_MAKER,3,1,SOXLUSDT,0,US_LEVERAGED_ETF:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
D2,1,FALSE_BREAKOUT,PRIMARY_ZERO_MAKER,10,1,SOXLUSDT,0,US_LEVERAGED_ETF:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
D2,1,FALSE_BREAKOUT,PRIMARY_ZERO_MAKER,17,1,SOXLUSDT,0,US_LEVERAGED_ETF:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
D2,1,FALSE_BREAKOUT,PRIMARY_ZERO_MAKER,31,1,SOXLUSDT,0,US_LEVERAGED_ETF:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
D2,1,FALSE_BREAKOUT,PRIMARY_ZERO_MAKER,59,1,SOXLUSDT,0,US_LEVERAGED_ETF:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
D2,1,FALSE_BREAKOUT,PRIMARY_ZERO_MAKER,97,1,SOXLUSDT,0,US_LEVERAGED_ETF:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
D2,1,FALSE_BREAKOUT,EXECUTION_STRESS,3,1,SOXLUSDT,0,US_LEVERAGED_ETF:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
D2,1,FALSE_BREAKOUT,EXECUTION_STRESS,10,1,SOXLUSDT,0,US_LEVERAGED_ETF:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
D2,1,FALSE_BREAKOUT,EXECUTION_STRESS,17,1,SOXLUSDT,0,US_LEVERAGED_ETF:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
D2,1,FALSE_BREAKOUT,EXECUTION_STRESS,31,1,SOXLUSDT,0,US_LEVERAGED_ETF:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
D2,1,FALSE_BREAKOUT,EXECUTION_STRESS,59,1,SOXLUSDT,0,US_LEVERAGED_ETF:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
D2,1,FALSE_BREAKOUT,EXECUTION_STRESS,97,1,SOXLUSDT,0,US_LEVERAGED_ETF:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
D2,1,FALSE_BREAKOUT,MAKER_PROMO_OFF,3,1,SOXLUSDT,0,US_LEVERAGED_ETF:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
D2,1,FALSE_BREAKOUT,MAKER_PROMO_OFF,10,1,SOXLUSDT,0,US_LEVERAGED_ETF:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
D2,1,FALSE_BREAKOUT,MAKER_PROMO_OFF,17,1,SOXLUSDT,0,US_LEVERAGED_ETF:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
D2,1,FALSE_BREAKOUT,MAKER_PROMO_OFF,31,1,SOXLUSDT,0,US_LEVERAGED_ETF:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
D2,1,FALSE_BREAKOUT,MAKER_PROMO_OFF,59,1,SOXLUSDT,0,US_LEVERAGED_ETF:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
D2,1,FALSE_BREAKOUT,MAKER_PROMO_OFF,97,1,SOXLUSDT,0,US_LEVERAGED_ETF:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
D2,1,FALSE_BREAKOUT,PRIMARY_ZERO_MAKER,3,1,SOXLUSDT,0,US_LEVERAGED_ETF:2026-06-26T20:00:00+00:00:2026-06-29T08:00:00+00:00
D2,1,FALSE_BREAKOUT,PRIMARY_ZERO_MAKER,10,1,SOXLUSDT,0,US_LEVERAGED_ETF:2026-06-26T20:00:00+00:00:2026-06-29T08:00:00+00:00
D2,1,FALSE_BREAKOUT,PRIMARY_ZERO_MAKER,17,1,SOXLUSDT,0,US_LEVERAGED_ETF:2026-06-26T20:00:00+00:00:2026-06-29T08:00:00+00:00
D2,1,FALSE_BREAKOUT,PRIMARY_ZERO_MAKER,31,1,SOXLUSDT,0,US_LEVERAGED_ETF:2026-06-26T20:00:00+00:00:2026-06-29T08:00:00+00:00
D2,1,FALSE_BREAKOUT,PRIMARY_ZERO_MAKER,59,1,SOXLUSDT,0,US_LEVERAGED_ETF:2026-06-26T20:00:00+00:00:2026-06-29T08:00:00+00:00
D2,1,FALSE_BREAKOUT,PRIMARY_ZERO_MAKER,97,1,SOXLUSDT,0,US_LEVERAGED_ETF:2026-06-26T20:00:00+00:00:2026-06-29T08:00:00+00:00
D2,1,FALSE_BREAKOUT,EXECUTION_STRESS,3,1,SOXLUSDT,0,US_LEVERAGED_ETF:2026-06-26T20:00:00+00:00:2026-06-29T08:00:00+00:00
D2,1,FALSE_BREAKOUT,EXECUTION_STRESS,10,1,SOXLUSDT,0,US_LEVERAGED_ETF:2026-06-26T20:00:00+00:00:2026-06-29T08:00:00+00:00
D2,1,FALSE_BREAKOUT,EXECUTION_STRESS,17,1,SOXLUSDT,0,US_LEVERAGED_ETF:2026-06-26T20:00:00+00:00:2026-06-29T08:00:00+00:00
D2,1,FALSE_BREAKOUT,EXECUTION_STRESS,31,1,SOXLUSDT,0,US_LEVERAGED_ETF:2026-06-26T20:00:00+00:00:2026-06-29T08:00:00+00:00
D2,1,FALSE_BREAKOUT,EXECUTION_STRESS,59,1,SOXLUSDT,0,US_LEVERAGED_ETF:2026-06-26T20:00:00+00:00:2026-06-29T08:00:00+00:00
D2,1,FALSE_BREAKOUT,EXECUTION_STRESS,97,1,SOXLUSDT,0,US_LEVERAGED_ETF:2026-06-26T20:00:00+00:00:2026-06-29T08:00:00+00:00
D2,1,FALSE_BREAKOUT,MAKER_PROMO_OFF,3,1,SOXLUSDT,0,US_LEVERAGED_ETF:2026-06-26T20:00:00+00:00:2026-06-29T08:00:00+00:00
D2,1,FALSE_BREAKOUT,MAKER_PROMO_OFF,10,1,SOXLUSDT,0,US_LEVERAGED_ETF:2026-06-26T20:00:00+00:00:2026-06-29T08:00:00+00:00
D2,1,FALSE_BREAKOUT,MAKER_PROMO_OFF,17,1,SOXLUSDT,0,US_LEVERAGED_ETF:2026-06-26T20:00:00+00:00:2026-06-29T08:00:00+00:00
D2,1,FALSE_BREAKOUT,MAKER_PROMO_OFF,31,1,SOXLUSDT,0,US_LEVERAGED_ETF:2026-06-26T20:00:00+00:00:2026-06-29T08:00:00+00:00
D2,1,FALSE_BREAKOUT,MAKER_PROMO_OFF,59,1,SOXLUSDT,0,US_LEVERAGED_ETF:2026-06-26T20:00:00+00:00:2026-06-29T08:00:00+00:00
D2,1,FALSE_BREAKOUT,MAKER_PROMO_OFF,97,1,SOXLUSDT,0,US_LEVERAGED_ETF:2026-06-26T20:00:00+00:00:2026-06-29T08:00:00+00:00
D2,1,FALSE_BREAKOUT,PRIMARY_ZERO_MAKER,3,1,SKHYNIXUSDT,0,KR_STOCK:2026-07-03T06:30:00+00:00:2026-07-06T00:00:00+00:00
D2,1,FALSE_BREAKOUT,PRIMARY_ZERO_MAKER,10,1,SKHYNIXUSDT,0,KR_STOCK:2026-07-03T06:30:00+00:00:2026-07-06T00:00:00+00:00
D2,1,FALSE_BREAKOUT,PRIMARY_ZERO_MAKER,17,1,SKHYNIXUSDT,0,KR_STOCK:2026-07-03T06:30:00+00:00:2026-07-06T00:00:00+00:00
D2,1,FALSE_BREAKOUT,PRIMARY_ZERO_MAKER,31,1,SKHYNIXUSDT,0,KR_STOCK:2026-07-03T06:30:00+00:00:2026-07-06T00:00:00+00:00
D2,1,FALSE_BREAKOUT,PRIMARY_ZERO_MAKER,59,1,SKHYNIXUSDT,0,KR_STOCK:2026-07-03T06:30:00+00:00:2026-07-06T00:00:00+00:00
D2,1,FALSE_BREAKOUT,PRIMARY_ZERO_MAKER,97,1,SKHYNIXUSDT,0,KR_STOCK:2026-07-03T06:30:00+00:00:2026-07-06T00:00:00+00:00
D2,1,FALSE_BREAKOUT,EXECUTION_STRESS,3,1,SKHYNIXUSDT,0,KR_STOCK:2026-07-03T06:30:00+00:00:2026-07-06T00:00:00+00:00
D2,1,FALSE_BREAKOUT,EXECUTION_STRESS,10,1,SKHYNIXUSDT,0,KR_STOCK:2026-07-03T06:30:00+00:00:2026-07-06T00:00:00+00:00
D2,1,FALSE_BREAKOUT,EXECUTION_STRESS,17,1,SKHYNIXUSDT,0,KR_STOCK:2026-07-03T06:30:00+00:00:2026-07-06T00:00:00+00:00
D2,1,FALSE_BREAKOUT,EXECUTION_STRESS,31,1,SKHYNIXUSDT,0,KR_STOCK:2026-07-03T06:30:00+00:00:2026-07-06T00:00:00+00:00
D2,1,FALSE_BREAKOUT,EXECUTION_STRESS,59,1,SKHYNIXUSDT,0,KR_STOCK:2026-07-03T06:30:00+00:00:2026-07-06T00:00:00+00:00
D2,1,FALSE_BREAKOUT,EXECUTION_STRESS,97,1,SKHYNIXUSDT,0,KR_STOCK:2026-07-03T06:30:00+00:00:2026-07-06T00:00:00+00:00
D2,1,FALSE_BREAKOUT,MAKER_PROMO_OFF,3,1,SKHYNIXUSDT,0,KR_STOCK:2026-07-03T06:30:00+00:00:2026-07-06T00:00:00+00:00
D2,1,FALSE_BREAKOUT,MAKER_PROMO_OFF,10,1,SKHYNIXUSDT,0,KR_STOCK:2026-07-03T06:30:00+00:00:2026-07-06T00:00:00+00:00
D2,1,FALSE_BREAKOUT,MAKER_PROMO_OFF,17,1,SKHYNIXUSDT,0,KR_STOCK:2026-07-03T06:30:00+00:00:2026-07-06T00:00:00+00:00
D2,1,FALSE_BREAKOUT,MAKER_PROMO_OFF,31,1,SKHYNIXUSDT,0,KR_STOCK:2026-07-03T06:30:00+00:00:2026-07-06T00:00:00+00:00
D2,1,FALSE_BREAKOUT,MAKER_PROMO_OFF,59,1,SKHYNIXUSDT,0,KR_STOCK:2026-07-03T06:30:00+00:00:2026-07-06T00:00:00+00:00
D2,1,FALSE_BREAKOUT,MAKER_PROMO_OFF,97,1,SKHYNIXUSDT,0,KR_STOCK:2026-07-03T06:30:00+00:00:2026-07-06T00:00:00+00:00
D2,0,TRUE_BREAKOUT,PRIMARY_ZERO_MAKER,3,1,SNDKUSDT,1,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
D2,0,TRUE_BREAKOUT,PRIMARY_ZERO_MAKER,10,1,SNDKUSDT,1,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
D2,0,TRUE_BREAKOUT,PRIMARY_ZERO_MAKER,17,1,SNDKUSDT,1,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
D2,0,TRUE_BREAKOUT,PRIMARY_ZERO_MAKER,31,1,SNDKUSDT,1,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
D2,0,TRUE_BREAKOUT,PRIMARY_ZERO_MAKER,59,1,SNDKUSDT,1,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
D2,0,TRUE_BREAKOUT,PRIMARY_ZERO_MAKER,97,1,SNDKUSDT,1,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
D2,0,TRUE_BREAKOUT,EXECUTION_STRESS,3,1,SNDKUSDT,1,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
D2,0,TRUE_BREAKOUT,EXECUTION_STRESS,10,1,SNDKUSDT,1,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
D2,0,TRUE_BREAKOUT,EXECUTION_STRESS,17,1,SNDKUSDT,1,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
D2,0,TRUE_BREAKOUT,EXECUTION_STRESS,31,1,SNDKUSDT,1,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
D2,0,TRUE_BREAKOUT,EXECUTION_STRESS,59,1,SNDKUSDT,1,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
D2,0,TRUE_BREAKOUT,EXECUTION_STRESS,97,1,SNDKUSDT,1,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
D2,0,TRUE_BREAKOUT,MAKER_PROMO_OFF,3,1,SNDKUSDT,1,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
D2,0,TRUE_BREAKOUT,MAKER_PROMO_OFF,10,1,SNDKUSDT,1,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
D2,0,TRUE_BREAKOUT,MAKER_PROMO_OFF,17,1,SNDKUSDT,1,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
D2,0,TRUE_BREAKOUT,MAKER_PROMO_OFF,31,1,SNDKUSDT,1,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
D2,0,TRUE_BREAKOUT,MAKER_PROMO_OFF,59,1,SNDKUSDT,1,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
D2,0,TRUE_BREAKOUT,MAKER_PROMO_OFF,97,1,SNDKUSDT,1,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00
